item,itemLabel,lat,lon,location,distance,sitelinks
http://www.wikidata.org/entity/Q11833489,Radiowo,52.284475,20.897883,Point(20.897883 52.284475),9.853,2
http://www.wikidata.org/entity/Q17333988,Saint Mary Magdalene Church in Warsaw (Wawrzyszew),52.2808,20.9285,Point(20.9285 52.2808),7.842,2
http://www.wikidata.org/entity/Q17333988,Saint Mary Magdalene Church in Warsaw (Wawrzyszew),52.2808,20.9285,Point(20.929042 52.28075),7.807,2
http://www.wikidata.org/entity/Q17333988,Saint Mary Magdalene Church in Warsaw (Wawrzyszew),52.28075,20.929042,Point(20.9285 52.2808),7.842,2
http://www.wikidata.org/entity/Q17333988,Saint Mary Magdalene Church in Warsaw (Wawrzyszew),52.28075,20.929042,Point(20.929042 52.28075),7.807,2
http://www.wikidata.org/entity/Q18423430,Bielany Cultural Centre in Warsaw,52.285075,20.933045,Point(20.933045 52.285075),7.852,2
http://www.wikidata.org/entity/Q104443717,Stawy Brustmana,52.282777777778,20.931944444444,Point(20.931944444 52.282777777),7.766,2
http://www.wikidata.org/entity/Q106771262,Metro Młociny bus and tram station,52.29109,20.92835,Point(20.92835 52.29109),8.512,1
http://www.wikidata.org/entity/Q106771291,Q106771291,52.29119,20.92817,Point(20.92817 52.29119),8.529,1
http://www.wikidata.org/entity/Q106771320,P+R Metro Młociny,52.29039,20.9274,Point(20.9274 52.29039),8.515,1
http://www.wikidata.org/entity/Q106871982,Wólczyńska Street in Warsaw,52.27835,20.93552,Point(20.93552 52.27835),7.292,1
http://www.wikidata.org/entity/Q106913691,Q106913691,52.29244,20.93025,Point(20.93025 52.29244),8.507,1
http://www.wikidata.org/entity/Q106913939,Nocznickiego Street in Warsaw,52.29016,20.92897,Point(20.92897 52.29016),8.415,1
http://www.wikidata.org/entity/Q106914001,Q106914001,52.28679,20.93109,Point(20.93109 52.28679),8.072,1
http://www.wikidata.org/entity/Q110088272,Dziekanowska Street in Warsaw,52.30536,20.88501,Point(20.88501 52.30536),11.821,1
http://www.wikidata.org/entity/Q110127176,Kabaretowa Street in Warsaw,52.29532,20.908,Point(20.908 52.29532),9.9,1
http://www.wikidata.org/entity/Q110216716,Palisadowa Street in Warsaw,52.29547,20.90436,Point(20.90436 52.29547),10.112,1
http://www.wikidata.org/entity/Q110224525,Wrzeciono Street in Warsaw,52.29383,20.93686,Point(20.93686 52.29383),8.271,1
http://www.wikidata.org/entity/Q110225088,Estrady Street in Warsaw,52.284,20.8762,Point(20.8762 52.284),11.16,1
http://www.wikidata.org/entity/Q110225300,Q110225300,52.29334,20.90342,Point(20.90342 52.29334),10.031,1
http://www.wikidata.org/entity/Q110225362,Q110225362,52.29367,20.8989,Point(20.8989 52.29367),10.308,1
http://www.wikidata.org/entity/Q110249244,Q110249244,52.29283,20.93437,Point(20.93437 52.29283),8.322,1
http://www.wikidata.org/entity/Q110253663,Horacego Street in Warsaw,52.28116,20.929,Point(20.929 52.28116),7.834,1
http://www.wikidata.org/entity/Q112766439,Saint Ignatius of Loyola church in Wólka Węglowa,52.29655,20.89893,Point(20.89893 52.29655),10.484,1
http://www.wikidata.org/entity/Q113632486,Q113632486,52.28825,20.930277777778,Point(20.930277777 52.28825),8.214,1
http://www.wikidata.org/entity/Q114245329,Q114245329,52.28685,20.8795,Point(20.8795 52.28685),11.089,1
http://www.wikidata.org/entity/Q114247033,Q114247033,52.29419,20.88178,Point(20.88178 52.29419),11.333,1
http://www.wikidata.org/entity/Q114247061,Q114247061,52.28276,20.88655,Point(20.88655 52.28276),10.461,1
http://www.wikidata.org/entity/Q114307846,Q114307846,52.28673,20.93418,Point(20.93418 52.28673),7.901,1
http://www.wikidata.org/entity/Q122499133,Uniejowska Street in Warsaw,52.249528262695,20.914540903328,Point(20.914540903 52.249528262),7.628,1
http://www.wikidata.org/entity/Q122499543,Kędzierskiego Street in Warsaw,52.25224730799,20.916907134829,Point(20.916907134 52.252247307),7.501,1
http://www.wikidata.org/entity/Q123348673,Q123348673,52.2600732736,20.916518061149,Point(20.916518061 52.260073273),7.69,1
http://www.wikidata.org/entity/Q123348740,Q123348740,52.25794,20.91443,Point(20.91443 52.25794),7.775,1
http://www.wikidata.org/entity/Q123348773,Q123348773,52.262008971848,20.91800995579,Point(20.918009955 52.262008971),7.647,1
http://www.wikidata.org/entity/Q123348821,Q123348821,52.26319,20.91415,Point(20.91415 52.26319),7.935,1
http://www.wikidata.org/entity/Q124822312,Blatona Street in Warsaw,52.25671,20.92357,Point(20.92357 52.25671),7.138,1
http://www.wikidata.org/entity/Q124822472,Q124822472,52.25902,20.9197,Point(20.9197 52.25902),7.452,1
http://www.wikidata.org/entity/Q452316,Potocki-Palast (Natolin),52.138888888889,21.073611111111,Point(21.073611111 52.138888888),12.057,10
http://www.wikidata.org/entity/Q638899,Pole Mokotowskie metro station,52.208611111111,21.007777777778,Point(21.007777777 52.208611111),4.059,13
http://www.wikidata.org/entity/Q936912,Powsin,52.129444,21.112222,Point(21.112222 52.129444),13.958,5
http://www.wikidata.org/entity/Q1127288,Plakatmuseum in Wilanów,52.16430556,21.08817778,Point(21.08817778 52.16430556),9.753,8
http://www.wikidata.org/entity/Q1791649,Türkische Botschaft Warschau,52.20887,21.01679,Point(21.01679 52.20887),3.886,5
http://www.wikidata.org/entity/Q3671981,Gefängnis Mokotów,52.2075,21.011111111111,Point(21.011111111 52.2075),4.115,9
http://www.wikidata.org/entity/Q6048172,International American School of Warsaw,52.1328,21.0732,Point(21.0732 52.1328),12.703,4
http://www.wikidata.org/entity/Q6343955,"Kabaty, Warsaw",52.13012,21.08148,Point(21.08148 52.13012),13.143,5
http://www.wikidata.org/entity/Q6454508,Kępa Okrzewska,52.13527778,21.15305556,Point(21.15305556 52.13527778),14.807,9
http://www.wikidata.org/entity/Q6454508,Kępa Okrzewska,52.13527778,21.15305556,Point(21.15229 52.13633),14.681,9
http://www.wikidata.org/entity/Q7084555,Old Mokotów,52.20416667,21.01472222,Point(21.01472222 52.20416667),4.425,4
http://www.wikidata.org/entity/Q9183492,Błonia Wilanowskie,52.1551,21.0806,Point(21.0806 52.1551),10.491,1
http://www.wikidata.org/entity/Q9308807,Q9308807,52.1422,21.0789,Point(21.0789 52.1422),11.807,1
http://www.wikidata.org/entity/Q9346812,Q9346812,52.1317,21.1164,Point(21.1164 52.1317),13.855,1
http://www.wikidata.org/entity/Q9360157,Q9360157,52.1258,21.1064,Point(21.1064 52.1258),14.169,1
http://www.wikidata.org/entity/Q9374298,Wilanów Królewski,52.1651,21.0865,Point(21.0865 52.1651),9.624,2
http://www.wikidata.org/entity/Q9386826,"Zamość, Warsaw",52.1324,21.1099,Point(21.1099 52.1324),13.593,1
http://www.wikidata.org/entity/Q11684942,Aleja Józefa Becka,52.2032,21.0692,Point(21.0692 52.2032),5.341,2
http://www.wikidata.org/entity/Q11689620,Q11689620,52.1588,21.0723,Point(21.0723 52.1588),9.913,1
http://www.wikidata.org/entity/Q11726691,Jezioro Powsinkowskie,52.158888888889,21.098888888889,Point(21.098888888 52.158888888),10.619,2
http://www.wikidata.org/entity/Q11726997,Jezioro pod Morgami,52.134722222222,21.122222222222,Point(21.122222222 52.134722222),13.74,2
http://www.wikidata.org/entity/Q11734091,22 Narbutta Street in Warsaw,52.2064,21.0164,Point(21.0164 52.2064),4.161,2
http://www.wikidata.org/entity/Q11746652,Saint Elisabeth of Hungary Sanctuary in Warsaw-Powsin,52.1236,21.1025,Point(21.1025 52.1236),14.296,3
http://www.wikidata.org/entity/Q11752014,Kępa Falenicka,52.139722222222,21.155555555556,Point(21.155555555 52.139722222),14.511,3
http://www.wikidata.org/entity/Q11753209,Latoszki,52.1316,21.1281,Point(21.1281 52.1316),14.237,1
http://www.wikidata.org/entity/Q11778269,Miasteczko Wilanów,52.160239,21.072233,Point(21.072233 52.160239),9.76,3
http://www.wikidata.org/entity/Q11805694,Q11805694,52.1588,21.0722,Point(21.0722 52.1588),9.911,1
http://www.wikidata.org/entity/Q11808236,Surroundings of the Saint Elisabeth of Hungary Sanctuary in Warsaw,52.1233,21.1019,Point(21.1019 52.1233),14.312,2
http://www.wikidata.org/entity/Q11810691,Q11810691,52.206,21.0182,Point(21.0182 52.206),4.188,1
http://www.wikidata.org/entity/Q11811385,Kulturpark in Powsin,52.11625833,21.09061111,Point(21.09061111 52.11625833),14.799,4
http://www.wikidata.org/entity/Q15197218,Museum of John Paul II and Primate Wyszyński,52.1586,21.0722,Point(21.0722 52.1586),9.932,4
http://www.wikidata.org/entity/Q18590941,Medicover Hospital Warsaw,52.1551,21.0786,Point(21.0786 52.1551),10.443,2
http://www.wikidata.org/entity/Q30158344,ambassador of Uruguay to Poland,52.207247,21.017769,Point(21.017769 52.207247),4.054,1
http://www.wikidata.org/entity/Q33607065,Former carriage houses of the Wilanów Palace,52.164222,21.087403,Point(21.087403 52.164222),9.738,1
http://www.wikidata.org/entity/Q33607182,Former police station in Wilanów,52.163156,21.087205,Point(21.087205 52.163156),9.84,1
http://www.wikidata.org/entity/Q33607406,Former granaries in Wilanów,52.162167,21.087583,Point(21.087583 52.162167),9.95,1
http://www.wikidata.org/entity/Q33607552,Custodian house of the Wilanów Palace,52.164966,21.086701,Point(21.086701 52.164966),9.643,1
http://www.wikidata.org/entity/Q33607939,Outbuilding palace in Natolin,52.13975,21.073222,Point(21.073222 52.13975),11.958,1
http://www.wikidata.org/entity/Q33608412,Natolin Park,52.142222,21.077778,Point(21.077778 52.142222),11.782,1
http://www.wikidata.org/entity/Q33608567,Old Wilanów Forge,52.163347,21.088,Point(21.088 52.163347),9.844,1
http://www.wikidata.org/entity/Q33608733,Former inn - 394 Przyczółkowa Street,52.165673,21.085285,Point(21.085285 52.165673),9.531,1
http://www.wikidata.org/entity/Q86678405,Q86678405,52.207222222222,21.011111111111,Point(21.011111111 52.207222222),4.145,1
http://www.wikidata.org/entity/Q87056581,56 Wiśniowa Street in Warsaw,52.21022,21.01412,Point(21.01412 52.21022),3.773,1
http://www.wikidata.org/entity/Q91670337,Łasice,52.140555555556,21.075277777778,Point(21.075277777 52.140555555),11.91,1
http://www.wikidata.org/entity/Q96692251,Rów Wolicki,52.156666666667,21.062222222222,Point(21.083888888 52.164722222),9.587,1
http://www.wikidata.org/entity/Q96692251,Rów Wolicki,52.164722222222,21.083888888889,Point(21.083888888 52.164722222),9.587,1
http://www.wikidata.org/entity/Q97602587,Rów Natoliński,52.115277777778,21.098055555556,Point(21.095277777 52.154166666),10.979,2
http://www.wikidata.org/entity/Q97602587,Rów Natoliński,52.154166666667,21.095277777778,Point(21.095277777 52.154166666),10.979,2
http://www.wikidata.org/entity/Q97931331,Powsinek,52.15,21.1,Point(21.1 52.15),11.536,2
http://www.wikidata.org/entity/Q98076175,Rów Powsinkowy,52.154166666667,21.103333333333,Point(21.103333333 52.154166666),11.225,1
http://www.wikidata.org/entity/Q98076175,Rów Powsinkowy,52.111111111111,21.148888888889,Point(21.103333333 52.154166666),11.225,1
http://www.wikidata.org/entity/Q98174211,Latoszka,52.135833333333,21.121944444444,Point(21.121944444 52.135833333),13.622,1
http://www.wikidata.org/entity/Q106448589,Herbu Janina Street in Warsaw,52.15456,21.07665,Point(21.07665 52.15456),10.455,1
http://www.wikidata.org/entity/Q106871111,Q106871111,52.16333,21.08441,Point(21.08441 52.16333),9.743,1
http://www.wikidata.org/entity/Q106914841,Drewny Street in Warsaw,52.1254,21.0962,Point(21.0962 52.1254),13.957,1
http://www.wikidata.org/entity/Q106980991,Rosochata Street in Warsaw,52.12997,21.10968,Point(21.10968 52.12997),13.833,1
http://www.wikidata.org/entity/Q106987300,Q106987300,52.2046,21.02112,Point(21.02112 52.2046),4.322,1
http://www.wikidata.org/entity/Q106987345,Gąsek Street in Warsaw,52.12764,21.08479,Point(21.08479 52.12764),13.472,1
http://www.wikidata.org/entity/Q107050885,Q107050885,52.13229,21.13252,Point(21.13252 52.13229),14.32,1
http://www.wikidata.org/entity/Q107379570,Kazachska Street in Warsaw,52.1605,21.08008,Point(21.08008 52.1605),9.918,1
http://www.wikidata.org/entity/Q107464594,19 Rakowiecka Street in Warsaw,52.20882,21.01681,Point(21.01681 52.20882),3.891,1
http://www.wikidata.org/entity/Q107470045,Botschaft von Peru in Polen,52.20761,21.01715,Point(21.01715 52.20761),4.02,3
http://www.wikidata.org/entity/Q107696789,Wiedeńska Street in Warsaw,52.15008,21.08564,Point(21.08564 52.15008),11.135,1
http://www.wikidata.org/entity/Q107713670,Q107713670,52.16465,21.0757,Point(21.0757 52.16465),9.379,1
http://www.wikidata.org/entity/Q107813286,Waniliowa Street in Warsaw,52.12936,21.10123,Point(21.10123 52.12936),13.669,1
http://www.wikidata.org/entity/Q107815163,Sarmacka Street in Warsaw,52.15933,21.07952,Point(21.07952 52.15933),10.025,1
http://www.wikidata.org/entity/Q107815197,Q107815197,52.15557,21.07346,Point(21.07346 52.15557),10.279,1
http://www.wikidata.org/entity/Q107815769,Klimczaka Street in Warsaw,52.16139,21.07536,Point(21.07536 52.16139),9.71,1
http://www.wikidata.org/entity/Q107817169,Rycerstwa Polskiego Street in Warsaw,52.16595,21.077,Point(21.077 52.16595),9.277,1
http://www.wikidata.org/entity/Q107817224,Herbu Korczak Street in Warsaw,52.15552,21.08153,Point(21.08153 52.15552),10.47,1
http://www.wikidata.org/entity/Q107817238,Herbu Szreniawa Street in Warsaw,52.15912,21.07584,Point(21.07584 52.15912),9.959,1
http://www.wikidata.org/entity/Q107817265,Q107817265,52.16347,21.07639,Point(21.07639 52.16347),9.519,1
http://www.wikidata.org/entity/Q108040431,Wilanów bus stop,52.1679,21.08407,Point(21.08407 52.1679),9.271,1
http://www.wikidata.org/entity/Q110132155,Przekorna Street in Warsaw,52.12183,21.0954,Point(21.0954 52.12183),14.313,1
http://www.wikidata.org/entity/Q110137600,Ananasowa Street in Warsaw,52.20679,21.06888,Point(21.06888 52.20679),5.0,1
http://www.wikidata.org/entity/Q110137750,26-30 Rakowiecka Street in Warsaw,52.20752,21.00511,Point(21.00511 52.20752),4.233,1
http://www.wikidata.org/entity/Q110162521,Bluszczańska Street in Warsaw,52.20895,21.06115,Point(21.06115 52.20895),4.507,1
http://www.wikidata.org/entity/Q111655171,Wielkopolski Tenement House in Warsaw,52.207495033989,21.021594847784,Point(21.021594847 52.207495033),3.998,1
http://www.wikidata.org/entity/Q111674601,"Pułku AK ""Waligóra"" Street in Warsaw",52.2088,21.06316,Point(21.06316 52.2088),4.595,1
http://www.wikidata.org/entity/Q111674667,Q111674667,52.20854,21.06447,Point(21.06447 52.20854),4.668,1
http://www.wikidata.org/entity/Q111674740,Q111674740,52.20936,21.05885,Point(21.05885 52.20936),4.387,1
http://www.wikidata.org/entity/Q111674817,"Batalionu AK ""Bałtyk"" Street in Warsaw",52.20689,21.06495,Point(21.06495 52.20689),4.839,1
http://www.wikidata.org/entity/Q111796725,Wąski Jar Street in Warsaw,52.13397,21.07792,Point(21.07792 52.13397),12.663,1
http://www.wikidata.org/entity/Q123000240,Q123000240,52.190219,21.024112,Point(21.024112 52.190219),5.909,1
http://www.wikidata.org/entity/Q124833538,Q124833538,52.19469,21.00694,Point(21.00694 52.19469),5.566,1
http://www.wikidata.org/entity/Q47473,Wilanów-Palast,52.165277777778,21.090277777778,Point(21.090277777 52.165277777),9.719,29
http://www.wikidata.org/entity/Q2300588,Sommerresidenz Morysin,52.17532778,21.09808333,Point(21.09808333 52.17532778),9.013,3
http://www.wikidata.org/entity/Q4821619,"Augustówka, Warsaw",52.190497222222,21.081838888889,Point(21.081838888 52.190497222),6.995,3
http://www.wikidata.org/entity/Q4881464,Beit Warszawa Synagogue,52.17527778,21.07694444,Point(21.07694444 52.17527778),8.323,5
http://www.wikidata.org/entity/Q8000064,Wilanów Collection,52.1653,21.0906,Point(21.0906 52.1653),9.726,3
http://www.wikidata.org/entity/Q8512887,Q8512887,52.1514,21.1292,Point(21.1292 52.1514),12.404,1
http://www.wikidata.org/entity/Q9149452,Botschaft von Angola in Warschau,52.169569444444,21.07925,Point(21.07925 52.169569444),8.966,4
http://www.wikidata.org/entity/Q9149454,Botschaft von Saudi-Arabien in Warschau,52.169166666667,21.083888888889,Point(21.083888888 52.169166666),9.139,4
http://www.wikidata.org/entity/Q9149465,Botschaft von Belarus in Warschau,52.171833333333,21.081616666667,Point(21.081616666 52.171833333),8.804,5
http://www.wikidata.org/entity/Q9149491,Botschaft der Philippinen in Warschau,52.17295833,21.07651944,Point(21.07651944 52.17295833),8.546,5
http://www.wikidata.org/entity/Q9149521,Botschaft von Kasachstan in Warschau,52.168930555556,21.077441666667,Point(21.077441666 52.168930555),8.982,6
http://www.wikidata.org/entity/Q9149563,Botschaft von Panama in Warschau,52.169208333333,21.088536111111,Point(21.088536111 52.169208333),9.275,4
http://www.wikidata.org/entity/Q9149597,Botschaft von Sri Lanka in Warschau,52.170583333333,21.084472222222,Point(21.084472222 52.170583333),9.014,3
http://www.wikidata.org/entity/Q9166234,Bartyki,52.1616,21.1156,Point(21.1156 52.1616),10.945,2
http://www.wikidata.org/entity/Q9374297,Wilanów Niski,52.1763,21.0811,Point(21.0811 52.1763),8.343,1
http://www.wikidata.org/entity/Q9374300,Wilanów Wysoki,52.1717,21.0727,Point(21.0727 52.1717),8.575,1
http://www.wikidata.org/entity/Q9387505,Zawady,52.1715,21.1137,Point(21.1137 52.1715),9.971,2
http://www.wikidata.org/entity/Q11685571,Botschaft von Jemen in Warschau,52.174563888889,21.073902777778,Point(21.073902777 52.174563888),8.312,4
http://www.wikidata.org/entity/Q11685575,Botschaft von Nigeria in Warschau,52.1711,21.0799,Point(21.0799 52.1711),8.829,1
http://www.wikidata.org/entity/Q11726913,Jezioro Wilanowskie,52.1678,21.0925,Point(21.0925 52.1678),9.54,2
http://www.wikidata.org/entity/Q11752031,Kępa Zawadowska,52.1523,21.1291,Point(21.1291 52.1523),12.318,3
http://www.wikidata.org/entity/Q11771815,Mausoleum of Potocki family in Wilanów,52.1656,21.0876,Point(21.087569 52.165569),9.608,2
http://www.wikidata.org/entity/Q11771815,Mausoleum of Potocki family in Wilanów,52.1656,21.0876,Point(21.0876 52.1656),9.606,2
http://www.wikidata.org/entity/Q11771815,Mausoleum of Potocki family in Wilanów,52.165569,21.087569,Point(21.087569 52.165569),9.608,2
http://www.wikidata.org/entity/Q11771815,Mausoleum of Potocki family in Wilanów,52.165569,21.087569,Point(21.0876 52.1656),9.606,2
http://www.wikidata.org/entity/Q11776592,Mosque in Wilanów,52.1744,21.0781,Point(21.0781 52.1744),8.444,5
http://www.wikidata.org/entity/Q11796788,Wilanów Park,52.1661,21.0914,Point(21.0914 52.1661),9.672,1
http://www.wikidata.org/entity/Q11805931,Q11805931,52.1472,21.1366,Point(21.1366 52.1472),13.076,1
http://www.wikidata.org/entity/Q11807751,Surroundings of the Saint Anne church in Warsaw-Wilanów,52.1661,21.0877,Point(21.0877 52.1661),9.559,2
http://www.wikidata.org/entity/Q18817188,Kanał Sobieskiego,52.1743,21.0965,Point(21.0965 52.1743),9.051,2
http://www.wikidata.org/entity/Q21020041,Q21020041,52.165,21.089444,Point(21.089444 52.165),9.721,1
http://www.wikidata.org/entity/Q21163351,Staw Zawadowski,52.176778,21.105088,Point(21.105088 52.176778),9.15,2
http://www.wikidata.org/entity/Q24944139,Botschaft von Bangladesch in Warschau,52.174625,21.077847,Point(21.077847 52.174625),8.414,3
http://www.wikidata.org/entity/Q24944854,Botschaft von Senegal in Warschau,52.175048,21.084629,Point(21.084629 52.175048),8.576,4
http://www.wikidata.org/entity/Q33606701,Zabudowania parafialne,52.166583,21.087417,Point(21.087417 52.166583),9.502,1
http://www.wikidata.org/entity/Q33606837,Guardhouse of the Wilanów Palace,52.164722,21.088444,Point(21.088444 52.164722),9.719,1
http://www.wikidata.org/entity/Q33606879,Kitchen of the Wilanów Palace,52.164683,21.08897,Point(21.08897 52.164683),9.738,1
http://www.wikidata.org/entity/Q33606927,Old Stable of the Wilanów Palace,52.164469,21.088976,Point(21.088976 52.164469),9.76,1
http://www.wikidata.org/entity/Q33606971,Orangery in Royal Wilanów,52.166389,21.089639,Point(21.089639 52.166389),9.589,1
http://www.wikidata.org/entity/Q33607146,Royal Forge in Wilanów,52.166833,21.086431,Point(21.086431 52.166833),9.448,1
http://www.wikidata.org/entity/Q33607266,Gardener house of the Wilanów Palace,52.166722,21.088611,Point(21.088611 52.166722),9.524,1
http://www.wikidata.org/entity/Q33607317,Starost’s House in Royal Wilanów,52.162167,21.089903,Point(21.089903 52.162167),10.018,1
http://www.wikidata.org/entity/Q33607362,Dutch House in Royal Wilanów,52.161998,21.090505,Point(21.090505 52.161998),10.053,1
http://www.wikidata.org/entity/Q33607507,Wilanów Park,52.165194,21.091528,Point(21.091528 52.165194),9.766,1
http://www.wikidata.org/entity/Q33607688,Former factory in Wilanów,52.160528,21.090222,Point(21.090222 52.160528),10.192,1
http://www.wikidata.org/entity/Q33607748,Morysin - ruiny pałacyku,52.175333,21.098056,Point(21.098056 52.175333),9.011,1
http://www.wikidata.org/entity/Q33607790,Morysin - domek stróża,52.170667,21.094944,Point(21.094944 52.170667),9.343,1
http://www.wikidata.org/entity/Q33607831,Morysin - gajówka,52.172111,21.099694,Point(21.099694 52.172111),9.373,1
http://www.wikidata.org/entity/Q33607899,Morysin - park,52.173611,21.1,Point(21.1 52.173611),9.244,1
http://www.wikidata.org/entity/Q33608453,Former St. Alexander Hospital in Wilanów,52.167134,21.089759,Point(21.089759 52.167134),9.519,1
http://www.wikidata.org/entity/Q33608490,Former Doctor's House in Wilanów,52.167312,21.089002,Point(21.089002 52.167312),9.478,1
http://www.wikidata.org/entity/Q33608645,Former butcher's shops in Wilanów,52.166569,21.086611,Point(21.086611 52.166569),9.479,1
http://www.wikidata.org/entity/Q33608687,Restaurant „Wilanów“,52.166139,21.086111,Point(21.086111 52.166139),9.508,1
http://www.wikidata.org/entity/Q90166478,Sielanka,52.176944444444,21.085833333333,Point(21.085833333 52.176944444),8.429,1
http://www.wikidata.org/entity/Q98174211,Latoszka,52.135833333333,21.121944444444,Point(21.118055555 52.15),12.123,1
http://www.wikidata.org/entity/Q98174211,Latoszka,52.15,21.118055555556,Point(21.118055555 52.15),12.123,1
http://www.wikidata.org/entity/Q98447461,Staw Południowy,52.163333333333,21.091666666667,Point(21.091666666 52.163333333),9.954,2
http://www.wikidata.org/entity/Q106489021,Nadwilanówka,52.181111111111,21.1,Point(21.1 52.181111111),8.556,2
http://www.wikidata.org/entity/Q106548440,Kanał „W”,52.177555555556,21.079916666667,Point(21.079916666 52.177555555),8.182,1
http://www.wikidata.org/entity/Q106548440,Kanał „W”,52.177555555556,21.079916666667,Point(21.073194444 52.187027777),7.035,1
http://www.wikidata.org/entity/Q106548440,Kanał „W”,52.187027777778,21.073194444444,Point(21.079916666 52.177555555),8.182,1
http://www.wikidata.org/entity/Q106548440,Kanał „W”,52.187027777778,21.073194444444,Point(21.073194444 52.187027777),7.035,1
http://www.wikidata.org/entity/Q106981000,Bruzdowa Street in Warsaw,52.1551,21.12992,Point(21.12992 52.1551),12.096,1
http://www.wikidata.org/entity/Q106981016,Obornicka Street in Warsaw,52.16883,21.08207,Point(21.08207 52.16883),9.12,1
http://www.wikidata.org/entity/Q106981020,Fire station in Wilanów,52.16911,21.08342,Point(21.08342 52.16911),9.131,1
http://www.wikidata.org/entity/Q106981023,Królowej Marysieńki Street in Warsaw,52.17104,21.07493,Point(21.07493 52.17104),8.7,1
http://www.wikidata.org/entity/Q106982167,Janczarów Street in Warsaw,52.16939,21.08776,Point(21.08776 52.16939),9.233,1
http://www.wikidata.org/entity/Q107009367,Goczałkowicka Street in Warsaw,52.1856,21.0727,Point(21.0727 52.1856),7.162,1
http://www.wikidata.org/entity/Q107030205,Biedronki Street in Warsaw,52.17664,21.07979,Point(21.07979 52.17664),8.269,1
http://www.wikidata.org/entity/Q107814378,Q107814378,52.1768,21.10711,Point(21.10711 52.1768),9.23,1
http://www.wikidata.org/entity/Q107814780,Vogla Street in Warsaw,52.16216,21.10686,Point(21.10686 52.16216),10.571,1
http://www.wikidata.org/entity/Q111674558,Statkowskiego Street in Warsaw,52.19074,21.07507,Point(21.07507 52.19074),6.733,1
http://www.wikidata.org/entity/Q112078406,Gate of the Wilanów Palace,52.165102,21.088293,Point(21.088293 52.165102),9.676,1
http://www.wikidata.org/entity/Q123146883,Q123146883,52.198667803555,21.047320922021,Point(21.047320922 52.198667803),5.173,1
http://www.wikidata.org/entity/Q123153385,Q123153385,52.197388941277,21.046312830095,Point(21.04631283 52.197388941),5.292,1
http://www.wikidata.org/entity/Q123153452,Q123153452,52.19706,21.04638,Point(21.04638 52.19706),5.328,1
http://www.wikidata.org/entity/Q123153644,Q123153644,52.198726482186,21.046449534099,Point(21.046449534 52.198726482),5.151,1
http://www.wikidata.org/entity/Q123165904,Bobrowiecka 3,52.198063443919,21.045509692501,Point(21.045509692 52.198063443),5.205,1
http://www.wikidata.org/entity/Q123167209,Q123167209,52.201330793191,21.045710527006,Point(21.045710527 52.201330793),4.858,1
http://www.wikidata.org/entity/Q123167408,Q123167408,52.201052088329,21.046149773859,Point(21.046149773 52.201052088),4.896,1
http://www.wikidata.org/entity/Q123168722,Q123168722,52.201489965711,21.044987562815,Point(21.044987562 52.201489965),4.828,1
http://www.wikidata.org/entity/Q123168790,Q123168790,52.20166339521,21.045373204893,Point(21.045373204 52.201663395),4.816,1
http://www.wikidata.org/entity/Q123172176,Q123172176,52.20261851715,21.049174341892,Point(21.049174341 52.202618517),4.793,1
http://www.wikidata.org/entity/Q123173344,Q123173344,52.206295316375,21.049373387288,Point(21.049373387 52.206295316),4.413,1
http://www.wikidata.org/entity/Q123180771,Q123180771,52.208756663609,21.047494459033,Point(21.047494459 52.208756663),4.112,1
http://www.wikidata.org/entity/Q123180856,Q123180856,52.20732418858,21.047573262231,Point(21.047573262 52.207324188),4.263,1
http://www.wikidata.org/entity/Q123181028,Q123181028,52.207050910728,21.048519649762,Point(21.048519649 52.20705091),4.314,1
http://www.wikidata.org/entity/Q124312235,Q124312235,52.208206447666,21.050884668668,Point(21.050884668 52.208206447),4.255,1
http://www.wikidata.org/entity/Q124341653,Q124341653,52.20515,21.04717,Point(21.04717 52.20515),4.482,1
http://www.wikidata.org/entity/Q124353139,Q124353139,52.194829,21.056528,Point(21.056528 52.194829),5.778,1
http://www.wikidata.org/entity/Q124355841,Q124355841,52.201833474784,21.060447029455,Point(21.060447029 52.201833474),5.174,1
http://www.wikidata.org/entity/Q124355860,Q124355860,52.203970049064,21.058277333174,Point(21.058277333 52.203970049),4.895,1
http://www.wikidata.org/entity/Q124356007,Q124356007,52.206323118069,21.062691473825,Point(21.062691473 52.206323118),4.811,1
http://www.wikidata.org/entity/Q496351,Medizinische Universität Warschau,52.20588,20.98554,Point(20.98554 52.20588),5.0,15
http://www.wikidata.org/entity/Q768380,Wolna Wszechnica Polska,52.2103,20.9818,Point(20.9818 52.2103),4.756,7
http://www.wikidata.org/entity/Q1572695,Sowjetischer Militärfriedhof in Warschau,52.2025,20.986666666667,Point(20.986666666 52.2025),5.278,12
http://www.wikidata.org/entity/Q1627443,Marina Mokotów,52.19568611,20.98768889,Point(20.98768889 52.19568611),5.911,3
http://www.wikidata.org/entity/Q9159187,"Neues Staatsarchiv, Warschau",52.208519444444,20.978252777778,Point(20.978252777 52.208519444),5.063,2
http://www.wikidata.org/entity/Q9303696,Rakowitz,52.2026,20.9781,Point(20.9781 52.2026),5.588,3
http://www.wikidata.org/entity/Q9355669,Banacha Market Place,52.2092,20.9766,Point(20.9766 52.2092),5.079,2
http://www.wikidata.org/entity/Q9365856,Ulica Pruszkowska,52.2018,20.9807,Point(20.9807 52.2018),5.56,2
