ao_link,lat,lon,itemLabel,ao_description
https://www.atlasobscura.com/places/mechanical-dragon-clock,47.585358,1.331551,"
Mechanical Dragon Clock
","
A beautiful and classically designed villa, with an hourly infestation of monsters.
"
https://www.atlasobscura.com/places/one-two-two-wartime-brothel,48.874224,2.326448,"
The One-Two-Two
","
This innocuous-seeming building is actually the remnant of a major wartime brothel.
"
https://www.atlasobscura.com/places/argonaute-submarine,48.893597,2.389814,"
Argonaute Submarine
","
The Argonaute submarine was the French navy's pride and joy in the 1950's.
"
https://www.atlasobscura.com/places/chateau-de-vauxlevicomte,48.565835,2.714096,"
Chateau de Vaux-le-Vicomte
","
This stunning French estate was so lavish that it landed its original owner in jail for the rest of his life.
"
https://www.atlasobscura.com/places/doctor-charcot-s-library,48.830759,2.359204,"
Doctor Charcot's Library
","
The personal library of the founder of modern neurology is open to visitors.
"
https://www.atlasobscura.com/places/beware-of-words,48.873117,2.38177,"
Beware of Words
","
A French artist's vague warning hangs over Belleville.
"
https://www.atlasobscura.com/places/le-jardin-d-agronomie-tropicale,48.832915,2.467298,"
Ruins of Le Jardin d'Agronomie Tropicale 
","
Ghosts of France's colonial past.
"
https://www.atlasobscura.com/places/musee-fragonard,48.800463,2.435616,"
Musée Fragonard
","
The only remaining collection of flayed figures made by French ""madman"" Honoré Fragonard.
"
https://www.atlasobscura.com/places/la-maison-picassiette,48.441679,1.506576,"
La Maison Picassiette
","
A mosaic-tiled house built by graveyard sweeper Raymond Isidore.
"
https://www.atlasobscura.com/places/tower-of-joan-of-arc-tour-jeanne-darc,49.446462,1.094394,"
Tower of Joan of Arc 
","
This medieval tower is all that remains of the castle where Joan of Arc was held before being burned at the stake.
"
https://www.atlasobscura.com/places/145-rue-lafayette,48.879221,2.35616,"
145 Rue Lafayette
","
What looks like a normal building is really a hollow facade hiding a subway vent.
"
https://www.atlasobscura.com/places/place-de-la-reunion-fountain,48.856183,2.40107,"
Place de la Reunion Fountain
","
Ordinary art transforms to extraordinary thanks to locals' quirky sense of humor.
"
https://www.atlasobscura.com/places/plan-de-phazy,44.658294,6.603706,"
Plan de Phazy
","
Since ancient times these picturesque springs have been providing bathers with healing waters.
"
https://www.atlasobscura.com/places/strasbourg-astronomical-clock,48.581899,7.750714,"
Strasbourg Astronomical Clock
","
There has been an astronomical clock on this spot since the 14th century.
"
https://www.atlasobscura.com/places/albi-cathedral,43.928519,2.142559,"
Albi Cathedral
","
A medieval church with largest and oldest collection of Renaissance frescoes in France.
"
https://www.atlasobscura.com/places/house-in-the-loire,47.206075,-1.716222,"
House in the Loire
","
The sunken structure looks like the victim of a catastrophic flood.
"
https://www.atlasobscura.com/places/chateau-de-montsegur,42.875556,1.8325,"
Château de Montségur
","
This French castle is said to have once held the Holy Grail but is now a gorgeous mountaintop ruin.
"
https://www.atlasobscura.com/places/la-piscine,50.692984,3.168343,"
La Piscine
","
Museum in a swimming pool where the water still flows.
"
https://www.atlasobscura.com/places/secret-passages-of-mont-sainte-odile,48.433333,7.4,"
Secret Passages of Mont Sainte-Odile
","
An ancient monastery, a locked room, and a mysterious book heist.
"
https://www.atlasobscura.com/places/secret-passages-of-mont-sainte-odile,48.433333,7.4,"
Secret Passages of Mont Sainte-Odile
","
An ancient monastery, a locked room, and a mysterious book heist.
"
https://www.atlasobscura.com/places/musee-de-la-prefecture-de-police,48.849324,2.34861,"
Musée de la Prefecture de Police
","
A museum which takes visitors to the côté obscure of Paris.
"
https://www.atlasobscura.com/places/musee-robert-tatin,47.933054,-0.89678,"
Musee Robert Tatin
","
A self-built mosaic house and sculpture park.
"
https://www.atlasobscura.com/places/musee-des-plans-reliefs-1,48.855701,2.313114,"
Musée des Plans-Reliefs
","
The Sun King's military models, saved from the Louvre.
"
https://www.atlasobscura.com/places/jardin-rosa-mir,45.780761,4.8324,"
Jardin Rosa Mir 
","
A tiled, multi-level garden of survival in Lyon.
"
https://www.atlasobscura.com/places/century-bordello-number-plate-rue-saint-sulpice,48.851358,2.334901,"
36 Rue Saint Sulpice
","
An unusual number plate signifies the building's saucy past.
"
https://www.atlasobscura.com/places/musee-de-l-absinthe,49.071757,2.167924,"
Musée de l'Absinthe 
","
One woman's decades-long obsession with the ""La Fée Verte.""
"
https://www.atlasobscura.com/places/testut-latarjet-museum,45.741618,4.880612,"
Testut-Latarjet Museum 
","
Nicknamed the ""Museum of Horrors,"" this French anatomical collection has been fascinating visitors for over a century.
"
https://www.atlasobscura.com/places/the-abandoned-galleon-deyme-france,43.493042,1.535674,"
The Abandoned Galleon
","
The deserted pirate-themed restaurant still entices explorers.
"
https://www.atlasobscura.com/places/saint-michel-d-aiguilhe-st-michael-of-the-needle,45.043678,3.885249,"
Saint Michel d'Aiguilhe (St. Michael of the Needle)
","
A chapel on a volcanic core, marking the end of a successful journey.
"
https://www.atlasobscura.com/places/maison-de-victor-hugo,48.854829,2.366084,"
Maison de Victor Hugo
","
A museum dedicated to one of Paris’s most famous residents, tucked into a corner of one of the city’s most famous squares.
"
https://www.atlasobscura.com/places/attrap-reves,43.325597,5.466138,"
Attrap’Rêves Bubble Hotel
","
Sleep in a climate-controlled plastic bubble for the night.
"
https://www.atlasobscura.com/places/arles-amphitheatre,43.678637,4.630802,"
Arles Amphitheatre
","
This ancient theater was once the home of fierce gladiatorial battles.
"
https://www.atlasobscura.com/places/catherine-de-medicis-chamber-secrets,47.585943,1.330097,"
Catherine de Medici's Chamber of Secrets
","
Hundreds of secret cabinets built into the walls of legendary poisoner's private work room.
"
https://www.atlasobscura.com/places/cimetiere-des-chiens-et-autres-animaux-domestiques,48.910012,2.297995,"
Cemetery of the Dogs
","
The Cimetière des Chiens et Autres Animaux Domestiques is one of the oldest pet cemeteries in the world.
"
https://www.atlasobscura.com/places/vieille-bourse-book-market,50.637258,3.064109,"
Vieille Bourse Book Market
","
Tables of secondhand books fill the inner courtyard of this 17th-century stock exchange.
"
https://www.atlasobscura.com/places/ruined-church-of-ablain-saint-nazaire,50.393446,2.721138,"
Ruined Church of Ablain-Saint-Nazaire
","
The 16th-century church was kept in its ruined state as a reminder of the casualties of World War I.
"
https://www.atlasobscura.com/places/niaux-cave-paintings,42.820096,1.575977,"
Niaux Cave Paintings
","
Trek into the depths of the cave where 17,000-year-old paintings exist alongside 400-year-old graffiti.
"
https://www.atlasobscura.com/places/museum-of-a-million-and-one-roots,47.988591,6.84122,"
Museum of a Million and One Roots
","
This collection of French root art looks like an indoor fairy wonderland.
"
https://www.atlasobscura.com/places/pic-du-midi-observatory,42.936389,0.142778,"
Pic du Midi Observatory
","
This futuristic observatory at the top of the Pyrénées offers unrivaled views.
"
https://www.atlasobscura.com/places/carnac-stones,47.584693,-3.077786,"
Carnac Stones
","
Hundreds of prehistoric stones, arranged in perfect lines in a French field.
"
https://www.atlasobscura.com/places/the-relics-of-st-genevieve-at-st-etienne-du-mont-paris-france,48.8466,2.34757,"
The Relics of St. Genevieve at St-Etienne-du-Mont
","
The remaining relics of the patroness of Paris lie in a chapel under a striking double spiral staircase.
"
https://www.atlasobscura.com/places/basilique-notredamedesvictoires,48.866464,2.340688,"
Basilique Notre-Dame-des-Victoires
","
A 400-year-old church covered floor to ceiling in ex-voto offerings from the faithful.
"
https://www.atlasobscura.com/places/sausage-stained-glass-eglise-saint-eustache,48.863586,2.3452,"
The Sausage Stained Glass of the Eglise Saint Eustache
","
With a history of slaughter, feast, and famine, remnants of the pork industry decorate this area--even its church.
"
https://www.atlasobscura.com/places/ochre-quarry-in-colorado-provencal,43.91332,5.496255,"
Ochre Quarry in Colorado Provençal
","
One of the largest ochre quarries in the world, hidden in a limestone landscape.
"
https://www.atlasobscura.com/places/mont-saintmichel-de-brasparts,48.350376,-3.945483,"
Mont Saint-Michel de Brasparts
","
An isolated 17th-century chapel on a remarkable site once dedicated to Celtic sun worship.
"
https://www.atlasobscura.com/places/execution-site-of-jacques-de-molay,48.85705,2.341325,"
Execution Site of Jacques de Molay
","
The approximate spot where the last Grand Master of the Knights Templar was put to death.
"
https://www.atlasobscura.com/places/zone-rouge,49.194902,5.433737,"
Zone Rouge
","
A swath of France so devastated by war it is still forbidden to go there.
"
https://www.atlasobscura.com/places/the-head-of-st-john-the-baptist-at-amiens-cathedral-amiens-france,49.894748,2.300698,"
The Head of St. John the Baptist at Amiens Cathedral
","
The encased skull that is widely believed to belong to St. John the Baptist.
"
https://www.atlasobscura.com/places/marville-ossuary,49.453928,5.458513,"
Marville Ossuary
","
The remains of 40,000 humans, meticulously stacked in a tiny churchyard shed.
"
https://www.atlasobscura.com/places/goussainville-vieux-pays,49.052994,2.45132,"
Goussainville-Vieux Pays
","
The post-apocalyptic remnants of a bucolic town ruined by a plane crash.
"
https://www.atlasobscura.com/places/cite-souterraine-de-naours-underground-city-of-naours,50.034789,2.28187,"
Cité souterraine de Naours (Underground City of Naours)
","
A centuries-old complex of hand-dug stone chambers has sheltered locals in times of trouble.
"
https://www.atlasobscura.com/places/cremains-of-pere-lachaise-cemetery,48.862795,2.397886,"
Lines of Cremains at Père Lachaise Cemetery
","
Stripes of human ashes cover a back lawn in the most sought-after burial grounds in Paris.
"
https://www.atlasobscura.com/places/millau-viaduct,44.077454,3.022839,"
Millau Viaduct
","
The world's tallest bridge is also possibly the most elegant.
"
https://www.atlasobscura.com/places/georges-meliess-grave,48.863349,2.390888,"
Georges Méliès's Grave
","
The final resting place of the ""father of special effects.""
"
https://www.atlasobscura.com/places/le-musee-du-fumeur-smoking-museum,48.858654,2.382084,"
Le Musée du Fumeur
","
Dedicated to the history and culture of smoking, this small museum now includes a vape lounge.
"
https://www.atlasobscura.com/places/paris-space-invaders,48.848528,2.348389,"
Paris Space Invaders
","
The video game-themed street art first popped up in the French city.
"
https://www.atlasobscura.com/places/bibliotheque-mejanes,43.525762,5.452567,"
Bibliotheque Mejanes
","
A French library that makes sure its love of books is writ large... giant in fact.
"
https://www.atlasobscura.com/places/chateau-de-la-mothe-chandeniers,47.092478,0.032256,"
Château de la Mothe-Chandeniers
","
A 2017 crowdfunding campaign saved this historic castle from being destroyed.
"
https://www.atlasobscura.com/places/troglodyte-church-of-hauteisle,49.083523,1.659332,"
Troglodyte Church
","
The Church of the Annunciation was carved into the face of a cliff, just like the rest of the town of Haute-Isle.
"
https://www.atlasobscura.com/places/la-cinematheque-francaise,48.837222,2.3825,"
Cinémathèque Française
","
This lesser-known Frank Gehry building houses a treasure trove of cinema history.
"
https://www.atlasobscura.com/places/leffrinckoucke-bunkers,51.05335,2.44711,"
Leffrinckoucke Bunkers
","
These crumbling Nazi artillery bunkers are now fair game for massive graffiti projects.
"
https://www.atlasobscura.com/places/mundolingua,48.850161,2.334673,"
Mundolingua
","
A museum dedicated to linguistics, from how babies learn to talk to endangered and extinct languages.
"
https://www.atlasobscura.com/places/the-old-mill-of-vernon-vernon-france,49.097526,1.488187,"
The Old Mill of Vernon
","
A quaint medieval millhouse hovers surprisingly above the waters of the Seine.
"
https://www.atlasobscura.com/places/chateau-de-falaise,48.893689,-0.203602,"
Château de Falaise
","
The birthplace of the ferocious William the Conqueror, this castle is awash in medieval history.
"
https://www.atlasobscura.com/places/rhinoceros,48.861118,2.324185,"
Statue Le Rhinoceros
","
A beautiful Victorian statue shows France's enduring love of the rhinoceros.
"
https://www.atlasobscura.com/places/la-crypte-de-nice,43.700268,7.277632,"
La Crypte Archéologique de Nice
","
The construction of a tram line unveiled hidden remnants of the old medieval city.
"
https://www.atlasobscura.com/places/church-of-notre-dame-de-lorette,48.877459,2.342034,"
Notre-Dame-de-Lorette
","
Claude Monet was baptized in this lavishly ornate Paris church.
"
https://www.atlasobscura.com/places/la-cave-des-roches-mushroom-caves,47.351387,1.224014,"
La Cave des Roches (Mushroom Caves)
","
Miles of man-made caves and tunnels are currently used for cultivating mushrooms.
"
https://www.atlasobscura.com/places/faux-de-verzy,49.141015,4.156578,"
Faux de Verzy
","
Hundreds of dwarf beeches create an unusual, haunting forest in the north of France.
"
https://www.atlasobscura.com/places/castel-meur,48.866429,-3.232884,"
Castel Meur
","
A small house sits between two huge rocks, with its back to the sea.
"
https://www.atlasobscura.com/places/st-nicholas-russian-orthodox-cathedral,43.70383,7.253892,"
St. Nicholas Russian Orthodox Cathedral
","
An Orthodox church built by the Royal Family for the Russian community exiled to the French Riviera.
"
https://www.atlasobscura.com/places/arles-s-cryptoportico,43.676694,4.627615,"
Arles's Cryptoporticous
","
A unique underground structure dating back to the 1st century BC.
"
https://www.atlasobscura.com/places/the-abode-of-chaos-saint-romain-au-mont-dor-france,45.837548,4.826723,"
The Abode of Chaos
","
An art world insider finds himself battling for his artistic home.
"
https://www.atlasobscura.com/places/transi-de-ren-de-chalon,48.773719,5.160575,"
Transi de René de Chalon
","
Statue of a decomposing prince that once held his heart in its hand.
"
https://www.atlasobscura.com/places/trembling-rock,48.366863,-3.745024,"
Trembling Rock
","
If they push on just the right spot, even the weakest person can move this titanic boulder.
"
https://www.atlasobscura.com/places/velorails-pays-chartrain,48.518333,1.685074,"
 Vélorails Pays Chartrain
","
A bike train runs along a disused railway line through the tranquil French countryside.
"
https://www.atlasobscura.com/places/keith-haring-tower-at-hopital-necker,48.845868,2.315621,"
'Tower'
","
This mural painted by Keith Haring was done without payment as a gift to entertain the children at the Hôpital Necker.
"
https://www.atlasobscura.com/places/the-ruins-at-the-hotel-le-vergeur-reims-france,49.257264,4.033948,"
The Ruins at the Hotel le Vergeur
","
Bits of architecture from a town destroyed in World War I now decorate this hotel garden.
"
https://www.atlasobscura.com/places/jeune-elephant-pris-au-piege-young-elephant-caught-in-a-trap,48.859961,2.326561,"
'Jeune Éléphant pris au Piège' ('Young Elephant Caught in a Trap')
","
This emotive sculpture was originally created for the 1878 World's Fair.
"
https://www.atlasobscura.com/places/musee-flaubert-et-d-histoire-de-la-medecine,49.446083,1.080768,"
Musee Flaubert et d'Histoire de la Medecine
","
Located in the house where Gustave Flaubert was born, this odd museum has more to do with medical grotesquery than the Western novel.
"
https://www.atlasobscura.com/places/nazi-uboat-pens,46.158676,-1.209979,"
Nazi U-Boat Pens
","
A massive, secret marina for the Nazis' most formidable weapon in the Atlantic.
"
https://www.atlasobscura.com/places/chemin-de-la-mature,42.888313,-0.552449,"
Chemin de la Mâture
","
This narrow path was cut right into a French mountainside to feed the country's early naval expansion.
"
https://www.atlasobscura.com/places/historic-wine-cellar-of-strasbourg-hospital,48.575961,7.743571,"
Historic Wine Cellar of Strasbourg Hospital
","
This 14th century wine cellar is home to the oldest barrel-stored wine in the world.
"
https://www.atlasobscura.com/places/petrified-fountain-of-reotier,44.66722,6.59944,"
Petrified Fountain of Réotier
","
This otherworldly French waterfall looks like its waters have turned to stone.
"
https://www.atlasobscura.com/places/bayeux-tapestry,49.274346,-0.699987,"
Bayeux Tapestry
","
This enormous ""cloth of the conquest"" depicts the Norman invasion of England in mind-blowing detail.
"
https://www.atlasobscura.com/places/museum-of-european-and-mediterranean-civilisations,43.296777,5.361107,"
Museum of European and Mediterranean Civilisations
","
This modern museum of Mediterranean culture is surrounded by a surreal concrete honeycomb.
"
https://www.atlasobscura.com/places/the-lion-of-belfort-belfort-france,47.636662,6.864554,"
The Lion of Belfort 
","
A colossal sculptural lion built by the same man who designed the Statue of Liberty.
"
https://www.atlasobscura.com/places/le-droit-humain-masonic-lodge,48.838133,2.358273,"
Le Droit Humain Masonic Lodge 
","
The historic Masonic Lodge in which the first-ever female Mason was initiated.
"
https://www.atlasobscura.com/places/passage-du-gois,46.93384,-2.147782,"
Passage du Gois
","
This submersible road connecting a French island to the mainland is lined with safety towers for when the tide strands travelers.
"
https://www.atlasobscura.com/places/parc-des-felins,48.708653,2.956078,"
Parc des Félins
","
A unique zoological park home to over 30 species of wild cats, both big and small.
"
https://www.atlasobscura.com/places/le-roy-lire,48.563146,3.286576,"
Le Roy Lire
","
An atmospheric, medieval-themed book store hides in a 13th-century underground space.
"
https://www.atlasobscura.com/places/chartres-cathedral-crypt,48.447619,1.488845,"
Chartres Cathedral Crypt
","
The largest crypt ever constructed in France was built in the 11th century on an ancient Druid sacred site.
"
https://www.atlasobscura.com/places/valley-of-wonders-vallee-des-merveilles,44.07513,7.438216,"
Valley of Wonders 
","
Tens of thousands of ancient rock carvings hidden in the heart of a French national park.
"
https://www.atlasobscura.com/places/not-quite-incorruptible-st-bernadette-lourdes,46.987187,3.161842,"
The Not-Quite Incorruptible St. Bernadette of Lourdes
","
Perhaps the most beautiful of preserved saints, with a little help from Paris.
"
https://www.atlasobscura.com/places/bouquet-of-tulips,48.865465,2.316185,"
'Bouquet of Tulips'
","
One of Jeff Koons’s largest sculptures and his first commemorative work.
"
https://www.atlasobscura.com/places/futuroscope,46.669857,0.369758,"
Futuroscope
","
France's high-tech, future-themed amusement park.
"
https://www.atlasobscura.com/places/labyrinthe-vert-de-nebias,42.903232,2.116027,"
Labyrinthe Vert de Nebias
","
Green labyrinth formed by a karstic maze hidden in a preserved oak forest.
"
https://www.atlasobscura.com/places/hautkoenigsbourg-castle,48.249485,7.344483,"
Haut-Kœnigsbourg Castle
","
The castle was reconstructed to fit Kaiser Wilhelm II's romanticized vision of the Middle Ages.
"
https://www.atlasobscura.com/places/normandy-american-cemetery-and-memorial,49.359218,-0.853223,"
Normandy American Cemetery and Memorial
","
A memorial to the nearly 10,000 American soldiers laid to rest on the beaches of Normandy during WWII.
"
https://www.atlasobscura.com/places/villa-aux-cent-regards,43.6333,3.881114,"
Villa Des Cent Regards
","
100-windowed castle turned art gallery, built by one dedicated mason.
"
https://www.atlasobscura.com/places/forteresse-de-mimoyecques,50.852952,1.758802,"
Forteresse de Mimoyecques
","
Underneath a chalk hill in France lies what Hitler hoped would be the underground launching base for a devastating new weapon.
"
https://www.atlasobscura.com/places/curiosities-garden,45.754976,4.821872,"
Curiosities Garden
","
This hidden garden boasts amazing views of Lyon.
"
https://www.atlasobscura.com/places/the-bears-of-gobelins,48.836682,2.352265,"
The Bears of Gobelins
","
During the summer months, giant teddy bears take over Paris near Les Gobelins metro station.
"
https://www.atlasobscura.com/places/el-clan-destino,48.8718,2.386736,"
El Clan Destino
","
The storefront of a ramshackle Parisian puppet theater.
"
https://www.atlasobscura.com/places/le-mur-des-canuts,45.778085,4.827952,"
'Le Mur des Canuts'
","
Lyon's ""Wall of the Silk Weavers"" is one of the largest murals in Europe.
"
https://www.atlasobscura.com/places/la-dune-du-pilat,44.598878,-1.205465,"
La Dune du Pilat
","
Bordered by forest on three sides and the ocean on the other, the Great Dune of Pilat is the highest sand dune in Europe.
"
https://www.atlasobscura.com/places/heart-of-the-dauphin-louis-xvii,48.93482,2.358294,"
Heart of the Dauphin
","
The mummified heart of Louis XVII, the lost dauphin of the French Revolution.
"
https://www.atlasobscura.com/places/king-richard-is-embalmed-heart,49.440307,1.093827,"
King Richard I's Embalmed Heart
","
His ""Lionheart"" is entombed separately from the rest of his body.
"
https://www.atlasobscura.com/places/mascarons-of-pont-neuf,48.85705,2.341325,"
Mascarons of Pont Neuf
","
If you look closely at the oldest bridge in Paris, you might notice hundreds of ugly faces leering from its sides.
"
https://www.atlasobscura.com/places/cunegonde-et-malabar,43.750707,7.246367,"
Cunégonde et Malabar
","
Artist's eccentric property excessively decorated with found objects and work of his own.
"
https://www.atlasobscura.com/places/astronomical-clock-besancon,47.233945,6.03067,"
Astronomical Clock of Besançon
","
One of the world's most complex timepieces.
"
https://www.atlasobscura.com/places/amiens-cathedral-labyrinth,49.894592,2.302134,"
Amiens Cathedral Labyrinth
","
A sublime medieval path adorns the marble floor of one of the most beautiful Gothic cathedrals in France.
"
https://www.atlasobscura.com/places/aitre-st-maclou,49.439831,1.099314,"
Aitre St. Maclou
","
An ancient ossuary in Rouen.
"
https://www.atlasobscura.com/places/chapelle-de-la-santonne,43.856467,5.379221,"
Chapelle de la Santonne
","
One man's desire to transcend art led to the construction of this outsider chapel.
"
https://www.atlasobscura.com/places/la-cave-aux-sculptures,47.245328,-0.277147,"
La Cave aux Sculptures
","
Figures of unknown origin carved into the surfaces of underground caves.
"
https://www.atlasobscura.com/places/chateau-de-cheverny,47.500193,1.458017,"
Château de Cheverny
","
The opulent home that inspired Tintin's Marlinspike Hall and the adventures within.
"
https://www.atlasobscura.com/places/100000-soldiers-of-trabuc-caves,44.107802,3.959434,"
100,000 Soldiers of Trabuc Caves
","
This army of concretions is an unexplained geological phenomenon unlike anything else in the world.
"
https://www.atlasobscura.com/places/mulberry-harbour-at-arromanches,49.341314,-0.620226,"
Mulberry Harbour at Arromanches
","
Remains of the artificial harbours invented for the Allied invasion of Normandy can still be seen at sea.
"
https://www.atlasobscura.com/places/the-osmotheque-versailles-france,48.816836,2.141523,"
The Osmothèque
","
Perfume museum and library.
"
https://www.atlasobscura.com/places/nietzsches-path,43.72444,7.360497,"
Nietzsche's Path
","
This mountain trail inspired Nietzsche to complete his magnum opus.
"
https://www.atlasobscura.com/places/pointe-du-hoc,49.397197,-0.989399,"
Pointe du Hoc
","
A daring D-Day assault by U.S. Army Rangers is commemorated atop the high cliffs of this strategic point.
"
https://www.atlasobscura.com/places/troglodyte-village-barry-france,44.301718,4.772716,"
Barry Troglodyte Village
","
Series of underground houses inhabited continuously for centuries.
"
https://www.atlasobscura.com/places/le-cyclop,48.40318,2.4704,"
Le Cyclop
","
Jean Tinguely's bizarre monster sculpture is hidden deep in a forest.
"
https://www.atlasobscura.com/places/museum-of-the-beast-of-gevaudan,44.960087,3.547141,"
Museum of the Beast of Gevaudan
","
An unsettling shrine dedicated to the ravenous beast that prowled 18th-century France.
"
https://www.atlasobscura.com/places/vallee-des-saints-valley-of-the-saints,48.371998,-3.54264,"
Vallée des Saints (Valley of the Saints)
","
A remote hilltop covered in giant monoliths haunts the Brittany countryside.
"
https://www.atlasobscura.com/places/maison-sans-escalier-no-stairs-house,45.422664,4.391347,"
Maison sans Escalier (The House Without Stairs)
","
An architectural oddity of six stories, accessed by graceful ramps.
"
https://www.atlasobscura.com/places/dalis-statue-of-liberty,49.446358,1.378238,"
Dali's Statue of Liberty
","
To the famous surrealist artist, liberty required two torches held high.
"
https://www.atlasobscura.com/places/societe-des-caves-de-roquefort,43.970587,3.003421,"
Société des Caves de Roquefort
","
The world's most famous cheese caves.
"
https://www.atlasobscura.com/places/porte-de-paris,50.629244,3.069161,"
Porte de Paris
","
This triumphal arch celebrating the Sun King's conquest of Lille is a masterpiece of military architecture.
"
https://www.atlasobscura.com/places/geudelon-castle,47.582403,3.155845,"
Guedelon Castle
","
Despite centuries of architectural innovation, this French castle is being built like it's the 13th century.
"
https://www.atlasobscura.com/places/villa-ephrussi-de-rothschild,43.706031,7.329733,"
Villa Ephrussi de Rothschild
","
A place to see how French aristocrats lived in the early 1900s.
"
https://www.atlasobscura.com/places/maison-bernard,43.493805,6.947209,"
Maison Bernard
","
One architect's organic, human-centric design has been fully realized in this alien art house.
"
https://www.atlasobscura.com/places/the-flower-tree-lyon-france,45.755988,4.835842,"
The Flower Tree
","
A colorful piece of contemporary art cheerfully clashes with Lyon's historical architecture.
"
https://www.atlasobscura.com/places/rennes-le-chateau,42.926958,2.264226,"
Rennes-Le-Château
","
French commune at the heart of conspiracies.
"
https://www.atlasobscura.com/places/hotel-lutetia,48.850836,2.327266,"
Hotel Lutetia
","
A glamorous hotel that once accommodated French resistance fighters and concentration camp survivors.
"
https://www.atlasobscura.com/places/les-loups-du-gevaudan,44.606285,3.284564,"
Les Loups du Gevaudan
","
A sanctuary for wolves in a community which once trembled in fear of the murderous ""Beast of Gévaudan.""
"
https://www.atlasobscura.com/places/the-magic-owl-of-dijon-dijon-france,47.322805,5.041586,"
The Magic Owl of Dijon
","
For over 300 years this little carving has been the city’s good luck charm.
"
https://www.atlasobscura.com/places/the-jacobins-a-crushed-man-is-sculpted-under-a-pillar-toulouse-france,43.603399,1.440307,"
Church of the Jacobins' Little Crushed Man
","
There is a strange little carving of a person seemingly crushed by a pillar behind the remains of St. Thomas Aquinas.
"
https://www.atlasobscura.com/places/stohrer-paris,48.865253,2.346722,"
Stohrer
","
Order a boozy baba au rhum at the oldest patisserie in Paris.
"
https://www.atlasobscura.com/places/gobelins-tapestry-factory,48.834858,2.352818,"
Gobelins Tapestry Factory
","
This facility has manufactured stunning tapestries for France's royalty ever since the 17th century.
"
https://www.atlasobscura.com/places/stained-glass-demons-strasbourg-cathedral,48.58188,7.751035,"
Stained-Glass Demons
","
Explore this medieval cathedral by trying to spot all the malevolent monsters hiding in its beautifully colored windows.
"
https://www.atlasobscura.com/places/les-sables-du-cul-du-chien,48.37626,2.5222,"
Les Sables du Cul du Chien
","
An unusual sand beach in the middle of a forest.
"
https://www.atlasobscura.com/places/ruins-abbey-of-saintevroul,48.791707,0.462442,"
Ruins of Abbey of Saint-Evroul
","
This 1,400-year-old abbey was once a powerhouse for music and intellectualism known across Normandy.
"
https://www.atlasobscura.com/places/guehost-house,48.888935,6.389952,"
Gue(ho)st House
","
This building’s ghostly exterior reflects its former lives as a prison, school, and funeral home.
"
https://www.atlasobscura.com/places/eglise-saintmaximin-stained-glass-windows,49.115704,6.18372,"
Jean Cocteau's Stained Glass Windows
","
A neighborhood church's unusual abstract stained glass was the final project of avant-garde artist Jean Cocteau.
"
https://www.atlasobscura.com/places/the-abandoned-village-of-occi-lumio-france,42.584508,8.839204,"
The Abandoned Village of Occi
","
Resting on a hill overlooking the coast, these medieval ruins look completely deserted save for their restored chapel.
"
https://www.atlasobscura.com/places/bouillon-julien-paris,48.870582,2.353268,"
Bouillon Julien
","
Marvel at the opulent Art Nouveau interior while dining on dirt-cheap French classics.
"
https://www.atlasobscura.com/places/the-ruins-of-oppedelevieux-oppede-france,43.836313,5.17449,"
The Ruins of Oppede-le-Vieux
","
These medieval ruins have survived since the 12th century, even providing shelter from the Nazis.
"
https://www.atlasobscura.com/places/dolmen-of-bagneux,47.243149,-0.094414,"
Dolmen de Bagneux
","
A huge Megalithic chamber tomb located behind a cafe.
"
https://www.atlasobscura.com/places/chateau-de-bonneval-and-the-devils-tower,45.511001,1.321612,"
Château de Bonneval and The Devils Tower
","
Legend has it this 11th-century castle was paid a visit from the devil.
"
https://www.atlasobscura.com/places/quelmer-boat-graveyard,48.601318,-2.004462,"
Quelmer Boat Graveyard
","
Old vessels have been transformed into artistic canvases in this unusual cemetery.
"
https://www.atlasobscura.com/places/la-mer-de-rochers,43.940731,3.949454,"
La Mer de Rochers
","
This French ""sea of rocks"" is packed with stunning rock formations and its own medieval castle.
"
https://www.atlasobscura.com/places/carriere-wellington-tunnels,50.280695,2.782433,"
Carriere Wellington Tunnels
","
An underground city of ancient quarry tunnels hid thousands of Allied soldiers in WWI.
"
https://www.atlasobscura.com/places/coll-giale-de-saint-bonnet-le-ch-teau,45.423833,4.064032,"
Collégiale de Saint-Bonnet-Le-Château
","
Natural mummies hidden in the crypt of a medieval French church.
"
https://www.atlasobscura.com/places/loeil-de-la-sorciere-the-witch-s-eye,47.814821,7.100991,"
L'œil de la Sorcière (The Witch’s Eye)
","
The remains of this castle, known as the Witch’s Eye, watch over the Thur Valley.
"
https://www.atlasobscura.com/places/la-cathedrale-dimages,43.743312,4.794811,"
Carrières de Lumières
","
Walk through living pictures and music in the Cathedral of Images.
"
https://www.atlasobscura.com/places/la-maison-bleue,49.28656,-0.100024,"
La Maison Bleue
","
Personal garden filled with mosaics made of recycled garbage.
"
https://www.atlasobscura.com/places/fort-boyard,45.999529,-1.213924,"
Fort Boyard
","
Fighting the British and making game shows for over 150 years.
"
https://www.atlasobscura.com/places/rock-sculptures-of-abbe-foure,48.684622,-1.966971,"
 Rock Sculptures of Abbe Foure
","
Folklore and history carved into Brittany's coast.
"
