,ao_link,lat,lon,itemLabel,ao_description,tier,color,address,url,thingLabel,description,fetched_coordinates,item,articleDE,articleEN,location,distance,sitelinks,thing,to_drop_key
85,,30.7031,76.667,Fateh Burj,,B,violet,,,museum,,,http://www.wikidata.org/entity/Q5437386,,https://en.wikipedia.org/wiki/Fateh_Burj,Point(76.667 30.7031),11.29,5.0,http://www.wikidata.org/entity/Q33506,"('30.7031', '76.667')"
87,,30.663611,76.7275,"Indian Institute of Science Education and Research, Mohali",,B,violet,,,higher education institution,,,http://www.wikidata.org/entity/Q6020706,,"https://en.wikipedia.org/wiki/Indian_Institute_of_Science_Education_and_Research,_Mohali",Point(76.7275 30.663611),9.231,5.0,http://www.wikidata.org/entity/Q38723,"('30.663611', '76.7275')"
89,,30.77888889,76.72416667,Mullanpur International Cricket Stadium,,B,violet,,,cricket field,,,http://www.wikidata.org/entity/Q24747936,,https://en.wikipedia.org/wiki/Maharaja_Yadavindra_Singh_International_Cricket_Stadium,Point(76.72416667 30.77888889),7.328,5.0,http://www.wikidata.org/entity/Q682943,"('30.77888889', '76.72416667')"
91,,30.73305556,76.78944444,Tagore Theatre,,C,yellow,,,building,,,http://www.wikidata.org/entity/Q580726,,https://en.wikipedia.org/wiki/Tagore_Theatre,Point(76.78944444 30.73305556),0.931,4.0,http://www.wikidata.org/entity/Q41176,"('30.73305556', '76.78944444')"
95,,30.7471,76.7342,Institute of Microbial Technology,,C,yellow,,,research institute,,,http://www.wikidata.org/entity/Q6040614,,https://en.wikipedia.org/wiki/Institute_of_Microbial_Technology,Point(76.7342 30.7471),4.607,4.0,http://www.wikidata.org/entity/Q31855,"('30.7471', '76.7342')"
97,,30.694166666667,76.880833333333,Nada Sahib,,C,yellow,,,gurdwara,,,http://www.wikidata.org/entity/Q6957398,,https://en.wikipedia.org/wiki/Nada_Sahib,Point(76.880833333 30.694166666),10.607,4.0,http://www.wikidata.org/entity/Q337986,"('30.694166666667', '76.880833333333')"
98,,30.728889,76.745833,Sector 42 Stadium,,C,yellow,,,stadium,,,http://www.wikidata.org/entity/Q7444712,,https://en.wikipedia.org/wiki/Chandigarh_Hockey_Stadium,Point(76.745833 30.728889),3.278,4.0,http://www.wikidata.org/entity/Q483110,"('30.728889', '76.745833')"
102,,30.7757,76.8512,Sukhna Lake Wildlife Sanctuary,,C,yellow,,,protected area,,,http://www.wikidata.org/entity/Q23995986,,https://en.wikipedia.org/wiki/Sukhna_Wildlife_Sanctuary,Point(76.8512 30.7757),8.291,4.0,http://www.wikidata.org/entity/Q473972,"('30.7757', '76.8512')"
104,,30.682319444444,76.736397222222,"National Institute of Pharmaceutical Education and Research, S.A.S. Nagar",,C,yellow,,,university,,,http://www.wikidata.org/entity/Q3631392,,"https://en.wikipedia.org/wiki/National_Institute_of_Pharmaceutical_Education_and_Research,_S.A.S._Nagar",Point(76.736397222 30.682319444),7.033,3.0,http://www.wikidata.org/entity/Q3918,"('30.682319444444', '76.736397222222')"
106,,30.709,76.801,Chandigarh Metro,,C,yellow,,,proposed entity,,,http://www.wikidata.org/entity/Q5068656,,https://en.wikipedia.org/wiki/Chandigarh_Metro,Point(76.801 30.709),3.395,3.0,http://www.wikidata.org/entity/Q64728694,"('30.709', '76.801')"
108,,30.724,76.877,Chandimandir Cantonment,,C,yellow,,,cantonment in India,,,http://www.wikidata.org/entity/Q5071085,,https://en.wikipedia.org/wiki/Chandimandir_Cantonment,Point(76.877 30.724),9.357,3.0,http://www.wikidata.org/entity/Q111212994,"('30.724', '76.877')"
114,,30.708827,76.7782991,"Government Medical College and Hospital, Chandigarh",,C,yellow,,,university hospital,,,http://www.wikidata.org/entity/Q5513730,,"https://en.wikipedia.org/wiki/Government_Medical_College_and_Hospital,_Chandigarh",Point(76.7782991 30.708827),2.74,3.0,http://www.wikidata.org/entity/Q1059324,"('30.708827', '76.7782991')"
118,,30.7025914,76.70912,Semi-Conductor Laboratory,,C,yellow,,,research institute,,,http://www.wikidata.org/entity/Q7449261,,https://en.wikipedia.org/wiki/Semi-Conductor_Laboratory,Point(76.70912 30.7025914),7.57,3.0,http://www.wikidata.org/entity/Q31855,"('30.7025914', '76.70912')"
120,,30.7045301,76.7820573,"Japanese Garden, Chandigarh",,C,yellow,,,Japanese garden,,,http://www.wikidata.org/entity/Q19892152,,"https://en.wikipedia.org/wiki/Japanese_Garden,_Chandigarh",Point(76.7820573 30.7045301),3.223,3.0,http://www.wikidata.org/entity/Q15835,"('30.7045301', '76.7820573')"
121,,30.7289,76.7159,Mohali Village,,C,yellow,,,human-geographic territorial entity,,,http://www.wikidata.org/entity/Q19894071,,https://en.wikipedia.org/wiki/Mohali_Village,Point(76.7159 30.7289),6.12,3.0,http://www.wikidata.org/entity/Q15642541,"('30.7289', '76.7159')"
122,,30.725,76.77916667,Parrot Bird Sanctuary Chandigarh,,C,yellow,,,animal sanctuary,,,http://www.wikidata.org/entity/Q21997171,,"https://en.wikipedia.org/wiki/Parrot_Bird_Sanctuary,_Chandigarh",Point(76.77916667 30.725),0.94,3.0,http://www.wikidata.org/entity/Q1533036,"('30.725', '76.77916667')"
127,,30.76555556,76.78361111,Chandigarh College of Architecture,,C,yellow,,,academic institution,,,http://www.wikidata.org/entity/Q5071058,,https://en.wikipedia.org/wiki/Chandigarh_College_of_Architecture,Point(76.78361111 30.76555556),3.59,2.0,http://www.wikidata.org/entity/Q4671277,"('30.76555556', '76.78361111')"
130,,30.76527778,76.82694444,Mata Mansa Devi Mandir,,C,yellow,,,Hindu temple,,,http://www.wikidata.org/entity/Q6785886,,https://en.wikipedia.org/wiki/Mata_Mansa_Devi_Mandir,Point(76.82694444 30.76527778),5.736,2.0,http://www.wikidata.org/entity/Q842402,"('30.76527778', '76.82694444')"
132,,30.7332,76.8122,"St. John's High School, Chandigarh",,C,yellow,,,high school,,,http://www.wikidata.org/entity/Q7588742,,"https://en.wikipedia.org/wiki/St._John%27s_High_School,_Chandigarh",Point(76.8122 30.7332),3.105,2.0,http://www.wikidata.org/entity/Q9826,"('30.7332', '76.8122')"
133,,30.6909,76.7373,International Hockey Stadium,,C,yellow,,,stadium,,,http://www.wikidata.org/entity/Q16632762,,https://en.wikipedia.org/wiki/Mohali_International_Hockey_Stadium,Point(76.7373 30.6909),6.23,2.0,http://www.wikidata.org/entity/Q483110,"('30.6909', '76.7373')"
134,,30.6835,76.7318,"National Institute of Pharmaceutical Education and Research, Ahmedabad",,C,yellow,,,university,,,http://www.wikidata.org/entity/Q16939054,,"https://en.wikipedia.org/wiki/National_Institute_of_Pharmaceutical_Education_and_Research,_Ahmedabad",Point(76.7318 30.6835),7.198,2.0,http://www.wikidata.org/entity/Q3918,"('30.6835', '76.7318')"
135,,30.683529,76.736489,Institute of Nano Science and Technology,,C,yellow,,,university,,,http://www.wikidata.org/entity/Q18351683,,https://en.wikipedia.org/wiki/Institute_of_Nano_Science_and_Technology,Point(76.736489 30.683529),6.919,2.0,http://www.wikidata.org/entity/Q3918,"('30.683529', '76.736489')"
138,,30.69,76.72,Nayagaon,,C,yellow,,,human-geographic territorial entity,,,http://www.wikidata.org/entity/Q19894711,,"https://en.wikipedia.org/wiki/Nayagaon,_Punjab",Point(76.72 30.69),7.478,2.0,http://www.wikidata.org/entity/Q15642541,"('30.69', '76.72')"
139,,30.75,76.78,politics of Chandigarh,,C,yellow,,,political system,,,http://www.wikidata.org/entity/Q21021966,,https://en.wikipedia.org/wiki/Politics_of_Chandigarh,Point(76.78 30.75),1.841,2.0,http://www.wikidata.org/entity/Q28108,"('30.75', '76.78')"
140,,30.833333,76.833333,Masol (paleontology),,C,yellow,,,archaeological site,,,http://www.wikidata.org/entity/Q23893766,,https://en.wikipedia.org/wiki/Masol_(paleontology),Point(76.833333 30.833333),12.231,2.0,http://www.wikidata.org/entity/Q839954,"('30.833333', '76.833333')"
141,,30.723,76.736,"Garden of Springs, Chandigarh",,C,yellow,,,park,,,http://www.wikidata.org/entity/Q24484260,,"https://en.wikipedia.org/wiki/Garden_of_Springs,_Chandigarh",Point(76.736 30.723),4.336,2.0,http://www.wikidata.org/entity/Q22698,"('30.723', '76.736')"
143,,30.853888888889,76.828055555556,Siwakh,,C,yellow,,,mountain system,,,http://www.wikidata.org/entity/Q26817673,,,Point(76.828055555 30.853888888),14.166,2.0,http://www.wikidata.org/entity/Q46831,"('30.853888888889', '76.828055555556')"
145,,30.685,76.869722222222,Tau Devi Lal Stadium,,C,yellow,,,venue,,,http://www.wikidata.org/entity/Q60776072,,https://en.wikipedia.org/wiki/Tau_Devi_Lal_Athletic_Stadium_(Panchkula),Point(76.869722222 30.685),10.151,2.0,http://www.wikidata.org/entity/Q17350442,"('30.685', '76.869722222222')"
146,,30.748277777778,76.78175,Punjab Lalit Kala Akademi,,C,yellow,,,art institution,,,http://www.wikidata.org/entity/Q96400469,,https://en.wikipedia.org/wiki/Punjab_Lalit_Kala_Akademi,Point(76.78175 30.748277777),1.661,2.0,http://www.wikidata.org/entity/Q20897549,"('30.748277777778', '76.78175')"
148,,30.7276524,76.8066967,Chandigarh College of Engineering and Technology,,D,blue,,,engineering college,,,http://www.wikidata.org/entity/Q5071059,,https://en.wikipedia.org/wiki/Chandigarh_College_of_Engineering_and_Technology,Point(76.8066967 30.7276524),2.658,1.0,http://www.wikidata.org/entity/Q1663017,"('30.7276524', '76.8066967')"
149,,30.7361,76.8161,Chandigarh Golf Club,,D,blue,,,golf club,,,http://www.wikidata.org/entity/Q5071066,,https://en.wikipedia.org/wiki/Chandigarh_Golf_Club,Point(76.8161 30.7361),3.49,1.0,http://www.wikidata.org/entity/Q2022036,"('30.7361', '76.8161')"
154,,30.7045238,76.7700778,Goswami Ganesh Dutta Sanatan Dharma College,,D,blue,,,academic institution,,,http://www.wikidata.org/entity/Q5587596,,https://en.wikipedia.org/wiki/Goswami_Ganesh_Dutta_Sanatan_Dharma_College,Point(76.7700778 30.7045238),3.345,1.0,http://www.wikidata.org/entity/Q4671277,"('30.7045238', '76.7700778')"
159,,30.7202641,76.775465,"Government College of Education, Chandigarh",,D,blue,,,academic institution,,,http://www.wikidata.org/entity/Q5588740,,"https://en.wikipedia.org/wiki/Government_College_of_Education,_Chandigarh",Point(76.775465 30.7202641),1.521,1.0,http://www.wikidata.org/entity/Q4671277,"('30.7202641', '76.775465')"
161,,30.764,76.771,"School of Communication Studies, Panjab University",,D,blue,,,journalism school,,,http://www.wikidata.org/entity/Q7432406,,"https://en.wikipedia.org/wiki/School_of_Communication_Studies,_Panjab_University",Point(76.771 30.764),3.498,1.0,http://www.wikidata.org/entity/Q352102,"('30.764', '76.771')"
164,,30.7284,76.8135,St. Kabir Public School,,D,blue,,,private school,,,http://www.wikidata.org/entity/Q7589418,,https://en.wikipedia.org/wiki/St._Kabir_Public_School,Point(76.8135 30.7284),3.277,1.0,http://www.wikidata.org/entity/Q423208,"('30.7284', '76.8135')"
166,,30.717,76.784,Terminal Ballistics Research Laboratory,,D,blue,,,laboratory,,,http://www.wikidata.org/entity/Q7702635,,https://en.wikipedia.org/wiki/Terminal_Ballistics_Research_Laboratory,Point(76.784 30.717),1.874,1.0,http://www.wikidata.org/entity/Q483242,"('30.717', '76.784')"
168,,30.7628,76.7713,University Business School – Chandigarh,,D,blue,,,business school,,,http://www.wikidata.org/entity/Q7894535,,https://en.wikipedia.org/wiki/University_Business_School_%E2%80%93_Chandigarh,Point(76.7713 30.7628),3.362,1.0,http://www.wikidata.org/entity/Q1143635,"('30.7628', '76.7713')"
169,,30.7579,76.7681,"University Institute of Engineering and Technology, Panjab University",,D,blue,,,engineering college,,,http://www.wikidata.org/entity/Q7894794,,"https://en.wikipedia.org/wiki/University_Institute_of_Engineering_and_Technology,_Panjab_University",Point(76.7681 30.7579),2.937,1.0,http://www.wikidata.org/entity/Q1663017,"('30.7579', '76.7681')"
170,,30.694722222222,76.700555555556,Maharaja Ranjit Singh Armed Forces Preparatory Institute,,D,blue,,,military academy,,,http://www.wikidata.org/entity/Q17071008,,https://en.wikipedia.org/wiki/Maharaja_Ranjit_Singh_Armed_Forces_Preparatory_Institute,Point(76.700555555 30.694722222),8.706,1.0,http://www.wikidata.org/entity/Q917182,"('30.694722222222', '76.700555555556')"
171,,30.6865,76.7207,Army Institute of Law,,D,blue,,,academic institution,,,http://www.wikidata.org/entity/Q18109792,,https://en.wikipedia.org/wiki/Army_Institute_of_Law,Point(76.7207 30.6865),7.686,1.0,http://www.wikidata.org/entity/Q4671277,"('30.6865', '76.7207')"
172,,30.6977,76.7154,"Sector 70, Mohali",,D,blue,,,human-geographic territorial entity,,,http://www.wikidata.org/entity/Q18356541,,"https://en.wikipedia.org/wiki/Sector_70,_Mohali",Point(76.7154 30.6977),7.321,1.0,http://www.wikidata.org/entity/Q15642541,"('30.6977', '76.7154')"
173,,30.82111111,76.89166667,Kalka Airport,,D,blue,,,airport,,,http://www.wikidata.org/entity/Q18618935,,https://en.wikipedia.org/wiki/Pinjore_Aerodrome,Point(76.89166667 30.82111111),14.471,1.0,http://www.wikidata.org/entity/Q1248784,"('30.82111111', '76.89166667')"
175,,30.6928,76.737,"Phase 9, Mohali",,D,blue,,,human-geographic territorial entity,,,http://www.wikidata.org/entity/Q19895242,,"https://en.wikipedia.org/wiki/Phase_9,_Mohali",Point(76.737 30.6928),6.09,1.0,http://www.wikidata.org/entity/Q15642541,"('30.6928', '76.737')"
176,,30.7344,76.7114,"Sector 56, Mohali",,D,blue,,,human-geographic territorial entity,,,http://www.wikidata.org/entity/Q19896258,,"https://en.wikipedia.org/wiki/Sector_56,_Mohali",Point(76.7114 30.7344),6.53,1.0,http://www.wikidata.org/entity/Q15642541,"('30.7344', '76.7114')"
177,,30.6966,76.7311,"Sector 62, Mohali",,D,blue,,,human-geographic territorial entity,,,http://www.wikidata.org/entity/Q19896263,,"https://en.wikipedia.org/wiki/Sector_62,_Mohali",Point(76.7311 30.6966),6.195,1.0,http://www.wikidata.org/entity/Q15642541,"('30.6966', '76.7311')"
178,,30.7015,76.729,"Sector 61, Mohali",,D,blue,,,human-geographic territorial entity,,,http://www.wikidata.org/entity/Q19896261,,"https://en.wikipedia.org/wiki/Sector_61,_Mohali",Point(76.729 30.7015),6.01,1.0,http://www.wikidata.org/entity/Q15642541,"('30.7015', '76.729')"
179,,30.704,76.7095,"Sector 71, Mohali",,D,blue,,,human-geographic territorial entity,,,http://www.wikidata.org/entity/Q19896270,,"https://en.wikipedia.org/wiki/Sector_71,_Mohali",Point(76.7095 30.704),7.467,1.0,http://www.wikidata.org/entity/Q15642541,"('30.704', '76.7095')"
180,,30.821331666667,76.89175,Q20457986,,D,blue,,,aerodrome,,,http://www.wikidata.org/entity/Q20457986,,,Point(76.89175 30.821331666),14.493,1.0,http://www.wikidata.org/entity/Q62447,"('30.821331666667', '76.89175')"
181,,30.767222222222,76.8925,Q26817672,,D,blue,,,mountain,,,http://www.wikidata.org/entity/Q26817672,,,Point(76.8925 30.767222222),11.413,1.0,http://www.wikidata.org/entity/Q8502,"('30.767222222222', '76.8925')"
182,,30.731111111111,76.753055555556,Atawa Choa,,D,blue,,,river,,,http://www.wikidata.org/entity/Q32289471,,,Point(76.753055555 30.731111111),2.561,1.0,http://www.wikidata.org/entity/Q4022,"('30.731111111111', '76.753055555556')"
183,,30.641111111111,76.719722222222,Choa Nadi,,D,blue,,,river,,,http://www.wikidata.org/entity/Q32647829,,,Point(76.719722222 30.641111111),11.76,1.0,http://www.wikidata.org/entity/Q4022,"('30.641111111111', '76.719722222222')"
184,,30.641111111111,76.72,Choi Nadi,,D,blue,,,river,,,http://www.wikidata.org/entity/Q32648156,,,Point(76.72 30.641111111),11.747,1.0,http://www.wikidata.org/entity/Q4022,"('30.641111111111', '76.72')"
185,,30.616666666667,76.839166666667,Sukhna Choa,,D,blue,,,stream,,,http://www.wikidata.org/entity/Q35335674,,,Point(76.839166666 30.616666666),14.174,1.0,http://www.wikidata.org/entity/Q47521,"('30.616666666667', '76.839166666667')"
186,,30.746388888889,76.829444444444,Sukhna Nadi,,D,blue,,,stream,,,http://www.wikidata.org/entity/Q35449025,,,Point(76.829444444 30.746388888),4.966,1.0,http://www.wikidata.org/entity/Q47521,"('30.746388888889', '76.829444444444')"
187,,30.7398339,76.782702,Haryana Financial Corporation,,D,blue,,,government agency,,,http://www.wikidata.org/entity/Q55613469,,https://en.wikipedia.org/wiki/Haryana_Financial_Corporation,Point(76.782702 30.7398339),0.766,1.0,http://www.wikidata.org/entity/Q327333,"('30.7398339', '76.782702')"
188,,30.706103,76.853988,Haryana State Industrial and Infrastructure Development Corporation,,D,blue,,,government agency,,,http://www.wikidata.org/entity/Q55613472,,https://en.wikipedia.org/wiki/Haryana_State_Industrial_and_Infrastructure_Development_Corporation,Point(76.853988 30.706103),7.723,1.0,http://www.wikidata.org/entity/Q327333,"('30.706103', '76.853988')"
189,,30.7573,76.7567,"Jawahar Navodaya Vidyalaya, Chandigarh",,D,blue,,,Jawahar Navodaya Vidyalaya,,,http://www.wikidata.org/entity/Q60332411,,"https://en.wikipedia.org/wiki/Jawahar_Navodaya_Vidyalaya,_Chandigarh",Point(76.7567 30.7573),3.446,1.0,http://www.wikidata.org/entity/Q2723540,"('30.7573', '76.7567')"
193,,30.749777777778,76.788944444444,"Government College of Arts, Chandigarh",,D,blue,,,art institution,,,http://www.wikidata.org/entity/Q64173912,,"https://en.wikipedia.org/wiki/Government_College_of_Art,_Chandigarh",Point(76.788944444 30.749777777),2.019,1.0,http://www.wikidata.org/entity/Q20897549,"('30.749777777778', '76.788944444444')"
196,,30.730222222222,76.799472222222,Le Corbusier Centre,,D,blue,,,museum,,,http://www.wikidata.org/entity/Q65337156,,,Point(76.799472222 30.730222222),1.922,1.0,http://www.wikidata.org/entity/Q33506,"('30.730222222222', '76.799472222222')"
198,,30.632,76.72,Plaksha University,,D,blue,,,private university,,,http://www.wikidata.org/entity/Q104847937,,https://en.wikipedia.org/wiki/Plaksha_University,Point(76.72 30.632),12.642,1.0,http://www.wikidata.org/entity/Q902104,"('30.632', '76.72')"
199,,30.765966712672,76.757285042325,Dhanas Lake,,D,blue,,,lake,,,http://www.wikidata.org/entity/Q107094533,,,Point(76.757285042 30.765966712),4.204,1.0,http://www.wikidata.org/entity/Q23397,"('30.765966712672', '76.757285042325')"
202,,30.75961,76.8041,Tower of Shadows,,D,blue,,,building,,,http://www.wikidata.org/entity/Q116451393,,,Point(76.8041 30.75961),3.728,1.0,http://www.wikidata.org/entity/Q41176,"('30.75961', '76.8041')"
