,ao_link,lat,lon,itemLabel,ao_description,tier,color,address,url,thingLabel,description,fetched_coordinates,item,articleDE,articleEN,location,distance,sitelinks,thing,to_drop_key
3,,26.9053,75.7712,Nad Sadhna ,,wikivoyage,red,"E-122(A) Kataria Colony, Ram Nagar Extension ",http://nadsadhna.com ,Learn,"An institute of Rajasthani music that holds group classes for vocals, guitars, synthesizer, tabla, sitar, flute, mouthorgan, dholak and dance. Tablas and sitars can be provided to students; other instruments must be brought by students to the class.","(26.9053, 75.7712)",,,,,,,,"(26.9053, 75.7712)"
2,,26.8976,75.812,Maharaja Sawai Mansingh Sangeet Mahavidyalaya ,,wikivoyage,red,Sawai Ram Singh Road ,http://www.msmsvidyalaya.in/ ,Learn,,"(26.8976, 75.812)",,,,,,,,"(26.8976, 75.812)"
0,,26.758,75.839,Chokhi Dhani ,,wikivoyage,red,"12 Miles Tonk Road, Via Vatika ",https://chokhidhaniethnicvillage.hotvel.com ,Do_Nearby,"Around 18 km from Central Jaipur on the Jaipur-[[Tonk]] highway, Chokhi Dhani (''Fine Hamlet'' in Rajasthani dialect) is a kind of virtual village and also a 5-star resort. There are lodging facilities available, but the real attraction is the evening fun-fairs. There are two excellent places to enjoy Rajasthani food served in the traditional mode at their resort. Chokhi Dhani a.k.a. Lalten Restaurant is a more popular place because it is on the main road near the airport and also has other attractions, such as horseback riding, camel riding, bullock cart rides, a maze, boating and kathputli (puppet) shows. You can also watch live folk dances and listen to live folk music for free. It gives the visitor a glimpse of culture from different parts of Rajasthan, and could be nice if you will not have time to see much of Rajasthan yourself. It opens at 5PM, and be sure to get there early as many of the sites are difficult to see when it gets dark. It's a 30-min rickshaw ride from Central Jaipur, or you can go there by bus or taxi, but you are best off making sure you have a ride back.<br />Consider buying the pass for AC hall, because the outdoor seating is a self-served buffet, while in the AC Dining you'll be served food. This makes a massive difference when there are too many people at the restaurant, as the restaurant is unable to keep up with the demand for buffet food.<br />If you would prefer to sleep at the resort, [https://chokhidhani.com/ethnic-resort-jaipur/ have a look at their accommodation]. Avoid going there during the rainy season.","(26.758, 75.839)",,,,,,,,"(26.758, 75.839)"
3,,26.9146,75.8098,Rajmandir Cinema ,,wikivoyage,red," C-16, Panch Batti, Bhagwan Das Rd, C-Scheme ",http://therajmandir.com/ ,Do,"An experience in itself, and another ""don't miss"". Once known as the best cinema India, and still the best in Rajasthan, it offers an overwhelming experience. From the pushing, shoving, and general chaos in the ticket queue, to an audience that laughs, cries, cheers, claps, and consistently talks through the entire film, the Rajmandir provides an insight into Rajasthani culture. The films can be interesting; ''Masala'' movies are action, drama, mystery, suspense, and epics all wrapped into one single film, teeming with dances and obligatory wet sari scenes, and unabashedly lifting generous amounts of plot devices from Western films. The theatre-goers are very friendly and genuinely curious about overseas visitors who come to the Raj. Don't be put off by ""House Full"" notices at the entrance. The box office opens again a nominal 45 minutes before the next performance, and there are usually tickets available. Box seats at ₹120 go first, so its worth going early to avoid disappointment. Shows at 12:30PM, 3:30PM, 6:30PM and 9:30PM. A great place to meet locals, with the nearby McDonald's as a central congregation spot.","(26.9146, 75.8098)",,,,,,,,"(26.9146, 75.8098)"
2,,26.906,75.8061,B.M. Birla Auditorium and Conference Hall ,,wikivoyage,red,"Birla Institute of Scientific Research, Statue Circle ",http://www.bisr.res.in/audi/auditorium.php ,Do,"These are at the heart of Jaipur. This auditorium is spread over 9.8 acres and includes a computer centre, interactive science museum, an information processing centre, library, a processing planetarium, eight research divisions, a dissemination cell and an auditorium. The auditorium has a seating capacity of 1,350 and is among the largest in India. This auditorium is built up to international conference standards. However, people visiting Jaipur for leisure are likely to be most interested in the [http://www.bisr.res.in/planetarium.php Planetarium] (all shows in Hindi) or [http://www.bisr.res.in/museum.php Science Museum] (under renovation as of November 2015) that are part of the complex.","(26.906, 75.8061)",,,,,,,,"(26.906, 75.8061)"
0,,26.987,75.8512,Amber Fort Sound and Light Show ,,wikivoyage,red,Lower Amber Fort , ,Do,"Experience the history, culture and life of Amber through this spectacular show. Amitabh Bachhan narrates the story of Rajasthani kings with a script written by Gulzar. Don't forget the mosquito repellent. The light show can be watched from outside the fort, but the sound won't be audible from there. There is also a sound and light show at Jantar Mantar for ₹100.","(26.987, 75.8512)",,,,,,,,"(26.987, 75.8512)"
0,,26.9075,75.8056,Statue Circle ,,wikivoyage,red,"C-Scheme, Ashok Nagar ", ,See_Other,Statue Circle is exactly what it sounds like: a roundabout that contains a statue that is beautifully lit up at night.,"(26.9075, 75.8056)",,,,,,,,"(26.9075, 75.8056)"
1,,26.9117,75.8195,Central Museum ,,wikivoyage,red,"Ramniwas Bag, Adarsh Nagar ",http://alberthalljaipur.gov.in ,See_Museums,"A fine example of Indo-Saracenic architecture, this building was designed by Sir Samuel Swinton Jacob and was opened as public museum in 1887. Maharaja Ram Singh wanted this building to be a town hall, but his successor, Madho Singh II, decided it should be a museum for the art of Jaipur and included as part of the new Ram Nivas Garden. The museum has a rich collection of artefacts like paintings, carpets, ivory, stone, metal sculptures and colourful crystal works. It is named after King Edward VII (Albert Edward), during whose visit to the city as the Prince of Wales, its foundation stone was laid on 6 February 1876.","(26.9117, 75.8195)",,,,,,,,"(26.9117, 75.8195)"
0,,26.992622,75.850814,Anokhi Museum of Hand Printing ,,wikivoyage,red, ,http://www.anokhi.com/museum/home.html ,See_Museums,"A beautiful clean museum dedicated to the traditional art of hand block printing textiles, this museum is housed in a restored heritage haveli tucked into the back streets of old Amber. Small cafe (see ""Eat""), clean toilets, small shop selling hand printed contemporary wearable clothes and textiles, friendly staff and a printer and block carver demonstrating their crafts every day.","(26.992622, 75.850814)",,,,,,,,"(26.992622, 75.850814)"
3,,26.915,75.8223,Zoological Garden,,wikivoyage,red, , ,See_Gardens,"In the serene environment of Ram Niwas Bagh, this garden is prized for its rich flora and fauna.","(26.915, 75.8223)",,,,,,,,"(26.915, 75.8223)"
2,,26.899791,75.853619,Vidyadhar Garden,,wikivoyage,red, , ,See_Gardens,The garden is a real treat for those who want to see a fusion of Mughal and Hindu culture.,"(26.899791, 75.853619)",,,,,,,,"(26.899791, 75.853619)"
1,,26.899164,75.859387,Sisodia Rani Palace and Garden,,wikivoyage,red, , ,See_Gardens,"This palace was established by Sawai Jai Singh for his queen Sisodia, rulers of one of the oldest kingdoms of India. There are tiered multi-level gardens with fountains, watercourses and painted pavilions. A double-storeyed palace occupies the top terrace of the garden. The palace has many galleries, pavilions and beautiful murals depicting scenes from the life of lord Krishna.","(26.899164, 75.859387)",,,,,,,,"(26.899164, 75.859387)"
0,,26.9127378,75.8201801,Ram Niwas Garden ,,wikivoyage,red,exact city centre , ,See_Gardens,"Built in 1868 by Maharaja Sawai Ram Singh of Jaipur, this garden contains a bird park, zoo, Ravindra Rang Manch Theatre, art gallery, exhibition ground, gymnasium and several cafes and picnic spots.","(26.9127378, 75.8201801)",,,,,,,,"(26.9127378, 75.8201801)"
1,,26.924762,75.82456,Jantar Mantar ,,wikivoyage,red, ,http://museumsrajasthan.gov.in/mounment_Jantar-Mantar.htm ,See_Monuments,This [[UNESCO World Heritage site,"(26.924762, 75.82456)",,,,,,,,"(26.924762, 75.82456)"
0,,26.923983,75.822642,Iswari Minar Swarga Sal ,,wikivoyage,red,Chandpol Bazaar near City Palace , ,See_Monuments,"A minar (minaret) with great views of Jaipur. There is an alternative to the minar that's open 24/7. Just across the other side of the road (Chandpol Bazaar) from the minaret is a shopping complex with stairs up to a rooftop area where you can get basically the same view as from the minar. To get there, go through the arched gateway almost opposite the minar, then as soon as you get to the courtyard, look to the left for a metal spiral staircase and keep climbing until you reach the roof, walk around the corridor to the next set of stair and go up another floor until you know you can't go any higher.","(26.923983, 75.822642)",,,,,,,,"(26.923983, 75.822642)"
0,,26.942865,75.824643,Gaitore ,,wikivoyage,red, , ,See_Monuments,A royal cremation site of the rulers of Jaipur.,"(26.942865, 75.824643)",,,,,,,,"(26.942865, 75.824643)"
4,,26.894818,75.815182,Moti Dungri Mandir ,,wikivoyage,red,JLN Road ,https://www.facebook.com/pages/Motie-Dungri-Ganesh-Temple-Jaipur/377718742253504?rf,See_Temples," This temple, dedicated to Lord Ganesha, is the main centre of religion for Jaipur people. Moti Dungri, meaning Pearl Hill, is a small hill that hosts a temple and a palace. It is said that this temple was built before construction of the rest of the city was begun, so as to protect the city.","(26.894818, 75.815182)",,,,,,,,"(26.894818, 75.815182)"
3,,26.923767,75.819993,Jain Mandir ,,wikivoyage,red, , ,See_Temples," Jain temple in Shivdaspura, well known as “Bara Padampura”, famous in north India for its very beautiful statue of God Padamprabhu (The 6th Teerthankar for Jains). God is sitting in a crossed leg seating posture. The statue is 0.7 m high and made of pure white stone. It was found while digging for foundation of a house.","(26.923767, 75.819993)",,,,,,,,"(26.923767, 75.819993)"
2,,26.928855,75.824086,Govind Devji Temple ,,wikivoyage,red, ,http://www.govinddevji.net/ ,See_Temples,"For Vaishnavites, particularly followers of Lord Krishna, this is the most important temple in the world after Vrindavan. Lord Krishna presiding in the temple were brought to Jaipur from Vrindavan during Mughal rein. According to popular legend, Lord Krishna's idol in the temple looks exactly like Krishna's form while his incarnation of Earth. It is at Jainiwas Gardens, Jalebi Chowk, in the same campus as City Palace. The temple was constructed in 1590.","(26.928855, 75.824086)",,,,,,,,"(26.928855, 75.824086)"
1,,26.91679,75.858903,Galwar Bagh ,,wikivoyage,red,Eastern edge of the city , ,See_Temples," Locals and tourists come here to feed the surprisingly tame monkeys, use the temples, and enjoy the views. You can climb to the top of the hill and then down into the valley to see the Monkey Temple, while enjoying the company of countless monkeys, goats and other animals. At the top of the hill, you turn right to reach the Sun Temple for one of the best views of the city, especially at sunset. Monkey food is available for purchase at the bottom of the hill. Entrance to the temples are free, but local religious people may ask for donations and there is a ₹50 charge for using a camera.","(26.91679, 75.858903)",,,,,,,,"(26.91679, 75.858903)"
0,,26.915718,75.863171,Galtaji ,,wikivoyage,red,10 km from Jaipur on Jaipur-Agra highway near Sisodia Rani Garden ,http://galtaji.org/ ,See_Temples,"This temple is an ancient Hindu pilgrimage site. The main temple, Galtaji, is constructed in pink stone. The temple has a number of pavilions with rounded roofs, exquisitely carved pillars and painted walls. The temple is surrounded by natural springs and reservoirs that are considered holy. There are also seven tanks or ''kunds'' here. There are two routes to reach the temple: if you arrive from west you will have to hike uphill and downhill for about 20 minutes; the eastern gate is easily accessible by car, though it is a longer journey to get there.","(26.915718, 75.863171)",,,,,,,,"(26.915718, 75.863171)"
0,,26.8907,75.817689,Birla Mandir (aka The Marble Temple) ,,wikivoyage,red, ,http://www.jaipur.org.uk/temples/birla-temple.html ,See_Temples,"This is a relatively new temple made of white marble with beautiful carvings. It covers a vast area in Jaipur city and is built in a contemporary manner. Birla Temple is completely constructed with the finest high-quality white marbles. In addition to having statues and paintings of Hindu deities, the temple has pictures of famous philosophers from around the world including Socrates, Confucius and Zoroaster. No bags (besides purses), food, cameras. No photos allowed in the temple, but rules are not enforced outside.","(26.8907, 75.817689)",,,,,,,,"(26.8907, 75.817689)"
0,,26.90222,75.74062,Akshardham Temple ,,wikivoyage,red,Vaishali Nagar , ,See_Temples,,"(26.90222, 75.74062)",,,,,,,,"(26.90222, 75.74062)"
0,,26.953,75.846,Jal Mahal ,,wikivoyage,red,Jal Mahal Amer Road , ,See_Palaces,This beautiful Jal Mahal or water palace was made by the King of Amber in the middle of the Man Sagar Lake. The Jal Mahal represents the use of Mughal and Rajput architecture style.,"(26.953, 75.846)",,,,,,,,"(26.953, 75.846)"
0,,26.925,75.823,City Palace ,,wikivoyage,red,Jaleb Chowk ,https://royaljaipur.in/ ,See_Palaces,"An imposing blend of traditional Rajput and Mughal architecture. It is a vast palace complex occupying nearly one-seventh of the Pink City. It was built by Maharaja Jai Singh II. The complex is divided into a series of courtyards, sprawling gardens and buildings. It is home to several palatial structures like the '''Chandra Mahal''', (home to present Maharajah of Jaipur), '''Mubarak Mahal''' (housing a textile museum), '''Diwan-e-Khas''' (or Hall of Private audience housing the two largest silver vessels in the world, which are duly mentioned in the Guinness book), the '''Diwan-e-Aam''' ( or Hall of Public Audience) and the gateway '''Ridhi Sidhi Pol''' (with four small doorways decorated with motifs depicting the four seasons). Be warned that although they sell tickets for taking photos with a camera inside, most exhibits inside have a ""no photography"" sign.","(26.925, 75.823)",,,,,,,,"(26.925, 75.823)"
2,,26.939946,75.816768,Nahargarh Fort ,,wikivoyage,red,"Krishna Nagar, Brahampuri ",http://tourismtravelindia.com/rajasthanportal/touristattractions/NAHARGARH.html ,See_Forts,"The smallest of the three forts, notable primarily for excellent views over Man Sagar lake and the vast sprawl of Jaipur. Built in 1734 by the Maharaja Sawai Jai Singh II in a mix of Indian and European styles, the fort also houses the (relatively) compact Madhavendra Bhawan palace, although its former splendour is fading under layers of graffiti and pigeon droppings. Some of the film ''Rang De Basanti'' were shot at this fort. To get to the area where the ""Pathshala"" song was shot, take a left turn as soon as you enter the fort. An autorickshaw can be taken from the stand in front of the Amber fort. The fort also houses the Jaipur's Wax Museum and Sheesh Mahal, although tickets for these have to be bought separately and are ridiculously expensive. Beware if buying the Wax Museum and Sheesh Mahal combo ticket, you'll be paraded through the largely unimpressive museum and then be told to queue for the Sheesh Mahal which can last from 30 minutes to 2 hours.","(26.939946, 75.816768)",,,,,,,,"(26.939946, 75.816768)"
1,,26.986654,75.845654,Jaigarh Fort ,,wikivoyage,red, ,http://tourism.rajasthan.gov.in/jaipur#jaigarh-fort ,See_Forts,"Never conquered in battle, this was considered the strongest of the three forts in the area. It is best known as the site of the world's largest cannon, the ''Jaivana'', which was test-fired only once &mdash; according to legend, despite using only the half the design amount of gunpowder, the cannonball flew 35 km! A better reason to visit the fort, though, are the scenic gardens at the other end and the spectacular views over the Amber Fort and the hills around. The remains of the foundry where the Jaivana (and many more) were cast are also in the fort grounds. There are multiple boards with ""no tips allowed,"" in case someone is bothering you.","(26.986654, 75.845654)",,,,,,,,"(26.986654, 75.845654)"
0,,26.985486,75.851345,Amber Fort ,,wikivoyage,red, ,http://www.tourism.rajasthan.gov.in/amber-palace.html ,See_Forts,"This massive fort-palace complex built in hybrid Hindu-Muslim style dates back to Raja Man Singh and was the royal palace of the Kachwahas from c. 1600-1727. It's one of six [[world heritage]] forts in Rajasthan. The name has nothing to do with the rather pretty pastel yellow colour; instead, the fort is named after the town of Amber, in turn named after the goddess Amba. The main sights within the fort include the ''Sheesh Mahal'', adorned with thousands on thousands of mirror tiles on the walls and ceiling. The fort/palace grounds are sprawling and the information panels (Hindi/English) are somewhat limited, so it might be worth getting an audio guide or a real guide. It's a bit of a hike up from the town, and the touristy thing to do is to ride on an elephant to the top (in order to get an elephant it is better to arrive there in the morning, otherwise at midday the elephants are done working; however, the road that the elephants walk on is not so long). If you hire a genuine guide, you will be taken not only to the Amber Fort but also to the Rajasthan Kala Mandir (a government operated shop) to buy souvenirs. Guides get a 2% commission on the items you buy there. Also see the ''Amber Light Show'' below. The site has come under scrutiny as tourists claim to have witnessed the elephants being beaten by handlers. If you walk up the hill to the Jaigarh Fort be prepared to pay the entry fee as the path terminates at a ticket window and there is no way around to the road.","(26.985486, 75.851345)",,,,,,,,"(26.985486, 75.851345)"
0,,26.824167,75.812222,Jaipur International Airport ,,wikivoyage,red, , ,Get in_By plane,"Offers sporadic (chartered) service from [[London]] and [[Dublin]]. Direct flights from Singapore, Bangkok, Sharjah, Muscat and [[Dubai]] are also available. Jaipur also has daily domestic air links with many Indian cities such as [[Jodhpur]], [[Udaipur]], [[Aurangabad]], [[Delhi]], [[Hyderabad]], [[Kolkata]], [[Goa]], [[Chennai]], [[Ahmedabad]], [[Bangalore]], [[Mumbai]], [[Pune]] and [[Indore]].","(26.824167, 75.812222)",,,,,,,,"(26.824167, 75.812222)"
1,,26.9873443,73.73890107316704,Nagaur,,wikivoyage,red,,,Understand_Read,''Jaipur – Nagaur - Deshnoke (India Charming Chaos)'' by Johnny Fincioen. This book concentrates on Jaipur and two small villages and puts them in historic context. The text and the 190 original pictures offer the reader a holistic view of the particular way of life in Rajasthan.,"(26.9873443, 73.73890107316704)",,,,,,,,"(26.9873443, 73.73890107316704)"
0,,26.916666666667,75.866666666667,Jaipur,,S,orange,,,urban area,,,http://www.wikidata.org/entity/Q66485,https://de.wikipedia.org/wiki/Jaipur,https://en.wikipedia.org/wiki/Jaipur,Point(75.866666666 26.916666666),4.73,137.0,http://www.wikidata.org/entity/Q702492,"('26.916666666667', '75.866666666667')"
4,,26.924,75.82672,Hawa Mahal,,S,orange,,,palace,,,http://www.wikidata.org/entity/Q836531,https://de.wikipedia.org/wiki/Hawa_Mahal,https://en.wikipedia.org/wiki/Hawa_Mahal,Point(75.82672 26.924),1.221,56.0,http://www.wikidata.org/entity/Q16560,"('26.924', '75.82672')"
5,,26.924722222222,75.825,Jantar Mantar,,S,orange,,,collection,,,http://www.wikidata.org/entity/Q508634,https://de.wikipedia.org/wiki/Jantar_Mantar_(Jaipur),"https://en.wikipedia.org/wiki/Jantar_Mantar,_Jaipur",Point(75.825 26.924722222),1.19,46.0,http://www.wikidata.org/entity/Q2668072,"('26.924722222222', '75.825')"
7,,26.985555555556,75.85,Amber Fort,,S,orange,,,palace,,,http://www.wikidata.org/entity/Q456817,https://de.wikipedia.org/wiki/Fort_Amber,https://en.wikipedia.org/wiki/Amber_Fort,Point(75.85 26.985555555),8.379,38.0,http://www.wikidata.org/entity/Q16560,"('26.985555555556', '75.85')"
9,,26.824166666667,75.812222222222,Jaipur International Airport,,S,orange,,,airport,,,http://www.wikidata.org/entity/Q572387,https://de.wikipedia.org/wiki/Flughafen_Jaipur,https://en.wikipedia.org/wiki/Jaipur_International_Airport,Point(75.812222222 26.824166666),10.173,28.0,http://www.wikidata.org/entity/Q1248784,"('26.824166666667', '75.812222222222')"
11,,26.953333333333,75.846111111111,Jal Mahal,,S,orange,,,artificial island,,,http://www.wikidata.org/entity/Q2757538,,https://en.wikipedia.org/wiki/Jal_Mahal,Point(75.846111111 26.953333333),4.997,24.0,http://www.wikidata.org/entity/Q13691,"('26.953333333333', '75.846111111111')"
13,,26.9255,75.8236,City Palace,,A,green,,,museum,,,http://www.wikidata.org/entity/Q2723395,,"https://en.wikipedia.org/wiki/City_Palace,_Jaipur",Point(75.8236 26.9255),1.207,19.0,http://www.wikidata.org/entity/Q33506,"('26.9255', '75.8236')"
15,,26.983333333333,75.866666666667,Amber,,A,green,,,city,,,http://www.wikidata.org/entity/Q8197166,https://de.wikipedia.org/wiki/Amber_(Indien),"https://en.wikipedia.org/wiki/Amber,_India",Point(75.866666666 26.983333333),8.905,19.0,http://www.wikidata.org/entity/Q515,"('26.983333333333', '75.866666666667')"
16,,26.982777777778,75.844722222222,Jaigarh Fort,,A,green,,,fort,,,http://www.wikidata.org/entity/Q2722759,https://de.wikipedia.org/wiki/Fort_Jaigarh,https://en.wikipedia.org/wiki/Jaigarh_Fort,Point(75.844722222 26.982777777),7.908,18.0,http://www.wikidata.org/entity/Q1785071,"('26.982777777778', '75.844722222222')"
17,,26.9375,75.815833333333,Nahargarh Fort,,A,green,,,fort,,,http://www.wikidata.org/entity/Q2723401,,https://en.wikipedia.org/wiki/Nahargarh_Fort,Point(75.815833333 26.9375),2.471,17.0,http://www.wikidata.org/entity/Q1785071,"('26.9375', '75.815833333333')"
18,,26.926,75.8235,Jaipur bombings,,A,green,,,terrorist attack,,,http://www.wikidata.org/entity/Q153582,,https://en.wikipedia.org/wiki/Jaipur_bombings,Point(75.8235 26.926),1.255,12.0,http://www.wikidata.org/entity/Q2223653,"('26.926', '75.8235')"
20,,26.85865,75.814475,Roman Catholic Diocese of Jaipur,,A,green,,,diocese of the Catholic Church,,,http://www.wikidata.org/entity/Q392056,https://de.wikipedia.org/wiki/Bistum_Jaipur,https://en.wikipedia.org/wiki/Roman_Catholic_Diocese_of_Jaipur,Point(75.814475 26.85865),6.332,12.0,http://www.wikidata.org/entity/Q3146899,"('26.85865', '75.814475')"
21,,26.93333333,75.81666667,Jaipur division,,A,green,,,division of Rajasthan,,,http://www.wikidata.org/entity/Q1134770,https://de.wikipedia.org/wiki/Jaipur_(Division),https://en.wikipedia.org/wiki/Jaipur_division,Point(75.81666667 26.93333333),2.001,12.0,http://www.wikidata.org/entity/Q125907350,"('26.93333333', '75.81666667')"
22,,26.89611111,75.80833333,Rambagh Palace,,A,green,,,hotel,,,http://www.wikidata.org/entity/Q7289168,,"https://en.wikipedia.org/wiki/Rambagh_Palace,_Jaipur",Point(75.80833333 26.89611111),2.396,11.0,http://www.wikidata.org/entity/Q27686,"('26.89611111', '75.80833333')"
26,,26.89403056,75.803225,Sawai Mansingh Stadium,,A,green,,,cricket field,,,http://www.wikidata.org/entity/Q7428548,https://de.wikipedia.org/wiki/Sawai_Mansingh_Stadium,https://en.wikipedia.org/wiki/Sawai_Mansingh_Stadium,Point(75.803225 26.89403056),2.849,11.0,http://www.wikidata.org/entity/Q682943,"('26.89403056', '75.803225')"
27,,26.885247222222,75.819983333333,University of Rajasthan,,B,violet,,,university,,,http://www.wikidata.org/entity/Q7896201,,https://en.wikipedia.org/wiki/University_of_Rajasthan,Point(75.819983333 26.885247222),3.361,9.0,http://www.wikidata.org/entity/Q3918,"('26.885247222222', '75.819983333333')"
29,,26.8921609,75.8155296,Birla Mandir,,B,violet,,,Birla Mandir,,,http://www.wikidata.org/entity/Q4916529,,"https://en.wikipedia.org/wiki/Birla_Mandir,_Jaipur",Point(75.8155296 26.8921609),2.613,8.0,http://www.wikidata.org/entity/Q4916528,"('26.8921609', '75.8155296')"
30,,26.98333333,75.8525,Maota Lake,,B,violet,,,intermittent reservoir,,,http://www.wikidata.org/entity/Q24930625,,https://en.wikipedia.org/wiki/Maota_Lake,Point(75.8525 26.98333333),8.246,8.0,http://www.wikidata.org/entity/Q55470036,"('26.98333333', '75.8525')"
34,,26.91692,75.85812,Galtaji,,B,violet,,,Hindu temple,,,http://www.wikidata.org/entity/Q3635211,,https://en.wikipedia.org/wiki/Galtaji,Point(75.85812 26.91692),3.884,7.0,http://www.wikidata.org/entity/Q842402,"('26.91692', '75.85812')"
35,,26.9118,75.8195,Albert Hall Museum,,B,violet,,,museum,,,http://www.wikidata.org/entity/Q4710411,,https://en.wikipedia.org/wiki/Albert_Hall_Museum,Point(75.8195 26.9118),0.41,7.0,http://www.wikidata.org/entity/Q33506,"('26.9118', '75.8195')"
36,,26.92883,75.82403,Govind Dev Ji Temple,,B,violet,,,Hindu temple,,,http://www.wikidata.org/entity/Q5589834,,https://en.wikipedia.org/wiki/Govind_Dev_Ji_Temple,Point(75.82403 26.92883),1.569,7.0,http://www.wikidata.org/entity/Q842402,"('26.92883', '75.82403')"
37,,26.9343638,75.8325646,National Institute of Ayurveda,,B,violet,,,university,,,http://www.wikidata.org/entity/Q6973609,,https://en.wikipedia.org/wiki/National_Institute_of_Ayurveda,Point(75.8325646 26.9343638),2.496,7.0,http://www.wikidata.org/entity/Q3918,"('26.9343638', '75.8325646')"
38,,26.98000833,75.84369167,Jaivana Cannon,,B,violet,,,cannon,,,http://www.wikidata.org/entity/Q6124312,,https://en.wikipedia.org/wiki/Jaivana_Cannon,Point(75.84369167 26.98000833),7.584,6.0,http://www.wikidata.org/entity/Q81103,"('26.98000833', '75.84369167')"
40,,26.876299,75.809166,Jawahar Kala Kendra,,B,violet,,,museum,,,http://www.wikidata.org/entity/Q6165903,,https://en.wikipedia.org/wiki/Jawahar_Kala_Kendra,Point(75.809166 26.876299),4.461,6.0,http://www.wikidata.org/entity/Q33506,"('26.876299', '75.809166')"
42,,26.907675,75.78593,Raj Bhavan,,B,violet,,,building,,,http://www.wikidata.org/entity/Q7285276,,"https://en.wikipedia.org/wiki/Raj_Bhavan,_Jaipur",Point(75.78593 26.907675),3.389,5.0,http://www.wikidata.org/entity/Q41176,"('26.907675', '75.78593')"
43,,26.9297,75.8078,"Bissau Palace Hotel, Jaipur",,B,violet,,,architectural structure,,,http://www.wikidata.org/entity/Q20638819,,"https://en.wikipedia.org/wiki/Bissau_Palace_Hotel,_Jaipur",Point(75.8078 26.9297),1.933,5.0,http://www.wikidata.org/entity/Q811979,"('26.9297', '75.8078')"
44,,26.98885556,75.85118333,Jagat Shiromani Temple,,B,violet,,,Hindu temple,,,http://www.wikidata.org/entity/Q21503605,,"https://en.wikipedia.org/wiki/Jagat_Shiromani_Temple,_Amer",Point(75.85118333 26.98885556),8.763,5.0,http://www.wikidata.org/entity/Q842402,"('26.98885556', '75.85118333')"
45,,26.95611111,75.84611111,Man Sagar Lake,,B,violet,,,lake,,,http://www.wikidata.org/entity/Q19893629,https://de.wikipedia.org/wiki/Man_Sagar_Lake,https://en.wikipedia.org/wiki/Man_Sagar_Lake,Point(75.84611111 26.95611111),5.26,5.0,http://www.wikidata.org/entity/Q23397,"('26.95611111', '75.84611111')"
47,,26.8404,75.8003,Jawahar Circle,,C,yellow,,,park,,,http://www.wikidata.org/entity/Q6165899,,https://en.wikipedia.org/wiki/Jawahar_Circle,Point(75.8003 26.8404),8.549,4.0,http://www.wikidata.org/entity/Q22698,"('26.8404', '75.8003')"
48,,26.8992687,75.858629,Sisodiya Rani Bagh,,C,yellow,,,garden,,,http://www.wikidata.org/entity/Q7530898,,https://en.wikipedia.org/wiki/Sisodiya_Rani_Bagh,Point(75.858629 26.8992687),4.324,4.0,http://www.wikidata.org/entity/Q1107656,"('26.8992687', '75.858629')"
50,,26.9122356,75.8214355,Jaipur Zoo,,C,yellow,,,zoo,,,http://www.wikidata.org/entity/Q15229182,,https://en.wikipedia.org/wiki/Jaipur_Zoo,Point(75.8214355 26.9122356),0.433,4.0,http://www.wikidata.org/entity/Q43501,"('26.9122356', '75.8214355')"
51,,26.92,75.82,National Institute of Agricultural Marketing,,C,yellow,,,academic institution,,,http://www.wikidata.org/entity/Q16895680,,https://en.wikipedia.org/wiki/National_Institute_of_Agricultural_Marketing,Point(75.82 26.92),0.515,4.0,http://www.wikidata.org/entity/Q4671277,"('26.92', '75.82')"
53,,26.9124235,75.7872809,Hirnoda,,C,yellow,,,Village in India,,,http://www.wikidata.org/entity/Q24907568,,https://en.wikipedia.org/wiki/Hirnoda,Point(75.7872809 26.9124235),3.161,4.0,http://www.wikidata.org/entity/Q56436498,"('26.9124235', '75.7872809')"
54,,26.9153,75.8187,Ram Niwas Garden,,C,yellow,,,garden,,,http://www.wikidata.org/entity/Q2770471,,https://en.wikipedia.org/wiki/Ram_Niwas_Garden,Point(75.8187 26.9153),0.033,3.0,http://www.wikidata.org/entity/Q1107656,"('26.9153', '75.8187')"
55,,26.9,75.73,Chitrakoot Colony,,C,yellow,,,Village in India,,,http://www.wikidata.org/entity/Q5102315,,https://en.wikipedia.org/wiki/Chitrakoot_Colony,Point(75.73 26.9),8.989,3.0,http://www.wikidata.org/entity/Q56436498,"('26.9', '75.73')"
56,,26.9453466,75.8269604,Garh Ganesh Temple,,C,yellow,,,Hindu temple,,,http://www.wikidata.org/entity/Q5523215,,https://en.wikipedia.org/wiki/Garh_Ganesh_Temple,Point(75.8269604 26.9453466),3.416,3.0,http://www.wikidata.org/entity/Q842402,"('26.9453466', '75.8269604')"
57,,26.8099,75.8625,Gyanvihar University,,C,yellow,,,deemed university,,,http://www.wikidata.org/entity/Q5624011,,https://en.wikipedia.org/wiki/Suresh_Gyan_Vihar_University,Point(75.8625 26.8099),12.506,3.0,http://www.wikidata.org/entity/Q3520135,"('26.8099', '75.8625')"
59,,26.820819444444,75.816261111111,Indian Institute of Health Management Research,,C,yellow,,,institute,,,http://www.wikidata.org/entity/Q6020608,,https://en.wikipedia.org/wiki/Indian_Institute_of_Health_Management_Research,Point(75.816261111 26.820819444),10.526,3.0,http://www.wikidata.org/entity/Q1664720,"('26.820819444444', '75.816261111111')"
