,itemLabel,lat,lon,address,url,thingLabel,description,fetched_coordinates,tier,color
3,Rheinauenflohmarkt ,50.7107,7.1454,Rheinauen ,https://www.melan.de/rheinaue/ ,Buy,"from April to September, the Rheinauen host a big flea market every third Saturday a month where you can find everything from second hand clothes to DVDs, bikes, furniture, books, board games and jewellery from India and Africa. Bargaining is allowed. It starts at 8 in the morning, best time to visit is 10. Take Straßenbahn Line 66 to Rheinauen.","(50.7107, 7.1454)",wikivoyage,red
0,Bakeries ,30.8813595,75.951531, , ,Eat,"Germany is famous for its bread. There are bakeries all over the city where you can buy different kinds of bread rolls (Brötchen) starting from 30 cent (the wholesome ones with grains are 50 cent or more), sandwiches (belegte Brötchen) for €1.50 and pastries and cakes.","(30.8813595, 75.951531)",wikivoyage,red
1,Student cafeterias ,34.18904225,-118.45503685271805, ,http://www.studentenwerk-bonn.de/index.php?option,Eat,"You can get cheap and nutritious sandwiches and coffee at the student cafeterias at the Main University Building in the city centre (Am Hof/Regina Pacis Weg), Juridicum (Adenauerallee/Lennestraße) and on the first floor of the Mensa Nassestraße.","(34.18904225, -118.45503685271805)",wikivoyage,red
0,Mandu ,50.7345,7.10435,Franziskanerstraße 5 , ,Eat,"Small Korean snack bar, they offer Mandus, rolls, kimchi, glass noodles, cheap, friendly and very good.","(50.7345, 7.10435)",wikivoyage,red
1,Cala-Dor ,50.7324036,7.0997643,Wesselstraße 4-6 ,https://www.calador-pizzeria.de/ ,Eat,"Pizza restaurant in business since 1983 with two locations, on Wesselstrasse 4 and Sterntorbrücke 2.","(50.7324036, 7.0997643)",wikivoyage,red
2,Frittebud ,50.7364503,7.0936442,Franzstraße 42 ,https://frittebud.com/ ,Eat,"Fast-food place; currywurst, fries and burgers on the menu.","(50.7364503, 7.0936442)",wikivoyage,red
3,Kichererbse ,50.7312056,7.1000047,Poppelsdorfer Allee , ,Eat,Hole-in-the-wall place with different falafel wraps and fries.,"(50.7312056, 7.1000047)",wikivoyage,red
4,Wok In ,50.7332356,7.0963442,Maximilianstraße 38 ,https://wok-bonn.de/bestellen ,Eat,"Asian restaurant; Chinese, Thai and Indonesian dishes on the menu.","(50.7332356, 7.0963442)",wikivoyage,red
0,Mensa ,50.7289,7.1052,Nassestraße ,http://www.studentenwerk-bonn.de/ ,Eat,"The official student canteen offers several dishes, Essen 1 on the second floor is vegetarian. The food is not gourmet but okay for a canteen. The salad bar on the 3rd floor is quite good. Mensa is also open for non-students who pay a higher price (about €5 for Essen 1), but they do not always ask for your student identification if you look young. <i>As of July 2021, the building is being replaced and a temporary canteen has been set up at the University main building</i>.","(50.7289, 7.1052)",wikivoyage,red
0,Bönnsch ,50.73669,7.09747,Sterntorbrücke 4 ,http://www.boennsch.de/ ,Eat,"Local Bierhaus that brews its own beer. Food includes staples such as schnitzel with fries, steaks and other hearty fare.","(50.73669, 7.09747)",wikivoyage,red
1,Makiman ,50.73669,7.09687,Sterntorbrücke 11 ,http://www.makiman.info/ ,Eat,"Very good Japanese restaurant, besides very fresh sushi they also offer soups, curries, and salads. Additional locations (see website).","(50.73669, 7.09687)",wikivoyage,red
2,Cassius-Garten ,50.7333,7.09713,Maximilianstraße 28d ,http://www.cassiusgarten.de ,Eat,"Completely '''vegetarian''', buffet-style, '''vegan''' meals are marked with a green dot. Quite expensive but really good, try the soups for €2!","(50.7333, 7.09713)",wikivoyage,red
3,Divan Restaurant ,50.7385157,7.100905,Kölnstraße 13 ,https://www.divanrestaurant-bonn.de/ ,Eat,"Turkish restaurant, with Turkish and Levantine cuisine.","(50.7385157, 7.100905)",wikivoyage,red
0,Mogul ,50.73972,7.09261,Heerstraße 64 ,https://www.mogul-bonn.de ,Eat,"Indian restaurant in Bonn. Although the restaurant makes the impression of a carefully redecorated garage, the food is really good and the owners are friendly. It is also cheaper than other Indian restaurants.","(50.73972, 7.09261)",wikivoyage,red
1,Karawane ,50.71437,7.16659,Adrianstraße 104 ,http://www.karawane-oberkassel.de ,Eat,"Oberkassel is a bit outside of the city centre, but Karawane is worth the effort. It is basically an ""All you can eat"" (but not a buffet) consisting of 9 dishes from the Mediterranean and Middle East region. The dishes change two weeks (see their website), you can order a vegetarian selection or additional dishes such as lamb. The atmosphere is nice and the service friendly. It is often crowded, so better call for a reservation.","(50.71437, 7.16659)",wikivoyage,red
0,--,50.735851,7.10066,,,Eat, Italian restaurant right at the Rhine with a wonderful view. ,"(50.735851, 7.10066)",wikivoyage,red
0,--,50.735851,7.10066,,,Eat," Pizza, pasta and other Italian dishes.","(50.735851, 7.10066)",wikivoyage,red
0,Nees Bar Café Restaurant ,50.72549,7.0933,Meckenheimer Allee 169 ,https://www.nees-bonn.de ,Eat,"Popular but pricy café and restaurant with delicious food, next to Poppelsdorfer Castle. The downtown location is closed.","(50.72549, 7.0933)",wikivoyage,red
0,Halbedel’s Gasthaus ,50.6890244,7.1662657,Rheinallee 47 ,https://www.halbedels-gasthaus.de/index.htm ,Eat,"A fine dining restaurant. No à la carte, but a set menu that changes each month. It is also a hotel.","(50.6890244, 7.1662657)",wikivoyage,red
0,--,50.735851,7.10066,,,Eat,Spanish restaurant and tapas bar. ,"(50.735851, 7.10066)",wikivoyage,red
0,Bakeries ,30.8813595,75.951531, , ,Eat_Budget,"Germany is famous for its bread. There are bakeries all over the city where you can buy different kinds of bread rolls (Brötchen) starting from 30 cent (the wholesome ones with grains are 50 cent or more), sandwiches (belegte Brötchen) for €1.50 and pastries and cakes.","(30.8813595, 75.951531)",wikivoyage,red
1,Student cafeterias ,34.18904225,-118.45503685271805, ,http://www.studentenwerk-bonn.de/index.php?option,Eat_Budget,"You can get cheap and nutritious sandwiches and coffee at the student cafeterias at the Main University Building in the city centre (Am Hof/Regina Pacis Weg), Juridicum (Adenauerallee/Lennestraße) and on the first floor of the Mensa Nassestraße.","(34.18904225, -118.45503685271805)",wikivoyage,red
0,Mandu ,50.7345,7.10435,Franziskanerstraße 5 , ,Eat_Budget,"Small Korean snack bar, they offer Mandus, rolls, kimchi, glass noodles, cheap, friendly and very good.","(50.7345, 7.10435)",wikivoyage,red
1,Cala-Dor ,50.7324036,7.0997643,Wesselstraße 4-6 ,https://www.calador-pizzeria.de/ ,Eat_Budget,"Pizza restaurant in business since 1983 with two locations, on Wesselstrasse 4 and Sterntorbrücke 2.","(50.7324036, 7.0997643)",wikivoyage,red
2,Frittebud ,50.7364503,7.0936442,Franzstraße 42 ,https://frittebud.com/ ,Eat_Budget,"Fast-food place; currywurst, fries and burgers on the menu.","(50.7364503, 7.0936442)",wikivoyage,red
3,Kichererbse ,50.7312056,7.1000047,Poppelsdorfer Allee , ,Eat_Budget,Hole-in-the-wall place with different falafel wraps and fries.,"(50.7312056, 7.1000047)",wikivoyage,red
4,Wok In ,50.7332356,7.0963442,Maximilianstraße 38 ,https://wok-bonn.de/bestellen ,Eat_Budget,"Asian restaurant; Chinese, Thai and Indonesian dishes on the menu.","(50.7332356, 7.0963442)",wikivoyage,red
0,Mensa ,50.7289,7.1052,Nassestraße ,http://www.studentenwerk-bonn.de/ ,Eat_Budget,"The official student canteen offers several dishes, Essen 1 on the second floor is vegetarian. The food is not gourmet but okay for a canteen. The salad bar on the 3rd floor is quite good. Mensa is also open for non-students who pay a higher price (about €5 for Essen 1), but they do not always ask for your student identification if you look young. <i>As of July 2021, the building is being replaced and a temporary canteen has been set up at the University main building</i>.","(50.7289, 7.1052)",wikivoyage,red
0,Bönnsch ,50.73669,7.09747,Sterntorbrücke 4 ,http://www.boennsch.de/ ,Eat_Mid-range,"Local Bierhaus that brews its own beer. Food includes staples such as schnitzel with fries, steaks and other hearty fare.","(50.73669, 7.09747)",wikivoyage,red
1,Makiman ,50.73669,7.09687,Sterntorbrücke 11 ,http://www.makiman.info/ ,Eat_Mid-range,"Very good Japanese restaurant, besides very fresh sushi they also offer soups, curries, and salads. Additional locations (see website).","(50.73669, 7.09687)",wikivoyage,red
2,Cassius-Garten ,50.7333,7.09713,Maximilianstraße 28d ,http://www.cassiusgarten.de ,Eat_Mid-range,"Completely '''vegetarian''', buffet-style, '''vegan''' meals are marked with a green dot. Quite expensive but really good, try the soups for €2!","(50.7333, 7.09713)",wikivoyage,red
3,Divan Restaurant ,50.7385157,7.100905,Kölnstraße 13 ,https://www.divanrestaurant-bonn.de/ ,Eat_Mid-range,"Turkish restaurant, with Turkish and Levantine cuisine.","(50.7385157, 7.100905)",wikivoyage,red
0,Mogul ,50.73972,7.09261,Heerstraße 64 ,https://www.mogul-bonn.de ,Eat_Mid-range,"Indian restaurant in Bonn. Although the restaurant makes the impression of a carefully redecorated garage, the food is really good and the owners are friendly. It is also cheaper than other Indian restaurants.","(50.73972, 7.09261)",wikivoyage,red
1,Karawane ,50.71437,7.16659,Adrianstraße 104 ,http://www.karawane-oberkassel.de ,Eat_Mid-range,"Oberkassel is a bit outside of the city centre, but Karawane is worth the effort. It is basically an ""All you can eat"" (but not a buffet) consisting of 9 dishes from the Mediterranean and Middle East region. The dishes change two weeks (see their website), you can order a vegetarian selection or additional dishes such as lamb. The atmosphere is nice and the service friendly. It is often crowded, so better call for a reservation.","(50.71437, 7.16659)",wikivoyage,red
0,--,50.735851,7.10066,,,Eat_Mid-range, Italian restaurant right at the Rhine with a wonderful view. ,"(50.735851, 7.10066)",wikivoyage,red
0,--,50.735851,7.10066,,,Eat_Mid-range," Pizza, pasta and other Italian dishes.","(50.735851, 7.10066)",wikivoyage,red
0,Nees Bar Café Restaurant ,50.72549,7.0933,Meckenheimer Allee 169 ,https://www.nees-bonn.de ,Eat_Splurge,"Popular but pricy café and restaurant with delicious food, next to Poppelsdorfer Castle. The downtown location is closed.","(50.72549, 7.0933)",wikivoyage,red
0,Halbedel’s Gasthaus ,50.6890244,7.1662657,Rheinallee 47 ,https://www.halbedels-gasthaus.de/index.htm ,Eat_Splurge,"A fine dining restaurant. No à la carte, but a set menu that changes each month. It is also a hotel.","(50.6890244, 7.1662657)",wikivoyage,red
0,--,50.735851,7.10066,,,Eat_Splurge,Spanish restaurant and tapas bar. ,"(50.735851, 7.10066)",wikivoyage,red
0,Café Blau ,50.734676,7.104775,Franziskanerstraße ,http://cafeblaubonn.de ,Drink,"Mainly visited by students, this café is in the entrance hall of a former public swimming pool. It is kind of ""cult"" to go there, famous caffe latte, good breakfast offers.","(50.734676, 7.104775)",wikivoyage,red
1,Café Fürst ,50.734451,7.101186,Fürstenstraße 6A ,https://cafefurst.eatbu.com/?lang,Drink,"Very good coffee specialties and cake, closes at 20:00.","(50.734451, 7.101186)",wikivoyage,red
2,Café Miebach ,50.73533,7.1032,"Marktplatz, at Stern Hotel ",https://miebachs.com/ ,Drink,"One of the most traditional cafes in Bonn. Not cheap, but good service and excellent cakes. Customers are mostly elderly. In the summer, they offer 300 seats outside directly at the Marktplatz.","(50.73533, 7.1032)",wikivoyage,red
3,Teestube Gschwendner ,50.73506,7.09989,Dreieck 2 ,https://www.teegschwendner.de/Bonn-Dreieck ,Drink,"Not a cafe, but a tea room in a beautiful frame house that hosts the Tea shop Tee Gschwendner. They brew high quality tea on the second floor and also have a small choice of cakes and scones. The shop on the first floor often offers free tea tasting of one or two teas in a Samowar.","(50.73506, 7.09989)",wikivoyage,red
0,--,50.735851,7.10066,,,Drink,"Coffee and other warm beverages, sandwiches and cakes.","(50.735851, 7.10066)",wikivoyage,red
0,--,50.735851,7.10066,,,Drink,"Café, coffee roastery, next door to Bonner Kaffeeschule (Bonn Coffee School).","(50.735851, 7.10066)",wikivoyage,red
1,--,50.735851,7.10066,,,Drink,Ice cream parlour.,"(50.735851, 7.10066)",wikivoyage,red
0,Alter Zoll ,50.73407,7.10829,Am Brassertufer ,https://www.facebook.com/BiergartenAlterZoll/ ,Drink,"The definite place to be on a beautiful summer night in Bonn. Alter Zoll is a large beergarden under an old tree with direct view of the Rhine and a wonderfully relaxed atmosphere. It can become very crowded and take 20 minutes to get your drinks. Many people and especially students also bring their own drinks and sit down on the meadow next to the beer garden. To find it, just follow the crowd at Koblenzer Tor down to the rhine. Payment only possible in cash.","(50.73407, 7.10829)",wikivoyage,red
1,James Joyce ,50.73502,7.10059,Mauspfad , ,Drink,"Irish pub in the city centre, atmospheric, good food, large variety of beers and whiskies, live sports.","(50.73502, 7.10059)",wikivoyage,red
2,Tacos ,50.73602,7.10094,Bonngasse 7 ,https://tacos-bar.de/ ,Drink,"Popular Mexican bar, Corona beer and great Cocktails. Happy Hour from 17:00-19:30 and 23:30-00:30. Their food is also very good.","(50.73602, 7.10094)",wikivoyage,red
3,Che Guevara ,50.734,7.0961,Münsterstraße 9 ,http://www.cheguevara-bonn.de/ ,Drink,"Delicious cocktails, good atmosphere. Happy Hour M-Th 18:30-20:30, F Sa 17:00-19:00 and Sunday, Cocktail €5.30.","(50.734, 7.0961)",wikivoyage,red
4,Mojito ,50.72841,7.10244,Königstraße 9 ,http://www.mojitobonn.de ,Drink,"Small and popular cocktail bar, prices are moderate, they also have pizza and tapas. Very hot in the summer. Happy Hour 18:00-20:00: cocktails €6.90 and pizza from €6.50.","(50.72841, 7.10244)",wikivoyage,red
5,Cafe Pawlow ,50.73962,7.09291,Heerstraße 64 ,https://cafepawlow.de/ ,Drink," Situated in the multicultural Nordstadt, an atmospheric place to have a beer in summer.","(50.73962, 7.09291)",wikivoyage,red
6,Nyx ,50.73938,7.09056,Vorgebirgsstraße 19 ,https://das-nyx.de/ ,Drink,"Another good place in the Nordstadt, especially in summer when they have a beergarden outside.","(50.73938, 7.09056)",wikivoyage,red
7,Fiddler's Irish Pub ,50.72752,7.07459,Frongasse 9 , ,Drink," Fiddler's is an Irish pub that serves traditional Irish fare. Events such as weekly Karaoke and Pub Trivia are popular with the student crowd. As a bonus for travelers, a good percentage of the staff will be native English speakers as well.","(50.72752, 7.07459)",wikivoyage,red
8,Limes Musik-Cafe-Bonn ,50.739478,7.100145,Theaterstraße 2 ,https://www.limes-musikcafe-bonn.de/ ,Drink,"The Limes is a punkrockers bar, which shows special football (soccer) events of the famous German left football team 1. FC. St. Pauli Hamburg. Events such as concerts or readings are sometimes announced on the website. As a bonus for young travellers and backpackers, the people in the bar are very helpful and open minded.","(50.739478, 7.100145)",wikivoyage,red
0,Blow Up ,50.73506,7.10418,Rathausgasse 10 , ,Drink,Dive bar. Speciality is funk and 1960s music. It can get smokey and very hot when crowded.,"(50.73506, 7.10418)",wikivoyage,red
1,Carpe Noctem ,50.73273,7.10018,Wesselstraße 5 ,http://www.carpe-noctem-bonn.de/index.php ,Drink,"Underground rock club with young patrons. Has occasional student parties boasting free entry and half-price drinks. If the club is packed, it will get uncomfortably hot. Dress light.","(50.73273, 7.10018)",wikivoyage,red
2,N8schicht ,50.73626,7.09348,Bornheimer Str. 20-22 ,http://www.n8schicht.de ,Drink,Open five days a week. Theme parties. Can also get smoky and hot when crowded.,"(50.73626, 7.09348)",wikivoyage,red
0,Café Blau ,50.734676,7.104775,Franziskanerstraße ,http://cafeblaubonn.de ,Drink_Cafes,"Mainly visited by students, this café is in the entrance hall of a former public swimming pool. It is kind of ""cult"" to go there, famous caffe latte, good breakfast offers.","(50.734676, 7.104775)",wikivoyage,red
1,Café Fürst ,50.734451,7.101186,Fürstenstraße 6A ,https://cafefurst.eatbu.com/?lang,Drink_Cafes,"Very good coffee specialties and cake, closes at 20:00.","(50.734451, 7.101186)",wikivoyage,red
2,Café Miebach ,50.73533,7.1032,"Marktplatz, at Stern Hotel ",https://miebachs.com/ ,Drink_Cafes,"One of the most traditional cafes in Bonn. Not cheap, but good service and excellent cakes. Customers are mostly elderly. In the summer, they offer 300 seats outside directly at the Marktplatz.","(50.73533, 7.1032)",wikivoyage,red
3,Teestube Gschwendner ,50.73506,7.09989,Dreieck 2 ,https://www.teegschwendner.de/Bonn-Dreieck ,Drink_Cafes,"Not a cafe, but a tea room in a beautiful frame house that hosts the Tea shop Tee Gschwendner. They brew high quality tea on the second floor and also have a small choice of cakes and scones. The shop on the first floor often offers free tea tasting of one or two teas in a Samowar.","(50.73506, 7.09989)",wikivoyage,red
0,--,50.735851,7.10066,,,Drink_Cafes,"Coffee and other warm beverages, sandwiches and cakes.","(50.735851, 7.10066)",wikivoyage,red
0,--,50.735851,7.10066,,,Drink_Cafes,"Café, coffee roastery, next door to Bonner Kaffeeschule (Bonn Coffee School).","(50.735851, 7.10066)",wikivoyage,red
1,--,50.735851,7.10066,,,Drink_Cafes,Ice cream parlour.,"(50.735851, 7.10066)",wikivoyage,red
0,Alter Zoll ,50.73407,7.10829,Am Brassertufer ,https://www.facebook.com/BiergartenAlterZoll/ ,Drink_Bars,"The definite place to be on a beautiful summer night in Bonn. Alter Zoll is a large beergarden under an old tree with direct view of the Rhine and a wonderfully relaxed atmosphere. It can become very crowded and take 20 minutes to get your drinks. Many people and especially students also bring their own drinks and sit down on the meadow next to the beer garden. To find it, just follow the crowd at Koblenzer Tor down to the rhine. Payment only possible in cash.","(50.73407, 7.10829)",wikivoyage,red
1,James Joyce ,50.73502,7.10059,Mauspfad , ,Drink_Bars,"Irish pub in the city centre, atmospheric, good food, large variety of beers and whiskies, live sports.","(50.73502, 7.10059)",wikivoyage,red
2,Tacos ,50.73602,7.10094,Bonngasse 7 ,https://tacos-bar.de/ ,Drink_Bars,"Popular Mexican bar, Corona beer and great Cocktails. Happy Hour from 17:00-19:30 and 23:30-00:30. Their food is also very good.","(50.73602, 7.10094)",wikivoyage,red
3,Che Guevara ,50.734,7.0961,Münsterstraße 9 ,http://www.cheguevara-bonn.de/ ,Drink_Bars,"Delicious cocktails, good atmosphere. Happy Hour M-Th 18:30-20:30, F Sa 17:00-19:00 and Sunday, Cocktail €5.30.","(50.734, 7.0961)",wikivoyage,red
4,Mojito ,50.72841,7.10244,Königstraße 9 ,http://www.mojitobonn.de ,Drink_Bars,"Small and popular cocktail bar, prices are moderate, they also have pizza and tapas. Very hot in the summer. Happy Hour 18:00-20:00: cocktails €6.90 and pizza from €6.50.","(50.72841, 7.10244)",wikivoyage,red
5,Cafe Pawlow ,50.73962,7.09291,Heerstraße 64 ,https://cafepawlow.de/ ,Drink_Bars," Situated in the multicultural Nordstadt, an atmospheric place to have a beer in summer.","(50.73962, 7.09291)",wikivoyage,red
6,Nyx ,50.73938,7.09056,Vorgebirgsstraße 19 ,https://das-nyx.de/ ,Drink_Bars,"Another good place in the Nordstadt, especially in summer when they have a beergarden outside.","(50.73938, 7.09056)",wikivoyage,red
7,Fiddler's Irish Pub ,50.72752,7.07459,Frongasse 9 , ,Drink_Bars," Fiddler's is an Irish pub that serves traditional Irish fare. Events such as weekly Karaoke and Pub Trivia are popular with the student crowd. As a bonus for travelers, a good percentage of the staff will be native English speakers as well.","(50.72752, 7.07459)",wikivoyage,red
8,Limes Musik-Cafe-Bonn ,50.739478,7.100145,Theaterstraße 2 ,https://www.limes-musikcafe-bonn.de/ ,Drink_Bars,"The Limes is a punkrockers bar, which shows special football (soccer) events of the famous German left football team 1. FC. St. Pauli Hamburg. Events such as concerts or readings are sometimes announced on the website. As a bonus for young travellers and backpackers, the people in the bar are very helpful and open minded.","(50.739478, 7.100145)",wikivoyage,red
0,Blow Up ,50.73506,7.10418,Rathausgasse 10 , ,Drink_Clubs and discos,Dive bar. Speciality is funk and 1960s music. It can get smokey and very hot when crowded.,"(50.73506, 7.10418)",wikivoyage,red
1,Carpe Noctem ,50.73273,7.10018,Wesselstraße 5 ,http://www.carpe-noctem-bonn.de/index.php ,Drink_Clubs and discos,"Underground rock club with young patrons. Has occasional student parties boasting free entry and half-price drinks. If the club is packed, it will get uncomfortably hot. Dress light.","(50.73273, 7.10018)",wikivoyage,red
2,N8schicht ,50.73626,7.09348,Bornheimer Str. 20-22 ,http://www.n8schicht.de ,Drink_Clubs and discos,Open five days a week. Theme parties. Can also get smoky and hot when crowded.,"(50.73626, 7.09348)",wikivoyage,red
0,Max Hostel ,50.73823,7.09255,Maxstraße 7 ,http://www.max-hostel.de/ ,Sleep,Bonn's independent youth hostel in Nordstadt. Different rooms from single and double to dorms with 8 beds.,"(50.73823, 7.09255)",wikivoyage,red
1,Youth Hostel Bonn Venusberg ,50.69949,7.09159,Haager Weg 42 ,http://www.jugendherberge.de/jh/bonn/ ,Sleep,"The official youth hostel is on the Venusberg which is about 20 minutes by bus from the city centre. There are night buses going there, but only one per hour. 269 beds, mainly in quad rooms, with 9 singles and 34 doubles.","(50.69949, 7.09159)",wikivoyage,red
2,Bildungsstätte Haus Venusberg e. V ,50.702415,7.094387, ,http://www.haus-venusberg.de/ ,Sleep,"Owned by the Catholic church. They offer singles, doubles, dorms, prices start at €25. 20 minutes outside the city centre.","(50.702415, 7.094387)",wikivoyage,red
0,Sternhotel Bonn ,50.735415,7.102676,Markt 8 ,https://achat-hotels.com/hotels/bonn/sternhotel-bonn ,Sleep,"The interior decoration is a bit old-fashioned, but the house has a lot of flair and history and it is at the Marktplatz in the middle of the city.","(50.735415, 7.102676)",wikivoyage,red
1,Hotel Eden ,50.73142,7.10418,Am Hofgarten 6 ,http://www.eden-bonn.de ,Sleep,Located pretty close to the city centre. Free wi-fi in all rooms.,"(50.73142, 7.10418)",wikivoyage,red
2,Best Western Premier Hotel Domicil ,50.7356249,7.09509144,Thomas Mann Straße 24-26 ,http://www.domicil-bonn.bestwestern.de/ ,Sleep,Very central location.,"(50.7356249, 7.09509144)",wikivoyage,red
3,Galerie Design Hotel ,50.75028,7.07811,Kölnstraße 360-364 ,https://www.maritim.de/de/hotels/deutschland/galerie-design-hotel-bonn/ ,Sleep, 10 minutes from the city centre.,"(50.75028, 7.07811)",wikivoyage,red
4,Dorint Venusberg Bonn ,50.708004,7.099759,An der Casselsruhe 1 ,https://hotel-bonn-venusberg.dorint.com/en/ ,Sleep,4-star hotel.,"(50.708004, 7.099759)",wikivoyage,red
5,Tagungs- und Bildungshaus CJD Bonn ,50.750199,7.0909,Graurheindorfer Str. 149 ,http://www.cjd-bonn.de ,Sleep,"To the north, approximately 10 minutes from the city centre.","(50.750199, 7.0909)",wikivoyage,red
0,Grandhotel Petersberg ,50.68596,7.20754,"Petersberg, 53639 Königswinter ",https://hrewards.com/de/steigenberger-icon-grandhotel-petersberg-koenigswinter ,Sleep,"Used to be the government's guest house, located on one of the Siebengebirge's mountains with a view on the Rhine and Bonn. Hosted several international conferences. 20 minutes by car from Bonn.","(50.68596, 7.20754)",wikivoyage,red
1,Kameha Grand ,50.718,7.1524,Am Bonner Bogen 1 ,https://www.kamehabonn.de/ ,Sleep,Design and ecological lifestyle hotel. There is ample space for conferences and meetings.,"(50.718, 7.1524)",wikivoyage,red
2,Dorint Hotel Bonn ,50.73808,7.106,Berliner Freiheit 2 ,https://hotel-bonn.dorint.com/en/ ,Sleep,"Next to the Kennedy Bridge, very central.","(50.73808, 7.106)",wikivoyage,red
3,Maritim Bonn ,50.70485,7.13484,Kurt-Georg-Kiesinger Allee 1 ,https://www.maritim.de/de/hotels/deutschland/hotel-bonn/unser-hotel ,Sleep,10 minutes from city centre by taxi.,"(50.70485, 7.13484)",wikivoyage,red
4,AMERON Hotel Königshof ,50.73359,7.10813,Adenauerallee 9 ,https://www.ameroncollection.com/de/bonn-hotel-koenigshof ,Sleep,Close to the city centre and beside the Rhine river.,"(50.73359, 7.10813)",wikivoyage,red
5,Living Hotel Kanzler ,50.72288,7.113,Adenauerallee 148 ,https://www.living-hotels.com/hotel-kanzler-bonn/ ,Sleep,,"(50.72288, 7.113)",wikivoyage,red
6,Bonn Marriott World Conference Hotel ,50.71932,7.12246,Platz der Vereinten Nationen 4 ,https://www.marriott.com/en-us/hotels/cgnbo-bonn-marriott-hotel/overview/ ,Sleep,"Opened in 2016, it has a 17th-floor panoramic bar and restaurant.","(50.71932, 7.12246)",wikivoyage,red
0,Max Hostel ,50.73823,7.09255,Maxstraße 7 ,http://www.max-hostel.de/ ,Sleep_Budget,Bonn's independent youth hostel in Nordstadt. Different rooms from single and double to dorms with 8 beds.,"(50.73823, 7.09255)",wikivoyage,red
1,Youth Hostel Bonn Venusberg ,50.69949,7.09159,Haager Weg 42 ,http://www.jugendherberge.de/jh/bonn/ ,Sleep_Budget,"The official youth hostel is on the Venusberg which is about 20 minutes by bus from the city centre. There are night buses going there, but only one per hour. 269 beds, mainly in quad rooms, with 9 singles and 34 doubles.","(50.69949, 7.09159)",wikivoyage,red
2,Bildungsstätte Haus Venusberg e. V ,50.702415,7.094387, ,http://www.haus-venusberg.de/ ,Sleep_Budget,"Owned by the Catholic church. They offer singles, doubles, dorms, prices start at €25. 20 minutes outside the city centre.","(50.702415, 7.094387)",wikivoyage,red
0,Sternhotel Bonn ,50.735415,7.102676,Markt 8 ,https://achat-hotels.com/hotels/bonn/sternhotel-bonn ,Sleep_Mid-range,"The interior decoration is a bit old-fashioned, but the house has a lot of flair and history and it is at the Marktplatz in the middle of the city.","(50.735415, 7.102676)",wikivoyage,red
1,Hotel Eden ,50.73142,7.10418,Am Hofgarten 6 ,http://www.eden-bonn.de ,Sleep_Mid-range,Located pretty close to the city centre. Free wi-fi in all rooms.,"(50.73142, 7.10418)",wikivoyage,red
2,Best Western Premier Hotel Domicil ,50.7356249,7.09509144,Thomas Mann Straße 24-26 ,http://www.domicil-bonn.bestwestern.de/ ,Sleep_Mid-range,Very central location.,"(50.7356249, 7.09509144)",wikivoyage,red
3,Galerie Design Hotel ,50.75028,7.07811,Kölnstraße 360-364 ,https://www.maritim.de/de/hotels/deutschland/galerie-design-hotel-bonn/ ,Sleep_Mid-range, 10 minutes from the city centre.,"(50.75028, 7.07811)",wikivoyage,red
4,Dorint Venusberg Bonn ,50.708004,7.099759,An der Casselsruhe 1 ,https://hotel-bonn-venusberg.dorint.com/en/ ,Sleep_Mid-range,4-star hotel.,"(50.708004, 7.099759)",wikivoyage,red
5,Tagungs- und Bildungshaus CJD Bonn ,50.750199,7.0909,Graurheindorfer Str. 149 ,http://www.cjd-bonn.de ,Sleep_Mid-range,"To the north, approximately 10 minutes from the city centre.","(50.750199, 7.0909)",wikivoyage,red
0,Grandhotel Petersberg ,50.68596,7.20754,"Petersberg, 53639 Königswinter ",https://hrewards.com/de/steigenberger-icon-grandhotel-petersberg-koenigswinter ,Sleep_Splurge,"Used to be the government's guest house, located on one of the Siebengebirge's mountains with a view on the Rhine and Bonn. Hosted several international conferences. 20 minutes by car from Bonn.","(50.68596, 7.20754)",wikivoyage,red
1,Kameha Grand ,50.718,7.1524,Am Bonner Bogen 1 ,https://www.kamehabonn.de/ ,Sleep_Splurge,Design and ecological lifestyle hotel. There is ample space for conferences and meetings.,"(50.718, 7.1524)",wikivoyage,red
2,Dorint Hotel Bonn ,50.73808,7.106,Berliner Freiheit 2 ,https://hotel-bonn.dorint.com/en/ ,Sleep_Splurge,"Next to the Kennedy Bridge, very central.","(50.73808, 7.106)",wikivoyage,red
3,Maritim Bonn ,50.70485,7.13484,Kurt-Georg-Kiesinger Allee 1 ,https://www.maritim.de/de/hotels/deutschland/hotel-bonn/unser-hotel ,Sleep_Splurge,10 minutes from city centre by taxi.,"(50.70485, 7.13484)",wikivoyage,red
4,AMERON Hotel Königshof ,50.73359,7.10813,Adenauerallee 9 ,https://www.ameroncollection.com/de/bonn-hotel-koenigshof ,Sleep_Splurge,Close to the city centre and beside the Rhine river.,"(50.73359, 7.10813)",wikivoyage,red
5,Living Hotel Kanzler ,50.72288,7.113,Adenauerallee 148 ,https://www.living-hotels.com/hotel-kanzler-bonn/ ,Sleep_Splurge,,"(50.72288, 7.113)",wikivoyage,red
