,itemLabel,lat,lon,address,url,thingLabel,description,fetched_coordinates,tier,color
6,Oriental Theater ,39.7769,-105.0437,4335 W 44th Ave ,http://www.theorientaltheater.com ,Do,"Yet another movie palace turned music venue, the Oriental is the Berkeley neighborhood's destination of choice for everyone from rock and rollers to stand-up comedy fans to arthouse cinephiles.","(39.7769, -105.0437)",wikivoyage,red
0,Denver Broncos ,39.74394,-105.02008,"Empower Field at Mile High, 1701 Bryant St ",http://www.denverbroncos.com ,Do,The Broncos are among the most successful teams in the [[American Football,"(39.74394, -105.02008)",wikivoyage,red
1,Colorado Avalanche ,39.7489,-105.0076,"Ball Arena, 1000 Chopper Circle ",http://avalanche.nhl.com ,Do,"In 1995, the erstwhile [[Quebec City","(39.7489, -105.0076)",wikivoyage,red
2,Colorado Rockies ,39.75611,-104.99406,"Coors Field, 2001 Blake St ",http://colorado.rockies.mlb.com ,Do,Denver's [[Baseball in the United States,"(39.75611, -104.99406)",wikivoyage,red
3,Denver Nuggets ,39.7485,-105.0079,"Ball Arena, 1000 Chopper Circle ",http://www.nba.com/nuggets/ ,Do,"After decades of disappointment, Denver's [[Basketball in North America","(39.7485, -105.0079)",wikivoyage,red
0,Colorado Rapids ,39.80569,-104.89188,"Dick's Sporting Goods Park, 6000 Victory Way, Commerce City ",http://www.coloradorapids.com/ ,Do,"A charter member of Major League Soccer, the Colorado Rapids are a consistent draw despite generally middling success on the field. The biggest games of the season see the Rapids face off against their hated rivals, Real [[Salt Lake City","(39.80569, -104.89188)",wikivoyage,red
1,Colorado Mammoth ,39.7485,-105.0074,"Ball Arena, 1000 Chopper Circle ",http://www.coloradomammoth.com/ ,Do,"They may have only won one Champions' Cup, in 2006, but the Mammoth are a perennial force to be reckoned within the National Lacrosse League. They play at '''Ball Arena''', and tickets are easy to come by (and a relative steal, starting at $10 for single seats).","(39.7485, -105.0074)",wikivoyage,red
2,Glendale Raptors Rugby Club ,39.69925,-104.93496,"Infinity Park, 4599 E. Tennessee Ave., Glendale ",https://www.glendaleraptors.com ,Do,"Rugby union club whose top side competes in Major League Rugby, the USA's latest attempt at a professional league in the sport. The organization also fields women's, developmental men's, and youth teams, some of which play as the Glendale Merlins. Also of note: In 2018, Infinity Park became home to the USA Women's Sevens, a tournament in the World Rugby Women's Sevens Series for national teams in rugby sevens, a variant of union with 7 players per side instead of 15, with halves of 7 minutes instead of 40.","(39.69925, -104.93496)",wikivoyage,red
3,Denver Barbarians Rugby Club ,39.80569,-104.89188,"Dick's Sporting Goods Park, 6000 Victory Way, Commerce City ",https://www.denverbarbariansrugby.com/ ,Do,"The lower-profile but more successful of Denver's two rugby union teams, competing in the U.S. Rugby Super League since 1967 with three championships to their name.","(39.80569, -104.89188)",wikivoyage,red
0,Denver Pioneers ,39.682106,-104.961592,"Ritchie Center, 2240 E. Buchtel Blvd ",https://denverpioneers.com/ ,Do,"The University of Denver (DU), which plays NCAA Division I sports, mostly in the Summit League. With no football program, the highest-profile sports are men's basketball, men's ice hockey (in which it is a traditional powerhouse, playing in the National Collegiate Hockey Conference), and men's lacrosse (an emerging national power in the Big East Conference).","(39.682106, -104.961592)",wikivoyage,red
0,Great Divide Brewing Company ,39.754,-104.9885,2201 Arapahoe St ,http://www.greatdivide.com ,Do,This celebrated local microbrewery is helping make Denver an international destination for beer-lovers. Learn firsthand how they do it. Tours happen Monday-Saturday.,"(39.754, -104.9885)",wikivoyage,red
1,Denver Microbrew Tour ,39.75363,-105.0007481,Denver Downtown ,http://denvermicrobrewtour.com/ ,Do,"Guided walking tour in downtown Denver’s historic LODO (lower downtown) area. The tour includes a brewery tour, beer samplings at several microbreweries, everything you want to know about beer, and local Denver history.","(39.75363, -105.0007481)",wikivoyage,red
2,Let's Roam Denver Brewery Tour ,39.742043,-104.991531,2201 Arapahoe St ,https://www.letsroam.com/bar_hunt/LODO_Denver_Bar_Crawl ,Do,Guided walking tour in downtown Denver's famed Brewery district LoDO. The tour is a fun pub brawl crawl combined brewery tour.,"(39.742043, -104.991531)",wikivoyage,red
0,Elitch Gardens ,39.750556,-105.011111,2000 Elitch Cir ,https://www.elitchgardens.com ,Do_Amusement parks,A huge amusement park with rides and family entertainment.,"(39.750556, -105.011111)",wikivoyage,red
1,Lakeside ,39.78034,-105.05408,4601 Sheridan Blvd ,http://www.lakesideamusementpark.com/ ,Do_Amusement parks,"A throwback from Denver's past, Lakeside is an amusement park like they used to make; without all the corporate branding and commercialism. While it may have a somewhat seedy exterior, Lakeside is still a staple of local kids' upbringings, and remains a fixture of Denver culture as well as a much cheaper alternative to Elitch Gardens. Coaster buffs will squeal with glee over the Cyclone, the park's original 1940 Edward Vettel-designed wood coaster.","(39.78034, -105.05408)",wikivoyage,red
0,Bovine Metropolis Theater ,39.7461,-104.995,1527 Champa St ,http://www.bovinemetropolis.com/ ,Do_Comedy,"Nope, no cows on stage. Just exciting and surprising improv comedy shows five nights a week. All ages.","(39.7461, -104.995)",wikivoyage,red
1,Comedy Works ,39.747,-104.9968,1226 15th St ,http://www.comedyworks.com/ ,Do_Comedy,Laugh it up with local comedians and big name acts. 21 and up.,"(39.747, -104.9968)",wikivoyage,red
0,--,39.7392364,-104.984862,,,Do_Festivals &amp; events,,"(39.7392364, -104.984862)",wikivoyage,red
1,--,39.7392364,-104.984862,,,Do_Festivals &amp; events,,"(39.7392364, -104.984862)",wikivoyage,red
2,--,39.7392364,-104.984862,,,Do_Festivals &amp; events,,"(39.7392364, -104.984862)",wikivoyage,red
3,--,39.7392364,-104.984862,,,Do_Festivals &amp; events,,"(39.7392364, -104.984862)",wikivoyage,red
4,--,39.7392364,-104.984862,,,Do_Festivals &amp; events,,"(39.7392364, -104.984862)",wikivoyage,red
5,--,39.7392364,-104.984862,,,Do_Festivals &amp; events,,"(39.7392364, -104.984862)",wikivoyage,red
6,--,39.7392364,-104.984862,,,Do_Festivals &amp; events,,"(39.7392364, -104.984862)",wikivoyage,red
7,--,39.7392364,-104.984862,,,Do_Festivals &amp; events,,"(39.7392364, -104.984862)",wikivoyage,red
8,--,39.7392364,-104.984862,,,Do_Festivals &amp; events,,"(39.7392364, -104.984862)",wikivoyage,red
9,--,39.7392364,-104.984862,,,Do_Festivals &amp; events,,"(39.7392364, -104.984862)",wikivoyage,red
10,--,39.7392364,-104.984862,,,Do_Festivals &amp; events,,"(39.7392364, -104.984862)",wikivoyage,red
0,Colorado Ballet ,39.7454,-104.9982,Ellie Caulkins Opera House ,http://www.coloradoballet.org/ ,Do_Performing arts,"Founded in 1951, this internationally acclaimed company presents classical and contemporary ballets.","(39.7454, -104.9982)",wikivoyage,red
1,Colorado Symphony ,39.7448,-104.99735,Boettcher Concert Hall ,http://www.coloradosymphony.org ,Do_Performing arts,"The Colorado Symphony Orchestra is an American orchestra established in 1989, as the successor to the Denver Symphony.","(39.7448, -104.99735)",wikivoyage,red
2,Denver Center for the Performing Arts ,39.74446,-104.9991,The Buell Theatre ,http://www.denvercenter.org ,Do_Performing arts,"Spend an evening at the theater watching anything from revivals to world premieres. The center hosts a Tony Award-winning professional resident company, and touring productions.","(39.74446, -104.9991)",wikivoyage,red
3,Opera Colorado ,39.7452,-104.9978,Ellie Caulkins Opera House ,http://www.operacolorado.org/ ,Do_Performing arts,This young company performs classic operas in their downtown venue.,"(39.7452, -104.9978)",wikivoyage,red
0,Mercury Cafe ,39.75076,-104.98533,2199 California St ,http://www.mercurycafe.com/ ,Do_Performing arts,"Highly recommended. This popular restaurant/cafe/event center is a must for any lovers of poetry, theater, or counterculture. Live music almost every night, salsa classes, and more. Particularly recommended Sundays nights, when it hosts Denver's best poetry slam. Often, you might run into well-known names like Andrea Gibson. Check out their schedule for more information.","(39.75076, -104.98533)",wikivoyage,red
0,Bluebird Theater ,39.74036,-104.94835,3317 E Colfax Ave ,http://www.bluebirdtheater.net/ ,Do_Live music,"A beautiful old World War I-era silent movie palace on Colfax Avenue, now repurposed as a music hall where concerts in a variety of genres (primarily rock, but also blues, country, bluegrass and the like) are presented in an intimate setting.","(39.74036, -104.94835)",wikivoyage,red
1,Fillmore Auditorium ,39.74038,-104.97724,1510 Clarkson St , ,Do_Live music,"Capitol Hill is where you'll find what may be the epicenter of Denver's live music scene. This cavernous space is famous for its dual Minors with Adults Liquor License, so if you're underage, you're not necessarily segregated into crappy seats.","(39.74038, -104.97724)",wikivoyage,red
2,hi-dive ,39.71632,-104.98774,7 S Broadway ,http://www.hi-dive.com/ ,Do_Live music,"A small, scruffy bar with character to the hilt, hi-dive is mostly a place to go if you want to check out Denver's local music scene. But it's also made a name for itself as a place rising stars play just before they make it big, so come out to a show here and maybe you can say you ""saw them when....""","(39.71632, -104.98774)",wikivoyage,red
3,Larimer Lounge ,39.75992,-104.98381,2721 Larimer St ,http://larimerlounge.com/ ,Do_Live music,"You can't miss this hipster-friendly club and concert hall in RiNo, with huge, brightly painted Op Art murals covering the whole front of the building. Catch mostly local rock, country, and electronica acts, with a few national touring artists to mix things up, in an ambience that's a lot cleaner and less skeevy than some of the dives around town.","(39.75992, -104.98381)",wikivoyage,red
4,Lion's Lair ,39.73983,-104.96244,2022 E. Colfax Ave ,http://lionslairco.com/ ,Do_Live music,"Famous, or should we say ''in''famous, dive bar in Colfax that's been a gathering place for Denver-area punk, hardcore, and thrash fans since the 80s. The drinks are cheap, the lights are dim, and the ambience is grungy - and that's meant in a good way.","(39.73983, -104.96244)",wikivoyage,red
5,Ogden Theatre ,39.74018,-104.97529,935 E Colfax Ave ,https://www.ogdentheatre.com/ ,Do_Live music,"Like the smaller Bluebird, the Ogden Theatre is another old silent movie house and vaudeville hall that's been repurposed as a music venue. Whatever your favorite genre - rock, hip-hop, R&B, electronica, country - you can probably find a show you like at this affable midsize venue.","(39.74018, -104.97529)",wikivoyage,red
6,Oriental Theater ,39.7769,-105.0437,4335 W 44th Ave ,http://www.theorientaltheater.com ,Do_Live music,"Yet another movie palace turned music venue, the Oriental is the Berkeley neighborhood's destination of choice for everyone from rock and rollers to stand-up comedy fans to arthouse cinephiles.","(39.7769, -105.0437)",wikivoyage,red
0,Denver Broncos ,39.74394,-105.02008,"Empower Field at Mile High, 1701 Bryant St ",http://www.denverbroncos.com ,Do_Sports,The Broncos are among the most successful teams in the [[American Football,"(39.74394, -105.02008)",wikivoyage,red
1,Colorado Avalanche ,39.7489,-105.0076,"Ball Arena, 1000 Chopper Circle ",http://avalanche.nhl.com ,Do_Sports,"In 1995, the erstwhile [[Quebec City","(39.7489, -105.0076)",wikivoyage,red
2,Colorado Rockies ,39.75611,-104.99406,"Coors Field, 2001 Blake St ",http://colorado.rockies.mlb.com ,Do_Sports,Denver's [[Baseball in the United States,"(39.75611, -104.99406)",wikivoyage,red
3,Denver Nuggets ,39.7485,-105.0079,"Ball Arena, 1000 Chopper Circle ",http://www.nba.com/nuggets/ ,Do_Sports,"After decades of disappointment, Denver's [[Basketball in North America","(39.7485, -105.0079)",wikivoyage,red
0,Colorado Rapids ,39.80569,-104.89188,"Dick's Sporting Goods Park, 6000 Victory Way, Commerce City ",http://www.coloradorapids.com/ ,Do_Sports,"A charter member of Major League Soccer, the Colorado Rapids are a consistent draw despite generally middling success on the field. The biggest games of the season see the Rapids face off against their hated rivals, Real [[Salt Lake City","(39.80569, -104.89188)",wikivoyage,red
1,Colorado Mammoth ,39.7485,-105.0074,"Ball Arena, 1000 Chopper Circle ",http://www.coloradomammoth.com/ ,Do_Sports,"They may have only won one Champions' Cup, in 2006, but the Mammoth are a perennial force to be reckoned within the National Lacrosse League. They play at '''Ball Arena''', and tickets are easy to come by (and a relative steal, starting at $10 for single seats).","(39.7485, -105.0074)",wikivoyage,red
2,Glendale Raptors Rugby Club ,39.69925,-104.93496,"Infinity Park, 4599 E. Tennessee Ave., Glendale ",https://www.glendaleraptors.com ,Do_Sports,"Rugby union club whose top side competes in Major League Rugby, the USA's latest attempt at a professional league in the sport. The organization also fields women's, developmental men's, and youth teams, some of which play as the Glendale Merlins. Also of note: In 2018, Infinity Park became home to the USA Women's Sevens, a tournament in the World Rugby Women's Sevens Series for national teams in rugby sevens, a variant of union with 7 players per side instead of 15, with halves of 7 minutes instead of 40.","(39.69925, -104.93496)",wikivoyage,red
3,Denver Barbarians Rugby Club ,39.80569,-104.89188,"Dick's Sporting Goods Park, 6000 Victory Way, Commerce City ",https://www.denverbarbariansrugby.com/ ,Do_Sports,"The lower-profile but more successful of Denver's two rugby union teams, competing in the U.S. Rugby Super League since 1967 with three championships to their name.","(39.80569, -104.89188)",wikivoyage,red
0,Denver Pioneers ,39.682106,-104.961592,"Ritchie Center, 2240 E. Buchtel Blvd ",https://denverpioneers.com/ ,Do_Sports,"The University of Denver (DU), which plays NCAA Division I sports, mostly in the Summit League. With no football program, the highest-profile sports are men's basketball, men's ice hockey (in which it is a traditional powerhouse, playing in the National Collegiate Hockey Conference), and men's lacrosse (an emerging national power in the Big East Conference).","(39.682106, -104.961592)",wikivoyage,red
0,Great Divide Brewing Company ,39.754,-104.9885,2201 Arapahoe St ,http://www.greatdivide.com ,Do_Brewery tours,This celebrated local microbrewery is helping make Denver an international destination for beer-lovers. Learn firsthand how they do it. Tours happen Monday-Saturday.,"(39.754, -104.9885)",wikivoyage,red
1,Denver Microbrew Tour ,39.75363,-105.0007481,Denver Downtown ,http://denvermicrobrewtour.com/ ,Do_Brewery tours,"Guided walking tour in downtown Denver’s historic LODO (lower downtown) area. The tour includes a brewery tour, beer samplings at several microbreweries, everything you want to know about beer, and local Denver history.","(39.75363, -105.0007481)",wikivoyage,red
2,Let's Roam Denver Brewery Tour ,39.742043,-104.991531,2201 Arapahoe St ,https://www.letsroam.com/bar_hunt/LODO_Denver_Bar_Crawl ,Do_Brewery tours,Guided walking tour in downtown Denver's famed Brewery district LoDO. The tour is a fun pub brawl crawl combined brewery tour.,"(39.742043, -104.991531)",wikivoyage,red
0,--,39.7392364,-104.984862,,,Buy,,"(39.7392364, -104.984862)",wikivoyage,red
1,--,39.7392364,-104.984862,,,Buy,,"(39.7392364, -104.984862)",wikivoyage,red
2,LoDo ,0.0,0.0,,,Buy,,"(0, 0)",wikivoyage,red
3,Larimer Square ,39.7482,-104.9999,,"https://www.larimersquare.com/ offers some of the best shopping districts in the city and was one of the first urban shopping concepts, dating back to the 1960s.  The area is full of all kinds of stuff from clothing to furniture.  Check out the district's rich history, as well. The main part is along Larimer Street between 14th and 16th Streets.",Buy,,"(39.7482, -104.9999)",wikivoyage,red
4,--,39.7392364,-104.984862,,,Buy,,"(39.7392364, -104.984862)",wikivoyage,red
0,Angelo's CDs & More ,39.7401,-104.9742,1959 S. Broadway ,https://www.angeloscds.com/ ,Buy,"Eclectic record store offering thousands of new and used vinyl records, CDs, and DVDs.","(39.7401, -104.9742)",wikivoyage,red
1,The Tattered Cover ,39.7398323,-104.956641, ,http://www.tatteredcover.com/ ,Buy,"The area's largest and best-known bookstore, selling new and used books. The bookstore hosts author readings and other educational programs at their two downtown locations.","(39.7398323, -104.956641)",wikivoyage,red
2,The Wizard's Chest ,39.72019,-104.95317,230 Fillmore St ,http://www.wizardschest.com/ ,Buy,Magical toy and costume shop.,"(39.72019, -104.95317)",wikivoyage,red
0,--,39.7392364,-104.984862,,,Buy_Districts,,"(39.7392364, -104.984862)",wikivoyage,red
1,--,39.7392364,-104.984862,,,Buy_Districts,,"(39.7392364, -104.984862)",wikivoyage,red
2,LoDo ,0.0,0.0,,,Buy_Districts,,"(0, 0)",wikivoyage,red
3,Larimer Square ,39.7482,-104.9999,,"https://www.larimersquare.com/ offers some of the best shopping districts in the city and was one of the first urban shopping concepts, dating back to the 1960s.  The area is full of all kinds of stuff from clothing to furniture.  Check out the district's rich history, as well. The main part is along Larimer Street between 14th and 16th Streets.",Buy_Districts,,"(39.7482, -104.9999)",wikivoyage,red
4,--,39.7392364,-104.984862,,,Buy_Districts,,"(39.7392364, -104.984862)",wikivoyage,red
0,Angelo's CDs & More ,39.7401,-104.9742,1959 S. Broadway ,https://www.angeloscds.com/ ,Buy_Specific retailers,"Eclectic record store offering thousands of new and used vinyl records, CDs, and DVDs.","(39.7401, -104.9742)",wikivoyage,red
1,The Tattered Cover ,39.7398323,-104.956641, ,http://www.tatteredcover.com/ ,Buy_Specific retailers,"The area's largest and best-known bookstore, selling new and used books. The bookstore hosts author readings and other educational programs at their two downtown locations.","(39.7398323, -104.956641)",wikivoyage,red
2,The Wizard's Chest ,39.72019,-104.95317,230 Fillmore St ,http://www.wizardschest.com/ ,Buy_Specific retailers,Magical toy and costume shop.,"(39.72019, -104.95317)",wikivoyage,red
0,The Denver Central Market ,39.7593208,-104.9845439,2669 Larimer St , ,Eat,,"(39.7593208, -104.9845439)",wikivoyage,red
0,Illegal Pete's ,39.7509,-104.9999,1530 16th St #101 ,http://www.illegalpetes.com/ ,Eat,"A local favorite hangout with great, cheap burritos. Its patio is directly on the 16th St Mall, making it a great place to people watch.","(39.7509, -104.9999)",wikivoyage,red
1,Olive & Finch ,39.75322,-104.99974,1701 Wynkoop St ,https://www.oliveandfinch.com/location/olive-finch-union-station/ ,Eat,"A small deli counter indoors serves grab and go coffee and sandwiches for the train commuters, while a dozen tables on the patio allow for more relaxed dining. Order at the counter, and staff bring you the food.","(39.75322, -104.99974)",wikivoyage,red
2,Zoe Ma Ma ,39.75257,-105.0009764,1625 Wynkoop St , ,Eat,Chinese street food,"(39.75257, -105.0009764)",wikivoyage,red
0,Sam's No. 3 ,39.7463,-104.9957,1500 Curtis St ,http://samsno3.com/ ,Eat,"Just a block off the 16th Street Mall and across the street from the Denver Center of Performing Arts Complex, this family-owned restaurant has been feeding Denver and its visitors since 1927. Featured on Diners, Drive-ins & Dives for their Famous Kickin' Pork Green Chili, it's not a spot to be missed.","(39.7463, -104.9957)",wikivoyage,red
1,D'Corazon Mexican Restaurant ,39.7501173,-104.9996102,1530 Blake St Unit C , ,Eat,,"(39.7501173, -104.9996102)",wikivoyage,red
2,Wally's Wisconsin Tavern ,39.7483454,-105.0003733, 1417 Market St , ,Eat,Bar & grill.,"(39.7483454, -105.0003733)",wikivoyage,red
3, Denver Döner,39.7437265,-104.990139,480 16th St Mall , ,Eat,,"(39.7437265, -104.990139)",wikivoyage,red
4,Bubu Republic ,39.7432365,-104.9888337,303 16th St Mall #3 , ,Eat,,"(39.7432365, -104.9888337)",wikivoyage,red
5,Lazo Empanadas ,39.7427567,-104.9888991,303 16th St Mall , ,Eat,,"(39.7427567, -104.9888991)",wikivoyage,red
0,Mexico City Lounge ,39.7541843,-104.9911311, 2115 Larimer St, ,Eat,,"(39.7541843, -104.9911311)",wikivoyage,red
1,Denver Ted's Cheesesteaks ,39.7530997,-104.9904628, 2020 Lawrence St Unit A, ,Eat,,"(39.7530997, -104.9904628)",wikivoyage,red
2,La Popular Food Company ,39.7527721,-104.9911964,2033 Lawrence St , ,Eat,,"(39.7527721, -104.9911964)",wikivoyage,red
0,El Taco de Mexico ,39.7276,-104.9983,714 Santa Fe Dr ,http://eltacodemexicodenver.com/ ,Eat,This small Mexican lunch-counter offers many delicious food choices for the adventurous palate.,"(39.7276, -104.9983)",wikivoyage,red
0,Bennie Blanco's ,39.73679,-104.97938,616 E 13th Ave , ,Eat,"Bennie Blanco's is a classic hole-in-the-wall pizza joint, and in this case the phrase is literal. There's no seating, but big, New York-style slices fresh from the oven can be had for as little as $3.00 a slice.","(39.73679, -104.97938)",wikivoyage,red
0,Levən Deli ,39.73543,-104.98968,123 West 12th Avenue ,https://eatleven.com/deli/ ,Eat,"A bakery with wine and a deli counter, or a deli with an active oven?  Either way, the baked goods and sandwiches are excellent. At 11am, the menu switches from breakfast to lunch. Outdoor seating is glorious in warm sunny weather.","(39.73543, -104.98968)",wikivoyage,red
0,Jerusalem ,39.6783,-104.9654,1890 E Evans Ave ,http://www.jerusalemrestaurant.com/ ,Eat,"Open until 3AM, this small but excellent Middle Eastern restaurant offers great no-frills food in a laid-back and hip atmosphere.","(39.6783, -104.9654)",wikivoyage,red
0,Pete's Kitchen ,39.7398,-104.9636,1962 E Colfax Ave ,http://www.petesrestaurants.com/PetesKitchen.html ,Eat,This combination Greek restaurant and short-order diner is open 24 hours a day and has a great Greek salad and French toast. It's a favorite of local celebrities as well.,"(39.7398, -104.9636)",wikivoyage,red
0,Cherry Cricket ,39.7196,-104.9563,2641 E 2nd Ave ,http://cherrycricket.com/ ,Eat,"Once featured on the Travel Channel's ''Man vs. Food'', the Cherry Cricket is known for having a massive variety of toppings to put on your burger, including such oddities as melted peanut butter, fried eggs, and cream cheese.","(39.7196, -104.9563)",wikivoyage,red
0,Far East Center ,39.7102,-105.0258,Federal Blvd , ,Eat,"Several southeast Asian restaurants located in this area offer a wide variety of pho, noodle houses, upscale Vietnamese, dim sum and other Asian cuisines. Pho 95, Pho Duy, Super Star Asian and Saigon Bowl are a few of the places to try in this diverse and delicious culinary corridor.","(39.7102, -105.0258)",wikivoyage,red
0,Blue Bonnet ,39.7081,-104.9879,457 S Broadway ,http://www.bluebonnetrestaurant.com/ ,Eat,"A noisy bar featuring southwest/Tex-Mex in Denver. There is patio seating and two separate dining rooms that are a bit quieter than the main bar. Consistently rated a ""Best of"" in various local polls.","(39.7081, -104.9879)",wikivoyage,red
0,Patzcuaro's Mexican Restaurant ,39.7618,-105.0194,2616 W 32nd Ave ,http://www.patzcuaros.com/ ,Eat,This neighborhood favorite has the most amazing tacos and green chili.,"(39.7618, -105.0194)",wikivoyage,red
1,Azucar Bakery ,39.681637,-104.987232,1886 S Broadway ,http://www.azucarbakery.com ,Eat,"Café, dessert restaurant and bakery. Sit-down area with LavAzza coffee, fruit smoothies, pastries, Inca Kola, tarts, cookies, cupcakes, ice cream.","(39.681637, -104.987232)",wikivoyage,red
2,D Bar Desserts ,39.746,-104.9814,494 E 19th Ave ,http://www.dbardenver.com/ ,Eat,"Dessert is the main course at d Bar, especially with celebrity chef Keegan Gerhard making the delectable desserts. The menu does includes savory items as well as Allegro Coffee to go with your sweets.","(39.746, -104.9814)",wikivoyage,red
3,Empress Seafood ,39.7113,-105.0234,2825 W Alameda Ave ,http://www.theempressrestaurant.com/ ,Eat,Empress has long been the queen of dim-sum and affordable yet flavorful seafood selections from all over Asia.,"(39.7113, -105.0234)",wikivoyage,red
4,Imperial Chinese ,39.7091,-104.988,431 S Broadway ,http://www.imperialchinesedenver.com/ ,Eat,The Imperial is Denver's premier Chinese restaurant and has been since the 1990s.,"(39.7091, -104.988)",wikivoyage,red
5,Snooze ,39.7555,-104.989,2262 Larimer St ,http://www.snoozeeatery.com/ ,Eat,"Inventive, trendy (and ''really good'') breakfast is the show-stopper at the east edge of LoDo, and you can expect the place to get extremely crowded on weekends. The thick, rich hot chocolate is definitely worth ordering.","(39.7555, -104.989)",wikivoyage,red
6,--,39.7392364,-104.984862,,,Eat,,"(39.7392364, -104.984862)",wikivoyage,red
7,India Express Denver ,0.0,0.0,"727 Colorado Blvd C, Denver, CO 80206 ",https://myindiaexpress.com ,Eat,"Indian restaurant with a wide range of gluten-free, dairy-free, and vegan options. Dishes include butter chicken, tikka masala, biryani, and several vegetarian choices. Spice levels range from mild to hot. Featured on Visit Denver. Mid-range, near Cherry Creek North.","(0, 0)",wikivoyage,red
0,TAG ,39.748,-104.9992,1441 Larimer St ,http://www.tag-restaurant.com/ ,Eat,"Continental food, house-made tonic for drinks.","(39.748, -104.9992)",wikivoyage,red
1,Barolo Grill ,39.7255,-104.9513,3030 E 6th Ave ,http://barologrilldenver.com/ ,Eat,Decadent Italian.,"(39.7255, -104.9513)",wikivoyage,red
2,Buckhorn Exchange ,39.7322,-105.005,1000 Osage St ,http://www.buckhorn.com/ ,Eat,"Denver's oldest restaurant, from 1893, played host to famous guest after famous guest, arguably starting with one President Teddy Roosevelt in 1905. Without a doubt, this is as touristy as it gets, but it is nonetheless absolutely worth a visit. Famous for its game meat, both prosaic and rare, the buffalo tenderloin is exceptional, but more adventurous palates can go after the rattlesnake dip, alligator tail, ostrich medallions, or even yak steak! (Call ahead to check ostrich and yak availability.) The place is ''saturated'' in Old West kitsch, aging wood, and animal heads, and Th-Sa nights Roz Brown stops by to croon old cowboy tunes accompanied by his autoharp.","(39.7322, -105.005)",wikivoyage,red
3,Venice Ristorante ,39.7528,-104.9994,1700 Wynkoop St ,http://veniceristorante.com/ ,Eat,"Amazing, authentic Italian. Very expensive. Very romantic. Very good. Reservations highly recommended.","(39.7528, -104.9994)",wikivoyage,red
4,Urban Farmer ,39.75283,-104.99816,1659 Wazee St ,https://www.urbanfarmersteakhouse.com/location/urban-farmer-denver/ ,Eat,"This is a most curious hybrid: a committee steakhouse with serious, delicious vegan options on the menu. High quality with a price to suit. In a heritage building, for which the city tacks a small maintenance charge onto your bill. Outdoor tables along Wazee Street are pleasant when the weather cooperates.","(39.75283, -104.99816)",wikivoyage,red
5,The Wolf's Tailor ,39.7728,-105.0111,4058 Tejon St ,https://www.thewolfstailor.com/ ,Eat,"This Michelin-starred restaurant puts a lot of care into a sustainable, seasonal chef's tasting menu. The chef's menu is the only offering. Seating indoors or in a small garden outdoors.","(39.7728, -105.0111)",wikivoyage,red
0,The Denver Central Market ,39.7593208,-104.9845439,2669 Larimer St , ,Eat_Food markets,,"(39.7593208, -104.9845439)",wikivoyage,red
0,Illegal Pete's ,39.7509,-104.9999,1530 16th St #101 ,http://www.illegalpetes.com/ ,Eat_Budget,"A local favorite hangout with great, cheap burritos. Its patio is directly on the 16th St Mall, making it a great place to people watch.","(39.7509, -104.9999)",wikivoyage,red
1,Olive & Finch ,39.75322,-104.99974,1701 Wynkoop St ,https://www.oliveandfinch.com/location/olive-finch-union-station/ ,Eat_Budget,"A small deli counter indoors serves grab and go coffee and sandwiches for the train commuters, while a dozen tables on the patio allow for more relaxed dining. Order at the counter, and staff bring you the food.","(39.75322, -104.99974)",wikivoyage,red
2,Zoe Ma Ma ,39.75257,-105.0009764,1625 Wynkoop St , ,Eat_Budget,Chinese street food,"(39.75257, -105.0009764)",wikivoyage,red
0,Sam's No. 3 ,39.7463,-104.9957,1500 Curtis St ,http://samsno3.com/ ,Eat_Budget,"Just a block off the 16th Street Mall and across the street from the Denver Center of Performing Arts Complex, this family-owned restaurant has been feeding Denver and its visitors since 1927. Featured on Diners, Drive-ins & Dives for their Famous Kickin' Pork Green Chili, it's not a spot to be missed.","(39.7463, -104.9957)",wikivoyage,red
1,D'Corazon Mexican Restaurant ,39.7501173,-104.9996102,1530 Blake St Unit C , ,Eat_Budget,,"(39.7501173, -104.9996102)",wikivoyage,red
2,Wally's Wisconsin Tavern ,39.7483454,-105.0003733, 1417 Market St , ,Eat_Budget,Bar & grill.,"(39.7483454, -105.0003733)",wikivoyage,red
3, Denver Döner,39.7437265,-104.990139,480 16th St Mall , ,Eat_Budget,,"(39.7437265, -104.990139)",wikivoyage,red
4,Bubu Republic ,39.7432365,-104.9888337,303 16th St Mall #3 , ,Eat_Budget,,"(39.7432365, -104.9888337)",wikivoyage,red
5,Lazo Empanadas ,39.7427567,-104.9888991,303 16th St Mall , ,Eat_Budget,,"(39.7427567, -104.9888991)",wikivoyage,red
0,Mexico City Lounge ,39.7541843,-104.9911311, 2115 Larimer St, ,Eat_Budget,,"(39.7541843, -104.9911311)",wikivoyage,red
1,Denver Ted's Cheesesteaks ,39.7530997,-104.9904628, 2020 Lawrence St Unit A, ,Eat_Budget,,"(39.7530997, -104.9904628)",wikivoyage,red
2,La Popular Food Company ,39.7527721,-104.9911964,2033 Lawrence St , ,Eat_Budget,,"(39.7527721, -104.9911964)",wikivoyage,red
0,El Taco de Mexico ,39.7276,-104.9983,714 Santa Fe Dr ,http://eltacodemexicodenver.com/ ,Eat_Budget,This small Mexican lunch-counter offers many delicious food choices for the adventurous palate.,"(39.7276, -104.9983)",wikivoyage,red
