,itemLabel,lat,lon,address,url,thingLabel,description,fetched_coordinates,tier,color
13,Someshwara Temple ,12.9778793,77.6246697,Halasuru , ,See_Places of worship_Temples,"Temple dedicated to Lord Shiva, is one of the oldest temples of the City. The inner sanctum santorum is said to have been built in the 8th century by the Cholas who ruled this place, the outer Praharam during the Hoysalas of the 11th century while the front hall construction and the Gopuram during the Vijayanagar Empire of the 15th century. The structure resembles the various changes the temple has gone through during the period with major additions and renovations done for preserving the temple.","(12.9778793, 77.6246697)",wikivoyage,red
14,Shiva Temple ,12.9581,77.65664,Old Airport Rd ,http://shivmandir.org.in ,See_Places of worship_Temples,"This temple has a massive monolith of Lord Shiva in the middle of an artificial pool. There is a cave-like walkthrough behind the statue. It is extremely crowded on the festival of Maha Shivaratri. One can't see or feel any kind of Bhakti in this temple, because at each move inside the temple there will be a person collecting money which creates such a disturbance for the concentration on Bhakti. On each step the devotees will be concentrating on the money boxes (Hundi in Kannada), and people standing to ask money as offerings.","(12.9581, 77.65664)",wikivoyage,red
15,Shree Guruvayurappan Temple ,0.0,0.0, , ,See_Places of worship_Temples,A Kerala style temple located in Kanakapura Road. A small and nice temple which gives a great vibration of peace and tranquility. Only traditional attire is allowed to enter the sanctum (dhotis for men and sarees for women).,"(0, 0)",wikivoyage,red
16,Sri Raja Rajeshwari Temple ,0.0,0.0, , ,See_Places of worship_Temples,"A famous temple dedicated to Goddess Parvathi (RajaRajeshwari). It was built by a renowned spiritual guru, Sri Sri Sri Tiruchi Mahaswaigal. Built in the ancient style with stones, the temple is very spacious. One can feel the peace and satisfaction when visited. Week ends are very crowded.","(0, 0)",wikivoyage,red
0,Holy Trinity Church ,12.972118,77.620622, , ,See_Places of worship_Churches,"This church is a major landmark in Bangalore. It was built in 1851, for the British Regiment stationed in Bangalore. Built-in the English Renaissance style, the church can accommodate 700 people and is regarded as the largest ""military"" church in southern India. It has a congregation of over 450 families.","(12.972118, 77.620622)",wikivoyage,red
1,St. Mary's Basilica ,12.984417,77.60425, ,http://www.stmarysbasilica.in/ ,See_Places of worship_Churches,"The oldest church in Bangalore, and the only church in the state which has been elevated to the status of a minor basilica. It is famous for the festivities held during the St. Mary's Feast in the month of September each year, an event that attracts devotees from in and around Bangalore. The basilica is built in Gothic style with arches, ornamental motifs and stained glass windows. Multiple columns and tall spires of the basilica can be seen from quite a distance. The stained glass windows were removed during World War II and were subsequently restored in 1947.","(12.984417, 77.60425)",wikivoyage,red
0,Lalbagh Botanical Garden ,12.95,77.59, , ,See_Botanical and zoological gardens,"Built during the reigns of Hyder Ali and Tipu Sultan, the botanical garden is home to numerous wild species of birds and other wildlife. The garden also has a lake adjoining a large rock is home to some water birds. Flower shows are conducted every year during the week of Republic Day (26 January) and Independence Day (15 August) to educate people about the variety of flora and develop public interest in plant conservation and cultivation.","(12.95, 77.59)",wikivoyage,red
1,Mahatma Gandhi Botanical Garden ,13.0822,77.57627, , ,See_Botanical and zoological gardens,,"(13.0822, 77.57627)",wikivoyage,red
0,Bangalore Town Hall ,12.9645826,77.5858924,112 JC Road , ,Do,A neoclassical building. The structure features a flight of steps leading to the entrance porch resting on Tuscan columns with identical columns extending on either sides. The auditorium has two floors with a total capacity of 810 seats.,"(12.9645826, 77.5858924)",wikivoyage,red
1,Jawaharlal Nehru Planetarium ,12.98486,77.58954,"Bangalore Association for Science Education, Sri T. Choudaiah Road, High Grounds ",http://www.taralaya.org/ ,Do,"A very good planetarium for adults and children alike. Shows are offered in Kannada and English. Each show is about 30 minutes long. There are about 200 seats available for each show. A ticket can be used only for the show mentioned on the ticket, and is non-refundable if you miss that show.","(12.98486, 77.58954)",wikivoyage,red
0,Bangalore Town Hall ,12.9645826,77.5858924,112 JC Road , ,Do_Indoor activities,A neoclassical building. The structure features a flight of steps leading to the entrance porch resting on Tuscan columns with identical columns extending on either sides. The auditorium has two floors with a total capacity of 810 seats.,"(12.9645826, 77.5858924)",wikivoyage,red
1,Jawaharlal Nehru Planetarium ,12.98486,77.58954,"Bangalore Association for Science Education, Sri T. Choudaiah Road, High Grounds ",http://www.taralaya.org/ ,Do_Indoor activities,"A very good planetarium for adults and children alike. Shows are offered in Kannada and English. Each show is about 30 minutes long. There are about 200 seats available for each show. A ticket can be used only for the show mentioned on the ticket, and is non-refundable if you miss that show.","(12.98486, 77.58954)",wikivoyage,red
0,--,0.0,0.0,,,Do_Outdoor activities and sports,,"(0, 0)",wikivoyage,red
1,--,0.0,0.0,,,Do_Outdoor activities and sports,,"(0, 0)",wikivoyage,red
2,--,0.0,0.0,,,Do_Outdoor activities and sports,,"(0, 0)",wikivoyage,red
3,Cycling ,0.0,0.0, ,http://www.artofbicycletrips.com ,Do_Outdoor activities and sports,"Art of Bicycle Trips organizes bicycle tours in and around Bangalore. The tours combine cycling with Indian art, culture and heritage.","(0, 0)",wikivoyage,red
4,--,0.0,0.0,,,Do_Outdoor activities and sports,,"(0, 0)",wikivoyage,red
5,--,0.0,0.0,,,Do_Outdoor activities and sports,,"(0, 0)",wikivoyage,red
6,Sports clubs ,0.0,0.0, , ,Do_Outdoor activities and sports,"The Koramangala Club in Koramangala, and the Swimming club at the National Games Village (NGV), have facilities such as swimming pools and tennis courts.","(0, 0)",wikivoyage,red
7,Trash Trail ,12.971062,77.643381,Daily Dump ,http://dailydump.org/learn/ ,Do_Outdoor activities and sports,"On this journey through the story of waste, you will meet people who silently clean up and transform all the stuff we throw away. In the process, you will visit places you haven't imagined existed!","(12.971062, 77.643381)",wikivoyage,red
8,Ultimate Frisbee ,0.0,0.0, ,http://www.learningtofly.in ,Do_Outdoor activities and sports,"Although in a nascent stage, Ultimate Frisbee games are held on Tu Th Sa mornings starting 6:30AM. The teams comprise of players of all skill levels.","(0, 0)",wikivoyage,red
0,Chinnaswamy Stadium ,12.9788,77.5996,Mahatma Gandhi Rd , ,Do_Parks and stadiums,"With a capacity of 40,000, this is the home of the Indian Premier League (IPL) team Royal Challengers Bangalore (RCB), which has a large and loud following. IPL season typically is March to May every year, matches are played in the evenings and last around 3 hours. Scour the daily newspapers for ticket information - tickets sell out a week before.","(12.9788, 77.5996)",wikivoyage,red
1,Cubbon Park ,12.975,77.593333, ,http://www.horticulture.kar.nic.in/cubbon.htm ,Do_Parks and stadiums,"A nice forested area in the city centre. The entrance from Queen's Statue forms the tourist attraction owing to the presence of the Government Aquarium and Bal Bhavan, a play area for kids. '''Puttaani Express''' a small toy train for kids, runs inside the Bal Bhavan attracts kids from far and near. For attractions around the park, see the [[#Cubbon Park area","(12.975, 77.593333)",wikivoyage,red
2,Dodda Alada Mara ,12.9094,77.3956, , ,Do_Parks and stadiums,A giant 400-year-old Banyan tree about {{km,"(12.9094, 77.3956)",wikivoyage,red
3,Hebbal Lake ,13.046667,77.586667, , ,Do_Parks and stadiums,One of the three lakes created in 1537 during the rule of Kempe Gowda.,"(13.046667, 77.586667)",wikivoyage,red
4,HMT Area ,13.0456,77.55641,BEL Junction , ,Do_Parks and stadiums,This area is dotted with parks and green layouts. Examples are General Ayyappa Park and Kittur Rani Chennamma Park. The J.P.Park is nearby. Lodges are available at Mathikere and Jalahalli.,"(13.0456, 77.55641)",wikivoyage,red
5,J. P. Park ,13.03475,77.55057,"Mathikere, Near Yashwanthpur Railway Station ", ,Do_Parks and stadiums,"The third largest park in Bangalore, covering 85 acres. There are many statues of animals and provision for children's' games. The park includes four lakes, 25 acres of lawns, over 250 varieties of trees and shrubs (including select exotic and aquatic species, and a nursery), a nature centre, an exhibition plaza, and an amphitheatre.","(13.03475, 77.55057)",wikivoyage,red
6,--,0.0,0.0,,,Do_Parks and stadiums,,"(0, 0)",wikivoyage,red
7,Sankey Tank ,13.00991,77.57479, , ,Do_Parks and stadiums,A pleasant lake,"(13.00991, 77.57479)",wikivoyage,red
8,Sree Kanteerava Stadium ,12.969556,77.593469, , ,Do_Parks and stadiums,,"(12.969556, 77.593469)",wikivoyage,red
9,Ulsoor Lake ,12.981472,77.619214, , ,Do_Parks and stadiums,"One of the biggest lakes in Bangalore, and it and has several islands. There's a watch tower on Ulsoor Lake with a Chinese bell.","(12.981472, 77.619214)",wikivoyage,red
0,Aero India ,13.135833,77.6075, ,http://www.aeroindia.in ,Do_Fairs &amp; exhibitions,"Held in the second week of February every alternate year (the next one is in 2025), this is Asia's premier air show. Spanning 5 days but open to the public only on the last 3 days (F-Su), the show at Yelahanka Air Force Base in the northern part of Bangalore comprises a defence exhibition and air show. Fighter jets from around the world are on flying and on static display. Normally, there are two air shows every day - one in the morning and the other in the afternoon. Tickets can be purchased online or at select outlets - scan the newspapers for more information. (Purchasing a ticket at outlets requires you to show a photo identification and tickets are non-transferable. For the 2011 edition, Pakistani nationals were not permitted to register via the website.).","(13.135833, 77.6075)",wikivoyage,red
1,Chitra Santhe (Paintings market) ,12.99053,77.58234, , ,Do_Fairs &amp; exhibitions,"An annual exhibition, held on the first Sunday of every year in January, the Chitra Santhe on Kumara Krupa Road (near Golf Course) brings together artists from all across Karnataka. Paintings, pottery, and sculpture are all on an exhibition-cum-sale. The road is closed for traffic on that day, making it possible to have a leisurely stroll, admiring and buying the items. Prices range from ₹100-20,000. Bargaining is recommended, but not too hard. Pay a fair price. (Credit cards and foreign currency are rarely accepted, so carry sufficient cash in Indian currency).","(12.99053, 77.58234)",wikivoyage,red
2,Kadlekai Parishe (Peanut fair) ,12.945,77.56786, , ,Do_Fairs &amp; exhibitions,"Every year, sometime during the months of Nov-Dec, the area around Bull Temple Road in South Bangalore hosts a peanut fair. Centuries ago, the villages in and around this area used to cultivate peanuts and the custom was to dedicate the first crop to Nandi (the Bull at the temple). Although the villages of yore are today residential areas, the tradition continues as peanut farmers congregate to sell their crop. The 2 day traditional fair has many stalls that sell peanuts, trinkets, bangles, pottery, dolls etc. There are also a number of food stalls.","(12.945, 77.56786)",wikivoyage,red
3,Flower Show (Biannual) ,0.0,0.0,, ,Do_Fairs &amp; exhibitions,"A bi-annual affair at Lalbagh Botanical Gardens Bangalore, during the Independence Day (August 15th) & Republic Day (January 26th). Various companies display their floral exhibits in this period, normally held from a week before the above mentioned days. Main epicentre would be a Rose arrangement representing a theme, or a heritage structure, which attracts major crowd from around Bangalore.","(0, 0)",wikivoyage,red
4,Mango Mela ,0.0,0.0, , ,Do_Fairs &amp; exhibitions,"An annual affair, during the beginning of the summer season, the season for the king of fruits. Normally, Mangoes (raw & ripe), cultivated in the Bangalore rural districts as well as neighbouring Kolar and Chikballapur districts are brought and kept for show as well as sale during this period, at Lalbagh Botanical Gardens. A must visit for mango fans.","(0, 0)",wikivoyage,red
0,Concerts at Bengaluru Palace Grounds ,0.0,0.0, , ,Do_Arts and theatre,"Check the local listings to see if any concerts are happening. Most international acts happen at Bengaluru Palace Grounds and the venue has hosted Metallica, The Rolling Stones, Bryan Adams, Iron Maiden, Deep Purple, Joe Satriani, Mark Knopfler, Aerosmith, Sting, Uriah Heep, Lamb of God, Megadeth, Machinehead, Scorpions among others.","(0, 0)",wikivoyage,red
1,Rangashankara ,0.0,0.0,"36/2, 8th Cross, J.P. Nagar, 2nd Phase ",http://www.rangashankara.org ,Do_Arts and theatre,"Many local groups perform here, although more often shows are presented by traveling groups touring India. Quality of the performances varies, but most plays are worth seeing, especially the ones by Indian playwrights or directors, as they can show you an Indian (or non-western) perspective. Shows are in various languages, so it is a good idea to double-check whether the play is in English before buying or reserving (blocking) tickets. Tickets cost ₹45–100.","(0, 0)",wikivoyage,red
0,Cinemax ,0.0,0.0, ,http://www.cinemax.co.in/ ,Do_Movies,,"(0, 0)",wikivoyage,red
1,Cinepolis ,0.0,0.0,"Royal Meenakshi Mall, Bannerghatta Rd; ETA Mall, Binny Pete; Forum Shantiniketan, Whitefield ", ,Do_Movies,,"(0, 0)",wikivoyage,red
2,Gopalan Cinemas ,0.0,0.0,"Arch Mall, Mysore Rd, ",http://gopalanmall.com/ ,Do_Movies,"Gopalan Mall, Mysore Road; Gopalan Mall, Near Jayadeva Hospital, Bannerghatta Road ; Gopalan Mal;, Old Madras Road, Near Baiyappanhalli Metro Station","(0, 0)",wikivoyage,red
3,Inox theatre ,0.0,0.0,"Bangalore Central, JP Nagar, Fame Cinemas, MG Road, Forum Value Mall, Whitefield, Garuda Mall, Magrath Road, Lido Mall, Ulsoor, Mantri Square, Malleshwaram, Garuda Swagath Mall, Jayanagar ",http://www.inoxmovies.com/ ,Do_Movies,,"(0, 0)",wikivoyage,red
4,PVR Cinemas ,0.0,0.0,"Forum Mall, Koramangala, Orion Mall, Malleshwaram, The Phoenix Market City Mall, Whitefield; Vega Mall, JD Mara signal ",http://www.pvrcinemas.com/ ,Do_Movies,,"(0, 0)",wikivoyage,red
0,The 5th Element ,12.9488544,77.640002,Inner Ring Rd ,http://www.thefifthelement.in ,Do_Spa &amp; massage,"Spa. All practitioners are from Thailand and offer authentic Thai massage, scrubs, and wraps.","(12.9488544, 77.640002)",wikivoyage,red
1,Aroma Home Spa ,0.0,0.0,"Brookefields, ITPL Main Rd ",http://www.aromahomespa.com ,Do_Spa &amp; massage,Natural eco-friendly products in use. Hydro therapy massage in addition to therapies suited to individual needs.,"(0, 0)",wikivoyage,red
2,Ayur Sukha ,0.0,0.0, ,http://www.ayursukha.com/l_banglore.html ,Do_Spa &amp; massage,"Very nice, clean and professional spa in a nice neighborhood. 1 hr basic Ayurvedic treatment (massage and steam) is about ₹1,000.","(0, 0)",wikivoyage,red
3,SPA.ce ,12.9817058,77.5987234,Cunningham Rd ,http://www.spacethespa.com ,Do_Spa &amp; massage,"Run by an expat Brit offers a variety of massages, scrubs, and facials.","(12.9817058, 77.5987234)",wikivoyage,red
4,Sundaythespa ,0.0,0.0,"No.627/628, 5th Cross Road, 15th Main, 80 Feet Road, 4th Block, Koramangala Layout ",http://www.sundaythespa.com ,Do_Spa &amp; massage,"Incorporates Ayurvedic, Indian and East Asian practices, offers professional services by well-trained staff.","(0, 0)",wikivoyage,red
0,--,0.0,0.0,,,Buy,,"(0, 0)",wikivoyage,red
1,Bannerghatta Road ,12.91112,77.6001, , ,Buy,"Grasshopper is a space that exhibits clothing designs from the most experimental designers in India and also showcases other ideas - lighting design, products, theatre, music - an open space for expression! If that's too boring, you can keep driving and you have a thousand ways that you can take to enjoy the wildlife and the myriad reservoirs strewn across the area - you can still find your very own private haven.","(12.91112, 77.6001)",wikivoyage,red
2,Brigade Road/M.G. Road ,12.9752,77.60817, , ,Buy,"The most popular place for tourists. These two roads are filled with shops of every kind, whether it be traditional handicrafts or the latest western wear (this is especially true for Brigade Road). Brigade Road, where British soldiers used to buy their necessities, is now the centre of yuppie Bangalore; you'll see hordes of college students on the road any time of day or night. Stores on Brigade Road include: Planet M (a huge music store with everything), Tommy Hilfiger, Louis Phillipe, Pepe Jeans, Levis, Lee, SanFrisco Jeans, Nike, and Titan (great Indian made watches). There are also many eateries on Brigade road and on the side roads that lead off it. Fast food outlets include KFC (right at the entrance), Pizza Hut (at the other end of the road), and many cafes including the Indian coffee chain Cafe Coffee Day. Also includes a tattoo studio. M.G. Road is short for Mahatma Gandhi road.","(12.9752, 77.60817)",wikivoyage,red
3,Commercial Street ,12.98219,77.60824, , ,Buy,"A legacy of the British is another shopping mecca that sells international brands (similar to Brigade road) alongside locally produced items. Commercial Street has more of a bazaar feel than Brigade Road. In addition, it is famous for its body piercing centres. The price of goods here is very competitive and it is a great place to pick a bargain.","(12.98219, 77.60824)",wikivoyage,red
4,Sampige Road ,0.0,0.0, , ,Buy,"The heart of Malleswaram district, connecting Sheshadripuram to IISc. Sampige Road is around {{km","(0, 0)",wikivoyage,red
0,--,0.0,0.0,,,Buy_Shopping districts,,"(0, 0)",wikivoyage,red
1,Bannerghatta Road ,12.91112,77.6001, , ,Buy_Shopping districts,"Grasshopper is a space that exhibits clothing designs from the most experimental designers in India and also showcases other ideas - lighting design, products, theatre, music - an open space for expression! If that's too boring, you can keep driving and you have a thousand ways that you can take to enjoy the wildlife and the myriad reservoirs strewn across the area - you can still find your very own private haven.","(12.91112, 77.6001)",wikivoyage,red
2,Brigade Road/M.G. Road ,12.9752,77.60817, , ,Buy_Shopping districts,"The most popular place for tourists. These two roads are filled with shops of every kind, whether it be traditional handicrafts or the latest western wear (this is especially true for Brigade Road). Brigade Road, where British soldiers used to buy their necessities, is now the centre of yuppie Bangalore; you'll see hordes of college students on the road any time of day or night. Stores on Brigade Road include: Planet M (a huge music store with everything), Tommy Hilfiger, Louis Phillipe, Pepe Jeans, Levis, Lee, SanFrisco Jeans, Nike, and Titan (great Indian made watches). There are also many eateries on Brigade road and on the side roads that lead off it. Fast food outlets include KFC (right at the entrance), Pizza Hut (at the other end of the road), and many cafes including the Indian coffee chain Cafe Coffee Day. Also includes a tattoo studio. M.G. Road is short for Mahatma Gandhi road.","(12.9752, 77.60817)",wikivoyage,red
3,Commercial Street ,12.98219,77.60824, , ,Buy_Shopping districts,"A legacy of the British is another shopping mecca that sells international brands (similar to Brigade road) alongside locally produced items. Commercial Street has more of a bazaar feel than Brigade Road. In addition, it is famous for its body piercing centres. The price of goods here is very competitive and it is a great place to pick a bargain.","(12.98219, 77.60824)",wikivoyage,red
4,Sampige Road ,0.0,0.0, , ,Buy_Shopping districts,"The heart of Malleswaram district, connecting Sheshadripuram to IISc. Sampige Road is around {{km","(0, 0)",wikivoyage,red
0,Bengaluru Central ,12.97345,77.61125,Residency Road , ,Buy_Shopping malls,Bengaluru Central is more of a large department store than a mall with separate retailers.,"(12.97345, 77.61125)",wikivoyage,red
1,Forum Mall ,12.93459,77.61126, , ,Buy_Shopping malls,"One of the well-known malls in Bangalore in an upscale suburb. Stores range from high international brands to traditional Indian Khadi clothing at the Khadder. The top floor of the mall contains an 11-screen cinema. For eating there is fast food and world cuisines including: Chinese, Vietnamese, Mexican and Italian and Indian. The PVR Cinema hall is here too.","(12.93459, 77.61126)",wikivoyage,red
2,Garuda Mall ,12.97004,77.60968, , ,Buy_Shopping malls,On the corner of McGrath and Commissariat Roads.,"(12.97004, 77.60968)",wikivoyage,red
3,Gandhi Bazaar ,12.94594,77.57058, , ,Buy_Shopping malls,"One of the oldest shopping areas in Bangalore, Gandhi Bazaar stretches for a short kilometer or so, bordered on both sides by shops selling everything from saris and clothes to plastics and kitchen utensils, fronted by vegetable and fruit stalls.","(12.94594, 77.57058)",wikivoyage,red
4,Jayanagar Shopping Complex ,12.9295,77.58451, , ,Buy_Shopping malls,"From antique jewellery stores, the authentic gold jewelry stores, saree stores, sweet meat stores, classic Iyengar bakeries, dress stores, and food stores that sell fresh vegetables, fruits, meat, and butter. Most of the products are comparatively cheap and are often value for money.","(12.9295, 77.58451)",wikivoyage,red
5,Lifestyle ,12.96683,77.61172, , ,Buy_Shopping malls,"A two-story store on Victoria Road in the heart of the new mall shopping district. This was one of the most coveted stores until the malls came along. It's an easy place to go shopping when you don't want too many options to confuse you or when you're tired and don't want to visit too many shops - you can get everything under one roof here. Good for clothes, cosmetics, watches, jewellery, shoes etc. You also get stylish furniture and other home and living items for a decent price.","(12.96683, 77.61172)",wikivoyage,red
6,Mantri Square ,12.99225,77.570333,Malleswaram ,http://www.mantrisquare.com ,Buy_Shopping malls,,"(12.99225, 77.570333)",wikivoyage,red
7,Marathahalli Main Road and Factory Outlets ,0.0,0.0, , ,Buy_Shopping malls,"Some distance from central Bangalore (although not difficult to reach) is Marathahalli (a village in a previous life). The main road of this suburb is now a haven for factory outlets for all major brands. You can expect prices here to be cheaper than in the malls, at least 20-30% price difference but can be up to 50% cheaper when it comes to some of the major denim brands. As if India wasn't cheap enough. Although this is the best place to go to for factory outlet shopping, there are smaller factory outlets scattered across the city. Also look out for sales held by the major brands to get rid of end of season stock (again end of summer or end of monsoon), these are usually advertised in newspapers or look for signs posted on major roads.","(0, 0)",wikivoyage,red
8,Metro shopping mall ,0.0,0.0, , ,Buy_Shopping malls,,"(0, 0)",wikivoyage,red
9,Phoenix Marketcity ,12.996923,77.696862, , ,Buy_Shopping malls,"It is the largest mall in Bangalore by area. There is something for everyone in this mall. This mall has many upscale restaurants, electronic shops, bookstores, toy stores and a large selection of clothes, cosmetics, shoes, etc.","(12.996923, 77.696862)",wikivoyage,red
10,Safina Plaza ,12.97977,77.60696, , ,Buy_Shopping malls,"The sale capital of Bangalore, on Infantry Road. Every week there is sale going on of any type. One week it might be home furnishings and the next men's wear. Good place to find some bargains. Many exhibitions are also held here, although there are retailers here too. So for quiet shopping come here (much less crowded than the other malls). Its best to visit during end of season sales (summer, monsoon) or during festivals (New Year, Christmas, Ganesh Chaturthi).","(12.97977, 77.60696)",wikivoyage,red
0,KR Market ,12.96563,77.57636, , ,Buy_Markets,The city's largest vegetable and fruit market is in the heart of the city,"(12.96563, 77.57636)",wikivoyage,red
0,C. Krishniah Chetty & Sons ,0.0,0.0,2-1 Main Cross Rd ,http://www.ckcsons.com ,Buy_Individual stores,{{convert,"(0, 0)",wikivoyage,red
1,C. Krishniah Chetty & Sons-The Heritage Store ,12.9820126,77.6086888,35 & 36 Commercial St ,http://www.ckcsons.com ,Buy_Individual stores,Dedicated to gold and silver.,"(12.9820126, 77.6086888)",wikivoyage,red
2,Giantti Luxury Ensemble ,0.0,0.0, , ,Buy_Individual stores,Diamond & gold jewellery along with silver articles and idols.,"(0, 0)",wikivoyage,red
3,--,0.0,0.0,,,Buy_Individual stores,,"(0, 0)",wikivoyage,red
0,C. Krishniah Chetty & Sons ,0.0,0.0,2-1 Main Cross Rd ,http://www.ckcsons.com ,Buy_Individual stores_Jewellery,{{convert,"(0, 0)",wikivoyage,red
1,C. Krishniah Chetty & Sons-The Heritage Store ,12.9820126,77.6086888,35 & 36 Commercial St ,http://www.ckcsons.com ,Buy_Individual stores_Jewellery,Dedicated to gold and silver.,"(12.9820126, 77.6086888)",wikivoyage,red
2,Giantti Luxury Ensemble ,0.0,0.0, , ,Buy_Individual stores_Jewellery,Diamond & gold jewellery along with silver articles and idols.,"(0, 0)",wikivoyage,red
3,--,0.0,0.0,,,Buy_Individual stores_Jewellery,,"(0, 0)",wikivoyage,red
0,The Cauvery Arts & Crafts Emporium ,0.0,0.0,45 MG Rd , ,Buy_Individual stores_Handicrafts,"A large store, offering a wide selection of some of Karnataka's best hand made products. The carvings made of [[Mysore]] sandalwood are an especially good buy.","(0, 0)",wikivoyage,red
1,Central Cottage Industries Emporium ,12.9755264,77.6067902,MG Rd , ,Buy_Individual stores_Handicrafts,"A government run store promoting traditional Indian hand crafts. The CCIE has major outlets in New [[Delhi]], [[Mumbai]], [[Kolkata]], Bangalore and [[Chennai]].","(12.9755264, 77.6067902)",wikivoyage,red
2,Miras Carpet Industries ,0.0,0.0,"No.7, Ground Floor, Suryodai Complex, Old Airport Rd, Kodihalli ",https://www.mirascrafts.com/ ,Buy_Individual stores_Handicrafts,"Manufacturers and exporters of carpets, rugs, kilims, Indian handicrafts, jewellery, pashmina shawls, cashmere scarfs, silk sarees, etc. Claims to be the biggest dealer of Oriental carpets and rugs in Bangalore, selling high quality and ""locally priced"" wares. Valet car parking available.","(0, 0)",wikivoyage,red
3,Chandi - The Divine Gallery ,12.9755264,77.6067902,MG Rd , ,Buy_Individual stores_Handicrafts,"Specialising in Indian divine figures in all mediums. Claims to have the biggest collection of Ganeshas in town. High-quality and locally-priced wares, supposedly no pushy salesmanship.","(12.9755264, 77.6067902)",wikivoyage,red
4,Kala Madhyam Store' ,0.0,0.0,"2nd floor, Flat No 2, Benson Town #77/8, Nandidurg Rd ",https://www.facebook.com/KalaMadhyamIndia/ ,Buy_Individual stores_Handicrafts,"Folk and tribal art paintings, handicrafts from across India, clothing for women. Specialises in wall murals of folk and tribal art as well as terracotta.","(0, 0)",wikivoyage,red
5,Karnataka State Handicrafts Development Corporation ,12.9755264,77.6067902,"45 K.S.H.D.C Complex, MG Rd ", ,Buy_Individual stores_Handicrafts,Specialises in Karnataka handicraft.,"(12.9755264, 77.6067902)",wikivoyage,red
6,Royal Arts & Crafts ,0.0,0.0, , ,Buy_Individual stores_Handicrafts,21 K.H. Rd. Has a particularly wide selection of silk carpets and paper mache products.,"(0, 0)",wikivoyage,red
0,Gangarams Book Bureau ,0.0,0.0,"#3, Church Street, 3rd Floor ",http://gangaramsbookbureau.com/ ,Buy_Individual stores_Bookstores,"Since 1977, a destination for booklovers with books in a diverse range from academic, professional and technical to fiction and non-fiction.","(0, 0)",wikivoyage,red
1,Blossoms ,12.9749032,77.6052899,Church St , ,Buy_Individual stores_Bookstores,"There are 3 full floors of those rare, hard to find old books. All 2nd hand, good condition and at low rates.","(12.9749032, 77.6052899)",wikivoyage,red
2,The Bookworm ,0.0,0.0, , ,Buy_Individual stores_Bookstores,This is a small used book store. Good bargains on used and new books are available here.,"(0, 0)",wikivoyage,red
3,Crossword ,12.9719166,77.6070202,Residency Rd , ,Buy_Individual stores_Bookstores,"A hot spot for books of various genres combined with seating areas, spacious racks, music and movie section, children's section and a coffee shop. A wonderful hangout to read, browse and shop.","(12.9719166, 77.6070202)",wikivoyage,red
4,Elloor Library ,12.9807251,77.6055259,"Blue Cross Chambers, Infantry Rd ", ,Buy_Individual stores_Bookstores,"A circulating library that has a wide range of fiction and non-fiction books, including new titles. Requires membership which includes a deposit.","(12.9807251, 77.6055259)",wikivoyage,red
5,Gangarams Indiranagar ,0.0,0.0,330/9 Axis Road Domlur Inner Ring Rd. Domlur Layout. Near Indira Nagar Flyover , ,Buy_Individual stores_Bookstores,"A wide selection of fiction and non-fiction books, including textbooks and professional works, stationery, multimedia, movies, toys, art material and gifts.","(0, 0)",wikivoyage,red
6,Gangarams Mg road ,0.0,0.0,"Triumph Tower, 2nd Floor, 48 Church St ", ,Buy_Individual stores_Bookstores,"A wide selection of fiction and non-fiction books, including textbooks and professional works.","(0, 0)",wikivoyage,red
7,Goobes Book Republic ,12.9749032,77.6052899,"46-1-1 Church St, Karnataka ",http://www.goobes.wordpress.com ,Buy_Individual stores_Bookstores,Secondhand and new books on a wide variety of subjects and a very cost effective library option and buy back used books.,"(12.9749032, 77.6052899)",wikivoyage,red
8,Higginbothams ,12.9749918,77.6087811,68 MG Rd , ,Buy_Individual stores_Bookstores,"This bookstore has a good selection of maps, postcards, guides and novels.","(12.9749918, 77.6087811)",wikivoyage,red
9,Oxford Book Store ,0.0,0.0, , ,Buy_Individual stores_Bookstores,"Has some of the latest collection of books and magazines but, doesn't offer any discounts. It has a Chai Bar attached offering 69 blends of tea.","(0, 0)",wikivoyage,red
10,Premier Book Shop ,12.97570865,77.60270134594533,46/1 Church St , ,Buy_Individual stores_Bookstores,"A venerable institution that has books on every conceivable subject literally stacked from floor to ceiling. Although the store may appear to be utterly chaotic, the owner knows where every piece of his stock lies - just be careful with those elbows, a slight nudge and the whole place will come tumbling down. This store however, will shut down shortly.","(12.97570865, 77.60270134594533)",wikivoyage,red
11,Sapna Book House ,0.0,0.0,"3rd Main Rd, near Kamat Yatri Nivas, Gandhi Nagar ",http://www.sapnaonline.com/ ,Buy_Individual stores_Bookstores,"This is a large bookstore, they also have branches in three other locations Sadashivnagar, Jayanagar, and Indiranagar. Sapna Book House also provides online book delivery.","(0, 0)",wikivoyage,red
12,Select Bookshop ,12.9663221,77.6068047,Brigade Rd , ,Buy_Individual stores_Bookstores,"Used to be the only old bookstore. Mr Murthy, who runs the bookstore, is one of the most knowledgeable people. His grandfather started the bookstore. He also has a collection of lithographs, stained glass paintings and collectors copies of antique books.","(12.9663221, 77.6068047)",wikivoyage,red
13,The Strand book stall ,12.9742664,77.6139982,Dickenson Rd ,http://www.strandbookstall.com/ ,Buy_Individual stores_Bookstores,"Best known for the latest releases in art, design, architecture and all at good prices.","(12.9742664, 77.6139982)",wikivoyage,red
