,itemLabel,lat,lon,address,url,thingLabel,description,fetched_coordinates,tier,color
6,Buyruk Esnaf Lokantası ,41.013843,28.976062,Hoca Paşa Sk. 12 ,https://www.sirkecilokanta.com.tr/ ,Eat,"A place that serves home-made style foods (""ev yemekleri"") which you can order from the counter. Great variety.","(41.013843, 28.976062)",wikivoyage,red
0,--,0.0,0.0,,,Eat,,"(0, 0)",wikivoyage,red
1,Doy Doy Restaurant ,0.0,0.0,Sifa Hamamı Sk 13 , ,Eat,"Cafe spread over three floors and a roof terrace with views over the sea and Blue Mosque. Good range of Turkish meals and mezes, with veggie choices.","(0, 0)",wikivoyage,red
2,Palatium Cafe & Restaurant ,41.0058,28.98,Kutlugün Sk 33 ,https://www.palatiumcafeandrestaurant.com/ ,Eat,"Decent trad food and ice cold beer. Lounge in the comfy bean-bag chairs, and backgammon and Nargileh are available. The restaurant looks down into the foundations of a Roman-era palace.","(41.0058, 28.98)",wikivoyage,red
3,Cafe Amedros ,41.0083,28.9739,Hoca Rüstem Sk 7 ,https://www.amedroscafe.com/ ,Eat,Good Ottoman cuisine with veggie and GF choices.,"(41.0083, 28.9739)",wikivoyage,red
4,Rumeli Restaurant ,41.0083,28.9765,Ticarethane Sk 11 , ,Eat,"Not cheap, but good value for its Ottoman and Turkish cuisine, service and vibe.","(41.0083, 28.9765)",wikivoyage,red
0,--,0.0,0.0,,,Eat,,"(0, 0)",wikivoyage,red
1,--,0.0,0.0,,,Eat,,"(0, 0)",wikivoyage,red
2,Korecan ,41.0053,28.9817,Cankurtaran Meydanı Sk 10 , ,Eat,Good Korean cuisine.,"(41.0053, 28.9817)",wikivoyage,red
3,--,0.0,0.0,,,Eat,,"(0, 0)",wikivoyage,red
4,Virginia Angus Steakhouse ,41.0159,28.9677,Uzun Çarşı Cd 2 ,https://virginiaangus.eatbu.com/ ,Eat,"Steaks, burgers and similar.","(41.0159, 28.9677)",wikivoyage,red
5,--,0.0,0.0,,,Eat,,"(0, 0)",wikivoyage,red
6,Burgerillas ,0.0,0.0,Büyükbaş Sk 3/C ,https://www.burgerillas.com/ ,Eat,"Decent burgers, sit in or take away. They have ten other city locations.","(0, 0)",wikivoyage,red
7,Changcheng ,0.0,0.0,Peykhane Cd ,http://www.changchengrestaurant.com/ ,Eat,Good Chinese food. ,"(0, 0)",wikivoyage,red
0,Olden 1772 ,41.01478197782489,28.97428582310056,"Hobyar, Mimar Vedat Sk. No:3 ",https://www.instagram.com/olden1772 ,Eat,A trip in both history and gastronomy. ,"(41.01478197782489, 28.97428582310056)",wikivoyage,red
1,--,0.0,0.0,,,Eat,,"(0, 0)",wikivoyage,red
2,--,0.0,0.0,,,Eat,,"(0, 0)",wikivoyage,red
0,Osman Gourmet Restaurant ,0.0,0.0,Klodfarer Cd 27/B , ,Eat_Budget,Inexpensive family-friendly restaurant.,"(0, 0)",wikivoyage,red
1,Karadeniz Aile Pide ve Kebap Salonu ,41.0085,28.975,Hacı Tahsinbey Sk ,http://www.karadenizpide.net/ ,Eat_Budget,Their specialty is pide. ,"(41.0085, 28.975)",wikivoyage,red
2,Meşhur Pideci Orhan Usta ,41.0137,28.9705,Macuncu Sk 5A , ,Eat_Budget,"Welcoming small restaurant, good value.","(41.0137, 28.9705)",wikivoyage,red
3,Pak Pide Pizza Salonu ,41.0145,28.968,Paşa Cami Sk 27 , ,Eat_Budget,Relaxing place for traditional pide.,"(41.0145, 28.968)",wikivoyage,red
4,Ali Usta Çiğ Köfte ,41.014734,28.975121,Muhzirbaşı Sk 6 , ,Eat_Budget,"Good value Çiǧ köfte (spicy wrap with a vegan tatar) takeaway. Ali the owner is an instagram celeb for his videos jibing customers, so you may be in a long line.","(41.014734, 28.975121)",wikivoyage,red
5,Efsane Kahvaltı ,41.0187,28.9662,Ragıp Gümüşpala Cd , ,Eat_Budget,Great place for breakfast in a non-touristy area.,"(41.0187, 28.9662)",wikivoyage,red
6,Buyruk Esnaf Lokantası ,41.013843,28.976062,Hoca Paşa Sk. 12 ,https://www.sirkecilokanta.com.tr/ ,Eat_Budget,"A place that serves home-made style foods (""ev yemekleri"") which you can order from the counter. Great variety.","(41.013843, 28.976062)",wikivoyage,red
0,--,0.0,0.0,,,Eat_Mid-range,,"(0, 0)",wikivoyage,red
1,Doy Doy Restaurant ,0.0,0.0,Sifa Hamamı Sk 13 , ,Eat_Mid-range,"Cafe spread over three floors and a roof terrace with views over the sea and Blue Mosque. Good range of Turkish meals and mezes, with veggie choices.","(0, 0)",wikivoyage,red
2,Palatium Cafe & Restaurant ,41.0058,28.98,Kutlugün Sk 33 ,https://www.palatiumcafeandrestaurant.com/ ,Eat_Mid-range,"Decent trad food and ice cold beer. Lounge in the comfy bean-bag chairs, and backgammon and Nargileh are available. The restaurant looks down into the foundations of a Roman-era palace.","(41.0058, 28.98)",wikivoyage,red
3,Cafe Amedros ,41.0083,28.9739,Hoca Rüstem Sk 7 ,https://www.amedroscafe.com/ ,Eat_Mid-range,Good Ottoman cuisine with veggie and GF choices.,"(41.0083, 28.9739)",wikivoyage,red
4,Rumeli Restaurant ,41.0083,28.9765,Ticarethane Sk 11 , ,Eat_Mid-range,"Not cheap, but good value for its Ottoman and Turkish cuisine, service and vibe.","(41.0083, 28.9765)",wikivoyage,red
0,--,0.0,0.0,,,Eat_Mid-range,,"(0, 0)",wikivoyage,red
1,--,0.0,0.0,,,Eat_Mid-range,,"(0, 0)",wikivoyage,red
2,Korecan ,41.0053,28.9817,Cankurtaran Meydanı Sk 10 , ,Eat_Mid-range,Good Korean cuisine.,"(41.0053, 28.9817)",wikivoyage,red
3,--,0.0,0.0,,,Eat_Mid-range,,"(0, 0)",wikivoyage,red
4,Virginia Angus Steakhouse ,41.0159,28.9677,Uzun Çarşı Cd 2 ,https://virginiaangus.eatbu.com/ ,Eat_Mid-range,"Steaks, burgers and similar.","(41.0159, 28.9677)",wikivoyage,red
5,--,0.0,0.0,,,Eat_Mid-range,,"(0, 0)",wikivoyage,red
6,Burgerillas ,0.0,0.0,Büyükbaş Sk 3/C ,https://www.burgerillas.com/ ,Eat_Mid-range,"Decent burgers, sit in or take away. They have ten other city locations.","(0, 0)",wikivoyage,red
7,Changcheng ,0.0,0.0,Peykhane Cd ,http://www.changchengrestaurant.com/ ,Eat_Mid-range,Good Chinese food. ,"(0, 0)",wikivoyage,red
0,--,0.0,0.0,,,Eat_Mid-range_Other cuisine,,"(0, 0)",wikivoyage,red
1,--,0.0,0.0,,,Eat_Mid-range_Other cuisine,,"(0, 0)",wikivoyage,red
2,Korecan ,41.0053,28.9817,Cankurtaran Meydanı Sk 10 , ,Eat_Mid-range_Other cuisine,Good Korean cuisine.,"(41.0053, 28.9817)",wikivoyage,red
3,--,0.0,0.0,,,Eat_Mid-range_Other cuisine,,"(0, 0)",wikivoyage,red
4,Virginia Angus Steakhouse ,41.0159,28.9677,Uzun Çarşı Cd 2 ,https://virginiaangus.eatbu.com/ ,Eat_Mid-range_Other cuisine,"Steaks, burgers and similar.","(41.0159, 28.9677)",wikivoyage,red
5,--,0.0,0.0,,,Eat_Mid-range_Other cuisine,,"(0, 0)",wikivoyage,red
6,Burgerillas ,0.0,0.0,Büyükbaş Sk 3/C ,https://www.burgerillas.com/ ,Eat_Mid-range_Other cuisine,"Decent burgers, sit in or take away. They have ten other city locations.","(0, 0)",wikivoyage,red
7,Changcheng ,0.0,0.0,Peykhane Cd ,http://www.changchengrestaurant.com/ ,Eat_Mid-range_Other cuisine,Good Chinese food. ,"(0, 0)",wikivoyage,red
0,Olden 1772 ,41.01478197782489,28.97428582310056,"Hobyar, Mimar Vedat Sk. No:3 ",https://www.instagram.com/olden1772 ,Eat_Splurge,A trip in both history and gastronomy. ,"(41.01478197782489, 28.97428582310056)",wikivoyage,red
1,--,0.0,0.0,,,Eat_Splurge,,"(0, 0)",wikivoyage,red
2,--,0.0,0.0,,,Eat_Splurge,,"(0, 0)",wikivoyage,red
0,--,0.0,0.0,,,Drink,,"(0, 0)",wikivoyage,red
1,--,0.0,0.0,,,Drink,,"(0, 0)",wikivoyage,red
0,Kumkapı ,41.0033651,28.9629002,,,Drink,,"(41.0033651, 28.9629002)",wikivoyage,red
1,Samatya ,41.000679,28.9326654,,,Drink,,"(41.000679, 28.9326654)",wikivoyage,red
2,Sarayburnu Aile Çay Bahçesi ,41.0175,28.986,"Sarayburnu Point, off Kennedy Cd ", ,Drink,"Open-air cafe on the coast with great views, though the park is grubby. Tea, coffee and many flavours of hubble-bubble.","(41.0175, 28.986)",wikivoyage,red
3,Anadolu Nargile ,41.0089,28.968,Yeniçeriler Cd 32 , ,Drink,"Shisha / hookah cafe in the courtyard of the former Çorlulu Ali Paşa Medrese, so plenty of Ottoman ambience.","(41.0089, 28.968)",wikivoyage,red
4,Vefa Bozacısı ,41.0154,28.9584,Vefa Cd 66 ,https://www.vefa.com.tr/ ,Drink,"Established in 1876, this cafe specializes in ''boza'', a ferment of bulgur wheat with a sweetish tart taste. A favourite of the Ottomans, it's still popular in the Balkans and Central Asia. It's less than 1% alcohol, but it was the closest you got to being off your head in Neolithic times.","(41.0154, 28.9584)",wikivoyage,red
0,Blue Tuana Hotel ,0.0,0.0,Akbıyık Değirmen Sk 3 , ,Sleep,Very small rooms.,"(0, 0)",wikivoyage,red
1,Star Holiday Hotel ,0.0,0.0,Divanyolu Cd 10 ,https://www.hotelstarholiday.com ,Sleep,"Friendly hotel, rooms have air-con, TV and minibar.","(0, 0)",wikivoyage,red
2,Deniz Houses Hotel ,0.0,0.0,Çayıroğlu Sk 16 ,https://www.denizhouses.com/ ,Sleep,"Rooms with own bathroom, cable TV, air-con.","(0, 0)",wikivoyage,red
3,Istanbul Holiday Hotel ,0.0,0.0,Küçük Ayasofya Cd 28 ,https://istanbulholidayhotel.com/ ,Sleep,Clean rooms with en suite bathroom and satellite TV.,"(0, 0)",wikivoyage,red
4,Elasophia Hotel ,0.0,0.0,Alemdar Cd 7 , ,Sleep,"Rooms with en suite bathroom, satellite TV, and internet access.","(0, 0)",wikivoyage,red
5,Stone Hotel Istanbul ,0.0,0.0,Şehit Mehmetpaşa Ykş 34 ,http://www.stonehotelistanbul.com/ ,Sleep,Simple rooms with en-suite bathroom and satellite TV. Variable on cleanliness.,"(0, 0)",wikivoyage,red
6,Hotel Alp Guesthouse ,0.0,0.0,Adliye Sk 4 ,https://www.alpguesthouse.com/ ,Sleep,"Clean friendly place, all rooms en-suite.","(0, 0)",wikivoyage,red
7,Grand Anka Hotel ,0.0,0.0,Molla Gürani Cd 46 ,https://grandankahotel.com/ ,Sleep,"Modern rooms, good location and usually clean.","(0, 0)",wikivoyage,red
8,Tulip Guesthouse ,0.0,0.0,Terbıyık Sk 19 ,https://www.tulipguesthouse.com/ ,Sleep,"Welcoming and helpful staff, solo women feel safe.","(0, 0)",wikivoyage,red
9,Avrasya Hostel ,0.0,0.0,Seyit Hasan Sk 12 , ,Sleep,"Amazing value for the location, with six and eight bed dorms, helpful and friendly staff. No real common room.","(0, 0)",wikivoyage,red
10,Yeni Otel ,0.0,0.0,Dervişler Sk 12 , ,Sleep,"Basic but central, clean and friendly. ","(0, 0)",wikivoyage,red
0,--,0.0,0.0,,,Sleep,,"(0, 0)",wikivoyage,red
1,Nomade Old City Hotel ,0.0,0.0,Ticarethane Sk 15 ,https://www.hotelnomade.com.tr/ ,Sleep,Neat cozy hotel near the main sights. They have another on Akbıyık Cd..,"(0, 0)",wikivoyage,red
2,Tulip House ,0.0,0.0,Katip Sinan Cami Sk 28 ,https://www.hoteltuliphouse.com ,Sleep,"Small mid-range hotel, clean and central but needs a lot of maintenance. Try to get a south-facing room with balcony.","(0, 0)",wikivoyage,red
3,Sarnıç Hotel ,0.0,0.0,Küçük Ayasofya Cd 26 ,https://www.sarnichotel.com/ ,Sleep,"Central and clean, some noise, good value for the price. Many stairs, not suitable for the disabled.","(0, 0)",wikivoyage,red
4,Hotel Armagrandi Spina ,0.0,0.0,Utangaç Sk 19 ,https://armagrandi.com/hotel-spina/ ,Sleep,Small friendly hotel.,"(0, 0)",wikivoyage,red
5,Armada Hotel ,0.0,0.0,Ahırkapı Cd 10 ,https://www.armadahotel.com.tr/ ,Sleep,Clean comfy place near the seafront. Rooftop restaurant has views of the sea and the Blue Mosque.,"(0, 0)",wikivoyage,red
6,Sultanhan Hotel ,0.0,0.0,Piyer Loti Cd 7 ,https://www.hotelsultanhan.com ,Sleep,"Welcoming five-floor hotel with Ottoman-style décor, next to Theodosius Cistern.","(0, 0)",wikivoyage,red
7,Blue House Rooftop ,0.0,0.0,Dalbasti Sk 14 ,https://www.bluehouseistanbul.com/ ,Sleep,Very central comfy 3-star.,"(0, 0)",wikivoyage,red
8,Empress Zoe ,0.0,0.0,Akbıyık Cd 10 ,https://emzoe.com/index.html ,Sleep,"Pleasant hotel in a quiet street near Agia Sophia, with simple rooms decorated in Turkish style.","(0, 0)",wikivoyage,red
9,Esans Hotel ,0.0,0.0,Yenisarachane Sk 4 ,http://www.esanshotel.com ,Sleep,"Hotel on a quiet street 3 minutes walk from Agia Sofya, decorated in Ottoman style. The rooftop terrace looks out over the Sea of Marmara and Princes Islands.","(0, 0)",wikivoyage,red
10,Ibrahim Pasha ,0.0,0.0,Terzihane Sk 7 ,https://www.ibrahimpasha.com ,Sleep,Pleasant small hotel 100 m west of Blue Mosque.,"(0, 0)",wikivoyage,red
11,Dersaadet Hotel ,0.0,0.0,Kapiağasi Sk 5 ,https://www.hoteldersaadet.com ,Sleep,"Decorated in 19th century Ottoman-style, with great welcome and service.","(0, 0)",wikivoyage,red
12,Hotel Niles ,0.0,0.0,Dibekli Cami Sk 13 ,https://www.hotelniles.com ,Sleep,Comfy place near the Grand Bazaar.,"(0, 0)",wikivoyage,red
13,Hotel Inter Istanbul ,0.0,0.0,Büyük Haydar Efendi Sk 29 ,https://www.hotelinteristanbul.com/ ,Sleep,In a quiet area with modern rooms.,"(0, 0)",wikivoyage,red
14,Erguvan Hotel ,0.0,0.0,Aksakal Sk 3 ,https://www.besthotel.pt/tr/hotel-erguvan/ ,Sleep,Value-for-money hotel near seafront.,"(0, 0)",wikivoyage,red
15,Garden House Istanbul ,0.0,0.0,Mehmet Paşa Sk 5 ,https://www.gardenhousehotel.com/ ,Sleep,Small well-furnished rooms around a garden courtyard.,"(0, 0)",wikivoyage,red
16,Hotel Tashkonak ,0.0,0.0,Tomurcuk Sk 5 ,https://www.hoteltashkonak.com/ ,Sleep,Small rooms but friendly staff and sea views.,"(0, 0)",wikivoyage,red
17,Hotel Sultan Hill ,0.0,0.0,Tavukhane Sk 15 ,http://www.hotelsultanhill.com/ ,Sleep,"Rebuild of an 18th century Ottoman mansion. There are 17 rooms, a traditional courtyard and a roof terrace bar with panoramic views.","(0, 0)",wikivoyage,red
18,Yigitalp ,0.0,0.0,Çukur Çeşme Sk 34 ,https://www.yigitalp.com/ ,Sleep,Boxy inexpensive place often used by tour groups.,"(0, 0)",wikivoyage,red
19,--,0.0,0.0,,,Sleep,,"(0, 0)",wikivoyage,red
0,Hotel Sultania ,41.0125,28.9774,Mehmet Murat Sk 4 ,https://www.hotelsultania.com ,Sleep,"Charming hotel with 42 rooms, each dedicated to a wife of the sultan.","(41.0125, 28.9774)",wikivoyage,red
1,Sirkeci Mansion Hotel ,0.0,0.0,Taya Hatun Sk 5 ,https://www.sirkecimansion.com ,Sleep,Charming friendly hotel near Sirkeci station.,"(0, 0)",wikivoyage,red
2,Four Seasons at Sultanahmet ,41.0067,28.9802,Tevkifhane Sk 1 ,https://www.fourseasons.com/istanbul/ ,Sleep,"A converted prison built in 1918 near Sultanahmet mosque, great reviews for comfort and service. Their sister hotel is further up the Bosphorus.","(41.0067, 28.9802)",wikivoyage,red
3,Wyndham Old City Hotel ,41.0124,28.9584,Şehzadebaşı Cd 1 ,https://www.wyndhamhotels.com/wyndham/istanbul-turkiye/wyndham-istanbul-old-city/overview ,Sleep,87 rooms with spa and pool. Dreadful reviews in late 2024 but they've since much improved.,"(41.0124, 28.9584)",wikivoyage,red
4,Doubletree by Hilton Old Town ,41.0092,28.9603,Ordu Cd 31 ,https://doubletree3.hilton.com ,Sleep,Clean welcoming modern hotel.,"(41.0092, 28.9603)",wikivoyage,red
0,Blue Tuana Hotel ,0.0,0.0,Akbıyık Değirmen Sk 3 , ,Sleep_Budget,Very small rooms.,"(0, 0)",wikivoyage,red
1,Star Holiday Hotel ,0.0,0.0,Divanyolu Cd 10 ,https://www.hotelstarholiday.com ,Sleep_Budget,"Friendly hotel, rooms have air-con, TV and minibar.","(0, 0)",wikivoyage,red
2,Deniz Houses Hotel ,0.0,0.0,Çayıroğlu Sk 16 ,https://www.denizhouses.com/ ,Sleep_Budget,"Rooms with own bathroom, cable TV, air-con.","(0, 0)",wikivoyage,red
3,Istanbul Holiday Hotel ,0.0,0.0,Küçük Ayasofya Cd 28 ,https://istanbulholidayhotel.com/ ,Sleep_Budget,Clean rooms with en suite bathroom and satellite TV.,"(0, 0)",wikivoyage,red
4,Elasophia Hotel ,0.0,0.0,Alemdar Cd 7 , ,Sleep_Budget,"Rooms with en suite bathroom, satellite TV, and internet access.","(0, 0)",wikivoyage,red
5,Stone Hotel Istanbul ,0.0,0.0,Şehit Mehmetpaşa Ykş 34 ,http://www.stonehotelistanbul.com/ ,Sleep_Budget,Simple rooms with en-suite bathroom and satellite TV. Variable on cleanliness.,"(0, 0)",wikivoyage,red
6,Hotel Alp Guesthouse ,0.0,0.0,Adliye Sk 4 ,https://www.alpguesthouse.com/ ,Sleep_Budget,"Clean friendly place, all rooms en-suite.","(0, 0)",wikivoyage,red
7,Grand Anka Hotel ,0.0,0.0,Molla Gürani Cd 46 ,https://grandankahotel.com/ ,Sleep_Budget,"Modern rooms, good location and usually clean.","(0, 0)",wikivoyage,red
8,Tulip Guesthouse ,0.0,0.0,Terbıyık Sk 19 ,https://www.tulipguesthouse.com/ ,Sleep_Budget,"Welcoming and helpful staff, solo women feel safe.","(0, 0)",wikivoyage,red
9,Avrasya Hostel ,0.0,0.0,Seyit Hasan Sk 12 , ,Sleep_Budget,"Amazing value for the location, with six and eight bed dorms, helpful and friendly staff. No real common room.","(0, 0)",wikivoyage,red
10,Yeni Otel ,0.0,0.0,Dervişler Sk 12 , ,Sleep_Budget,"Basic but central, clean and friendly. ","(0, 0)",wikivoyage,red
0,--,0.0,0.0,,,Sleep_Mid-range,,"(0, 0)",wikivoyage,red
1,Nomade Old City Hotel ,0.0,0.0,Ticarethane Sk 15 ,https://www.hotelnomade.com.tr/ ,Sleep_Mid-range,Neat cozy hotel near the main sights. They have another on Akbıyık Cd..,"(0, 0)",wikivoyage,red
2,Tulip House ,0.0,0.0,Katip Sinan Cami Sk 28 ,https://www.hoteltuliphouse.com ,Sleep_Mid-range,"Small mid-range hotel, clean and central but needs a lot of maintenance. Try to get a south-facing room with balcony.","(0, 0)",wikivoyage,red
3,Sarnıç Hotel ,0.0,0.0,Küçük Ayasofya Cd 26 ,https://www.sarnichotel.com/ ,Sleep_Mid-range,"Central and clean, some noise, good value for the price. Many stairs, not suitable for the disabled.","(0, 0)",wikivoyage,red
4,Hotel Armagrandi Spina ,0.0,0.0,Utangaç Sk 19 ,https://armagrandi.com/hotel-spina/ ,Sleep_Mid-range,Small friendly hotel.,"(0, 0)",wikivoyage,red
5,Armada Hotel ,0.0,0.0,Ahırkapı Cd 10 ,https://www.armadahotel.com.tr/ ,Sleep_Mid-range,Clean comfy place near the seafront. Rooftop restaurant has views of the sea and the Blue Mosque.,"(0, 0)",wikivoyage,red
6,Sultanhan Hotel ,0.0,0.0,Piyer Loti Cd 7 ,https://www.hotelsultanhan.com ,Sleep_Mid-range,"Welcoming five-floor hotel with Ottoman-style décor, next to Theodosius Cistern.","(0, 0)",wikivoyage,red
7,Blue House Rooftop ,0.0,0.0,Dalbasti Sk 14 ,https://www.bluehouseistanbul.com/ ,Sleep_Mid-range,Very central comfy 3-star.,"(0, 0)",wikivoyage,red
8,Empress Zoe ,0.0,0.0,Akbıyık Cd 10 ,https://emzoe.com/index.html ,Sleep_Mid-range,"Pleasant hotel in a quiet street near Agia Sophia, with simple rooms decorated in Turkish style.","(0, 0)",wikivoyage,red
9,Esans Hotel ,0.0,0.0,Yenisarachane Sk 4 ,http://www.esanshotel.com ,Sleep_Mid-range,"Hotel on a quiet street 3 minutes walk from Agia Sofya, decorated in Ottoman style. The rooftop terrace looks out over the Sea of Marmara and Princes Islands.","(0, 0)",wikivoyage,red
10,Ibrahim Pasha ,0.0,0.0,Terzihane Sk 7 ,https://www.ibrahimpasha.com ,Sleep_Mid-range,Pleasant small hotel 100 m west of Blue Mosque.,"(0, 0)",wikivoyage,red
11,Dersaadet Hotel ,0.0,0.0,Kapiağasi Sk 5 ,https://www.hoteldersaadet.com ,Sleep_Mid-range,"Decorated in 19th century Ottoman-style, with great welcome and service.","(0, 0)",wikivoyage,red
12,Hotel Niles ,0.0,0.0,Dibekli Cami Sk 13 ,https://www.hotelniles.com ,Sleep_Mid-range,Comfy place near the Grand Bazaar.,"(0, 0)",wikivoyage,red
13,Hotel Inter Istanbul ,0.0,0.0,Büyük Haydar Efendi Sk 29 ,https://www.hotelinteristanbul.com/ ,Sleep_Mid-range,In a quiet area with modern rooms.,"(0, 0)",wikivoyage,red
14,Erguvan Hotel ,0.0,0.0,Aksakal Sk 3 ,https://www.besthotel.pt/tr/hotel-erguvan/ ,Sleep_Mid-range,Value-for-money hotel near seafront.,"(0, 0)",wikivoyage,red
15,Garden House Istanbul ,0.0,0.0,Mehmet Paşa Sk 5 ,https://www.gardenhousehotel.com/ ,Sleep_Mid-range,Small well-furnished rooms around a garden courtyard.,"(0, 0)",wikivoyage,red
16,Hotel Tashkonak ,0.0,0.0,Tomurcuk Sk 5 ,https://www.hoteltashkonak.com/ ,Sleep_Mid-range,Small rooms but friendly staff and sea views.,"(0, 0)",wikivoyage,red
17,Hotel Sultan Hill ,0.0,0.0,Tavukhane Sk 15 ,http://www.hotelsultanhill.com/ ,Sleep_Mid-range,"Rebuild of an 18th century Ottoman mansion. There are 17 rooms, a traditional courtyard and a roof terrace bar with panoramic views.","(0, 0)",wikivoyage,red
18,Yigitalp ,0.0,0.0,Çukur Çeşme Sk 34 ,https://www.yigitalp.com/ ,Sleep_Mid-range,Boxy inexpensive place often used by tour groups.,"(0, 0)",wikivoyage,red
19,--,0.0,0.0,,,Sleep_Mid-range,,"(0, 0)",wikivoyage,red
0,Hotel Sultania ,41.0125,28.9774,Mehmet Murat Sk 4 ,https://www.hotelsultania.com ,Sleep_Splurge,"Charming hotel with 42 rooms, each dedicated to a wife of the sultan.","(41.0125, 28.9774)",wikivoyage,red
1,Sirkeci Mansion Hotel ,0.0,0.0,Taya Hatun Sk 5 ,https://www.sirkecimansion.com ,Sleep_Splurge,Charming friendly hotel near Sirkeci station.,"(0, 0)",wikivoyage,red
2,Four Seasons at Sultanahmet ,41.0067,28.9802,Tevkifhane Sk 1 ,https://www.fourseasons.com/istanbul/ ,Sleep_Splurge,"A converted prison built in 1918 near Sultanahmet mosque, great reviews for comfort and service. Their sister hotel is further up the Bosphorus.","(41.0067, 28.9802)",wikivoyage,red
3,Wyndham Old City Hotel ,41.0124,28.9584,Şehzadebaşı Cd 1 ,https://www.wyndhamhotels.com/wyndham/istanbul-turkiye/wyndham-istanbul-old-city/overview ,Sleep_Splurge,87 rooms with spa and pool. Dreadful reviews in late 2024 but they've since much improved.,"(41.0124, 28.9584)",wikivoyage,red
4,Doubletree by Hilton Old Town ,41.0092,28.9603,Ordu Cd 31 ,https://doubletree3.hilton.com ,Sleep_Splurge,Clean welcoming modern hotel.,"(41.0092, 28.9603)",wikivoyage,red
0,Istanbul#Stay safe,0.0,0.0,,,Stay safe,And see Istanbul#Stay safe. Istanbul#Tourism Police | Tourist police  are based north end of Sultanahmet Square and outside Sirkeci station.,"(0, 0)",wikivoyage,red
0,--,0.0,0.0,,,Stay safe,,"(0, 0)",wikivoyage,red
1,--,0.0,0.0,,,Stay safe,,"(0, 0)",wikivoyage,red
2,--,0.0,0.0,,,Stay safe,,"(0, 0)",wikivoyage,red
3,scams,0.0,0.0,,,Stay safe,"The city has the usual scams, nightclubs being the worst offenders. The sex trade is run by organised crime, who coerce and mistreat their workers.","(0, 0)",wikivoyage,red
4,pickpockets,0.0,0.0,,,Stay safe,Beware pickpockets in any crowded area.,"(0, 0)",wikivoyage,red
0,--,0.0,0.0,,,Cope,,"(0, 0)",wikivoyage,red
0,Istanbul/Galata | Galata,41.0183004,28.9731036,,,Go next,"Istanbul/Galata | Galata, reached by the bridge over the Golden Horn, is the city's downtown.","(41.0183004, 28.9731036)",wikivoyage,red
1,Istanbul/Asian Side | Asian Side,0.0,0.0,,,Go next,"Üsküdar is the most interesting district on the Istanbul/Asian Side | Asian Side. You can quickly get there by Marmaray train but don't miss a trip on the Bosphorus ferries, for breezy city views.","(0, 0)",wikivoyage,red
2,Istanbul/Western Suburbs | Western Suburbs,0.0,0.0,,,Go next,"Limited attractions in the sprawling Istanbul/Western Suburbs | Western Suburbs but the European-side airport, railway terminal and inter-city bus station are all out here.","(0, 0)",wikivoyage,red
0,Karaköy Pier ,0.0,0.0,Rıhtım Cd. , ,Get in,,"(0, 0)",wikivoyage,red
1,Kabataş Pier ,40.9928996,29.0231657, , ,Get in,,"(40.9928996, 29.0231657)",wikivoyage,red
2,Kasımpaşa Pier ,0.0,0.0, , ,Get in,,"(0, 0)",wikivoyage,red
3,Hasköy Pier ,0.0,0.0, , ,Get in,,"(0, 0)",wikivoyage,red
4,Sütlüce Pier ,0.0,0.0,Karaağaç Cd. , ,Get in,,"(0, 0)",wikivoyage,red
0,Karaköy Pier ,0.0,0.0,Rıhtım Cd. , ,Get in_By ferry,,"(0, 0)",wikivoyage,red
1,Kabataş Pier ,40.9928996,29.0231657, , ,Get in_By ferry,,"(40.9928996, 29.0231657)",wikivoyage,red
2,Kasımpaşa Pier ,0.0,0.0, , ,Get in_By ferry,,"(0, 0)",wikivoyage,red
3,Hasköy Pier ,0.0,0.0, , ,Get in_By ferry,,"(0, 0)",wikivoyage,red
4,Sütlüce Pier ,0.0,0.0,Karaağaç Cd. , ,Get in_By ferry,,"(0, 0)",wikivoyage,red
0,Galata Tower ,41.025556,28.974167, ,https://muze.gov.tr/muze-detay?SectionId,See,"It was built by the Genoese in the 14th century on the city walls of Galata, marking the highest point of their territory. Ride an elevator and take two flights of stairs to the top, then walk the parapet for a 360°-view of Istanbul, including the entire Sultanahmet peninsula: crowned by Topkapı Palace, the Blue Mosque and Hagia Sophia. A beautiful spot worthy of a lot of pictures.","(41.025556, 28.974167)",wikivoyage,red
